Text,Max_Similarity,Relation,Average_Similarity
The charges were offset in part by a gain from the sale of the company's construction division.,,cause,0.7643657
"Outside the capital, several people were hurt when they rushed to get out of a school in the southwestern city of Les Cayes, said the Rev.",,cause,0.68876934
"The government is introducing a new law to reduce air pollution, in an effort to improve public health.",,intend,0.7455301
The government passed a law to reduce carbon emissions in order to combat climate change.,,intend,0.79987025
"Japanese government officials, eager to rebut foreign criticism of Japanese investments overseas , hailed the transaction as proof foreigners can make similar investments in Japan. ",,cause,0.7206308
Bush's chief objective in his meeting with Hussein was to pressthe king  to shut down Iraq's food and oil supply route from Aqabaon the Red Sea.,,intend,0.6672703
"Earlier this year, Dataproducts had rejected a $15 a share offer from DPC, saying it was n't adequately financed. ",,cause,0.78974485
"Those gains came from higher prices, particularly for disposable diapers and tissue products, and from increased sales, primarily for feminine-care products, the company said. ",,cause,0.750694
The government passed a law to protect the rights of victims of sexual assault and ensure their access to services.,,intend,0.7754145
The government implemented a new policy to promote renewable energy sources.,,intend,0.76125604
"The government has implemented a new policy to provide free education to all children, in an effort to reduce poverty and inequality.",,intend,0.764813
"The number of those hospitalized climbed from the 34 reported Saturday, because information has trickled in from area hospitals, Khan said.",,cause,0.6852152
"The government is introducing a new law to protect the rights of women, in an effort to ensure equal access to education and employment.",,intend,0.7774808
The government passed a law to increase access to renewable energy sources in an effort to reduce dependence on fossil fuels.,,intend,0.78182346
The Prime Minister announced a new initiative to reduce poverty and inequality in the country.,,intend,0.7635125
"The supplement contains various information that has been filed with the Securities and Exchange Commission since Dow Jones launched the offer on Sept. 26, but it does n't change the terms and conditions of the offer except to extend its expiration date.    ",,cause,0.6978406
The government introduced a new program to provide incentives for businesses to invest in renewable energy sources.,,intend,0.7509018
"The government passed a law to increase access to clean energy sources, in an effort to reduce air pollution.",,intend,0.77434075
The government passed a law to protect the rights of victims of domestic violence and ensure their access to services.,,intend,0.7781787
The government implemented a new policy to improve access to healthcare.,,intend,0.763696
"The government passed a law to increase access to public transportation, in an effort to reduce traffic congestion and air pollution.",,intend,0.72216755
"Even if the solution ends up being a relatively simple and inexpensive software adjustment, the Prius braking problems come at a bad time for Toyota, which has seen its prized reputation for quality and safety badly damaged by the recalls and the news attention given to them.",,cause,0.78476655
The SEC has alleged that Mr. Antar aimed to pump up the company's stock price through false financial statements in order to sell his stake and reap huge profits.,,intend,0.7567314
"The government passed a law to increase access to clean water, in an effort to reduce water pollution and improve public health.",,intend,0.7590457
The government is introducing a new policy to reduce carbon emissions and combat climate change.,,intend,0.80820066
The government has implemented a series of reforms to promote public health and reduce the spread of disease.,,intend,0.7545867
The government introduced a new law to protect workers' rights.,,intend,0.7321211
"The government passed a law to increase access to financial services, in an effort to reduce poverty and promote economic development.",,intend,0.75947726
Other market-maker gripes: Program trading also causes the Nasdaq Composite Index to lose ground against other segments of the stock market.,,cause,0.73398894
"The government of China has passed a law to increase the number of educational opportunities, in an effort to reduce inequality.",,intend,0.7409494
"The government is introducing a new law to protect the rights of indigenous peoples, in an effort to promote cultural diversity and respect for traditional ways of life.",,intend,0.787954
"In a statement prepared by lawyers for the university and Connaught, the parties said they agreed that as a result of reaching a C415 million research accord, ""It is unnecessary that there be a judgment on the merits {of the case} at this time.""    ",,cause,0.7289397
The United Nations has adopted a resolution to end the conflict in the Middle East.,,intend,0.7281386
The government introduced a new law to protect the rights of LGBTQ+ individuals in an effort to promote equality.,,intend,0.7692048
"Maria described a cross-border trade in young children and babies -- with orders coming in regularly from the U.S."" They stole the children and one of the gang members took a six-year-old kid that I had to look after for three hours.""",,cause,0.70294785
"The president has proposed a new law to increase the minimum wage, in an effort to reduce poverty and improve living standards.",,intend,0.7569188
The government passed a law to increase taxes on the wealthy in an effort to reduce income inequality.,,intend,0.7174557
To sweeten the pact further -- and to ease concerns of institutional investors -- BellSouth added a provision designed to give extra protection to holders if the regional Bell company ever decides to buy the rest of the new cellular company.,,intend,0.74885666
The government passed a law to protect the rights of immigrants and ensure their access to basic services.,,intend,0.76958114
"Net income includes an extraordinary gain of about $100,000 from the reversal of bad debt and interest income. ",,cause,0.7344198
"The government passed a law to increase access to affordable housing, in an effort to reduce homelessness and poverty.",,intend,0.7457266
"The United Nations passed a resolution calling for an end to the use of nuclear weapons, in an effort to protect the world from the dangers of nuclear warfare.",,intend,0.7139226
"The government passed a law to increase funding for public education, in an effort to improve educational outcomes.",,intend,0.70245445
The United Nations has established a new program to provide humanitarian aid to countries affected by natural disasters.,,intend,0.73097456
"Moussavi has thereby accepted that he has issued statements even before this, based on which people took to the streets.",,cause,0.70572346
"The government passed a law to increase access to mental health services, in an effort to reduce the stigma associated with mental illness.",,intend,0.7624854
"The government has passed a law to increase the minimum wage, in an effort to reduce poverty and improve living standards.",,intend,0.752968
The government passed a law to increase access to technology and reduce the digital divide.,,intend,0.7698476
"Many funds in recent weeks and months have been selling their highest-quality junk issues, such as RJR Nabisco, to raise cash to meet expected redemptions.    ",,cause,0.77199274
"The government has passed a new law to increase the availability of affordable childcare, in an effort to reduce the burden of childcare costs on working families.",,intend,0.74819785
The government passed a law to increase access to education in an effort to reduce inequality.,,intend,0.74162006
"Though Mr. Packer has since sold his stake, Courtaulds is moving to keep its institutional shareholders happy. ",,cause,0.74160653
Rally's Inc. said it adopted a shareholders rights plan to protect shareholders from an inadequately priced takeover offer.,,intend,0.79915696
The government passed a law to increase access to renewable energy sources in an effort to reduce carbon emissions.,,intend,0.8029078
The government passed a law to provide tax incentives for businesses that invest in research and development.,,intend,0.74184
"The government is introducing a new law to protect the rights of consumers, in an effort to ensure fair prices and quality products.",,intend,0.780568
"Mr. Antar, the SEC said, made more than $60 million from the sale of his shares between 1985 and 1987.    ",,cause,0.7015413
"The series "" Valley of the Wolves "" first aired in 2003 on Turkish television, followed by a 2006 movie of the same name that stirred controversy with its portrayal of American soldiers in Iraq and what some described as thinly-veiled anti-Semitism.",,cause,0.7321832
"The latest quarter's results, however , included a pretax gain of $13.7 million, or 20 cents a share, in the carrying value of the company's investment in Conner Peripherals Inc. and a $7.6 million gain, or 11 cents a share, from the sale of one million Conner shares.    ",,cause,0.7613295
The government passed a law to protect the rights of victims of disability discrimination and ensure their access to services.,,intend,0.77304685
"Newsprint results continued to be depressed, the company added, because of industrywide price discounting.    ",,cause,0.7461884
The government passed a law to increase the number of anti-discrimination laws in an effort to promote equality.,,intend,0.75283885
The government is introducing a new tax on luxury goods in an effort to raise revenue for social programs.,,intend,0.7538992
The government passed a law to increase access to healthcare in an effort to reduce mortality rates.,,intend,0.75205535
The government passed a law to increase access to affordable housing and reduce homelessness.,,intend,0.7425761
"Mr. Lortie's departure, while sudden, was seen as inevitable in light of the shift in strategy. ",,intend,0.72531116
The government passed a law to increase access to affordable housing in an effort to reduce homelessness.,,intend,0.7392541
The government passed a law to increase access to healthy food and reduce food insecurity.,,intend,0.74360394
The United States passed a law to impose sanctions on Iran in an effort to pressure the government to end its nuclear weapons program.,,intend,0.69126
"Profit at the unit fell to $110.6 million, or 37 cents a share, from $142.4 million, or 45 cents a share, largely because of a $24 million one-time charge associated with Hughes's previously announced plan to reduce employment by at least 6,000 people by year end. ",,cause,0.7207874
The United Nations passed a resolution to impose economic sanctions on North Korea in an effort to pressure the government to end its nuclear weapons program.,,intend,0.70201474
"The tipping point came after what Google calls "" sophisticated "" cyber attacks originating from within China, targeting G-mail accounts of Chinese human rights activists.",,cause,0.7350877
The government passed a law to increase the number of renewable energy sources in an effort to reduce carbon emissions.,,intend,0.79292095
The United Nations passed a resolution to increase international cooperation in order to combat terrorism.,,intend,0.7428483
"The government passed a law to increase the minimum wage, in an effort to reduce poverty and inequality.",,intend,0.74243796
The Texas legislature adopted the plan in 2003 after three contentious special sessions called by Republican Gov.,,cause,0.6124431
"The government is introducing a new law to protect consumers, in an effort to ensure fair prices and quality products.",,intend,0.77045506
"Japan's unemployment rate fell below 5 per cent for the first time in a year in January, according to data released on Tuesday, as strong exports fed into a strengthening economic recovery.",,cause,0.69241345
"Junk-fund holders have barely broken even this year, as fat interest payments barely managed to offset declining prices. ",,cause,0.70369637
"In addition, GM's North American vehicle production fell 8.4% from a year ago, which hurt Delco Electronic's earnings, a company spokesman said. ",,cause,0.77123237
The government passed a law to protect the rights of the disabled and ensure access to necessary services.,,intend,0.75006557
"They've revisited the idea of censorship and the price they're paying is too high, "" says Roseann Rife of Amnesty International.""",,cause,0.73735553
The government passed a law to increase access to affordable housing in an effort to reduce poverty.,,intend,0.75126314
The government passed a law to increase access to affordable childcare.,,intend,0.73901904
"Florida Fish &amp; Wildlife officers have rescued 120 sea turtles after water temperatures in the 40s shocked their tropically inclined systems, according to CNN affiliate WPBF.""",,cause,0.6390959
The government passed a law to protect the rights of immigrants and ensure their access to services.,,intend,0.76431453
The government passed a law to increase access to legal services in an effort to reduce discrimination.,,intend,0.74878836
The government passed a law to increase access to affordable housing in an effort to reduce homelessness.,,intend,0.7392541
The government has implemented a series of reforms to improve the quality of public services and infrastructure.,,intend,0.7422144
"The government is introducing a new law to protect the rights of women, in an effort to ensure equal access to education and employment opportunities.",,intend,0.7801362
"The government passed a law to increase funding for renewable energy projects, in an effort to reduce carbon emissions and combat climate change.",,intend,0.8010516
The United Nations adopted a resolution to promote the rights of refugees and ensure their access to basic services.,,intend,0.77386886
"But as the craze died, Coleco failed  to come up with another winner and filed for bankruptcy-law protection in July 1988.    ",,cause,0.7781991
The legislature passed a law to protect the environment from pollution.,,intend,0.6841749
"Now , following asset sales that shrank revenue by more than one-third this year alone, Control Data is flush with cash. ",,cause,0.7441429
The government implemented a new program to provide free education to all children in the country.,,intend,0.7396172
"The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls.",,cause,0.7318131
"A spokesman said the savings bank may not qualify for the capital requirements because, under the proposed guidelines, its $380 million of preferred stock does n't meet the ""core capital"" criteria outlined under the new Financial Institutions Reform, Recovery and Enforcement Act of 1989. ",,cause,0.6934334
The government has implemented a series of reforms to protect the rights of workers and promote labor rights.,,intend,0.7638306
"The government passed a law to increase access to childcare, in an effort to promote gender equality.",,intend,0.7577403
"Ocean Drilling amp Exploration Co. will sell its contract-drilling business, and took a $50.9 million loss from discontinued operations in the third quarter because of the planned sale.    ",,cause,0.7221428
The government passed a law to increase access to financial services in an effort to reduce poverty.,,intend,0.7534385
"Catastrophe losses reduced Aetna's net income by $50 million, including $36 million from Hugo. ",,cause,0.7088343
The government passed a law to increase access to public parks and green spaces in an effort to improve air quality.,,intend,0.72967577
"The government is introducing a new law to protect the rights of women, in an effort to promote gender equality.",,intend,0.77520686
"The government has implemented a new policy to provide tax incentives for businesses to invest in research and development, in an effort to promote innovation and economic growth.",,intend,0.7682835
"Mr. Stronach, founder and controlling shareholder of Magna, resigned as chief executive officer last year to seek , unsuccessfully, a seat in Canada's Parliament.    ",,intend,0.6985054
"The government passed a law to increase access to childcare, in an effort to reduce the burden on working families.",,intend,0.7412673
"The government is introducing a new law to protect the rights of minorities, in an effort to promote equal access to education and employment opportunities.",,intend,0.78264064
Mr. Lortie joined Provigo in 1985 and spearheaded the company's drive to grow outside its traditional food business.,,cause,0.7627656
"The quarter-to-quarter comparison was also enhanced by charges taken in the year-earlier period, including $11 million related to the modernization of a pulp and newsprint mill in Alabama. ",,cause,0.6945974
"The government has passed a law to increase access to healthcare, in an effort to improve public health and reduce health disparities.",,intend,0.75416887
"Then yesterday, he tried to entice Arab leaders with his proposal for a diplomatic solution linking his occupation of Kuwait with Israel's occupation of the West Bank. ",,intend,0.6625107
"The Dearborn, Mich., energy company stopped paying a dividend in the third quarter of 1984 because of troubles at its Midland nuclear plant. ",,cause,0.7065953
The government has implemented a series of reforms to promote financial stability and reduce financial risk.,,intend,0.76448286
"But as the craze died, Coleco failed  to come up with another winner and filed for bankruptcy-law protection in July 1988.    ",,cause,0.7781991
"The government passed a law to increase funding for research and development, in an effort to spur innovation.",,intend,0.7381452
The government passed a law to protect the rights of immigrants and ensure access to basic services.,,intend,0.7737599
"If you really believe a business issue is interesting, writing a letter to an editor of a newspaper and getting it published is a way of raising your profile.",,cause,0.73589647
"While competitors moved production offshore in response to the sagging competitiveness of Japanese factories, Sansui lacked the money to build new plants in Southeast Asia. ",,cause,0.77920204
"The government has passed a new law to increase the minimum wage, in an effort to reduce poverty and income inequality.",,intend,0.7422843
"The government has passed a law to increase access to affordable housing, in an effort to reduce homelessness.",,intend,0.7393472
"The government is introducing a new law to protect the rights of the elderly, in an effort to ensure their access to quality care and services.",,intend,0.7869088
"The government passed a law to increase the minimum wage, in an effort to reduce poverty.",,intend,0.73389727
Traders said the market remains extremely nervous because of the wild swings seen on the New York Stock Exchange last week.,,cause,0.6654151
"Female Facebookers started catching on this week as a message made its rounds through the inboxes of the social media network.""",,cause,0.7468204
"The government is introducing a new law to protect the rights of women, in an effort to promote gender equality and combat discrimination.",,intend,0.7843752
"Other dealers added that the blue-chip stocks in general were hit by profit-taking over concerns that London shares will continue posting declines and the uncertainty over sterling given that Mr. Lawson's successor, John Major, had only been in the job one day.    ",,cause,0.7235858
The governor signed a bill to increase funding for public education.,,intend,0.5861188
The government implemented a new policy to promote gender equality.,,intend,0.7648854
The government passed a law to protect the rights of victims of hate crimes and ensure their access to services.,,intend,0.77614915
The government passed a law to protect the rights of refugees and ensure their access to services.,,intend,0.78542984
The United Nations passed a resolution to promote the rights of women and girls and ensure their access to education.,,intend,0.7692174
The government passed a law to increase access to mental health services in an effort to reduce crime.,,intend,0.74609786
"The government passed a law to increase the number of public transportation options, in an effort to reduce traffic congestion.",,intend,0.71444905
"As many as 150 members of the U.N. mission in Haiti remained unaccounted for Wednesday afternoon following an earthquake that inflicted massive damage on the Caribbean nation's capital, U.N. officials said Wednesday.",,cause,0.6611053
The United Nations passed a resolution to impose an arms embargo on Libya in an effort to pressure the government to end its civil war.,,intend,0.7198963
The government has implemented a series of tax reforms to reduce the burden on low-income households.,,intend,0.72003806
The government has implemented a series of reforms to promote gender equality and reduce gender-based discrimination.,,intend,0.77320117
The government passed a law to protect the rights of victims of discrimination in health care and ensure their access to services.,,intend,0.77006376
"The government has passed a law to increase funding for renewable energy sources, in an effort to reduce dependence on fossil fuels.",,intend,0.764369
That has led to severe erosion and left Haitians vulnerable to massive landslides when heavy rains fall.,,cause,0.67488766
"The government is introducing a new tax to help fund the national health service, in an effort to reduce the burden on taxpayers.",,intend,0.7359814
The government passed a law to increase the number of job training programs in an effort to reduce unemployment.,,intend,0.72256076
The government passed a law to protect the rights of immigrants and refugees.,,intend,0.7606721
"The government passed a law to increase access to healthcare, in an effort to improve public health.",,intend,0.7456452
"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",,intend,0.73619413
The government passed a law to increase the availability of financial assistance to small businesses in an effort to promote economic growth.,,intend,0.7361401
The government passed a law to increase funding for public education in an effort to improve educational outcomes.,,intend,0.70525295
"The company attributed the decrease in part to the exclusion of the company's British sales from the current year's figures as a result of the subsidiary's status as a proposed discontinued operation and, in part, to lower sales in certain key foreign and domestic accounts. ",,cause,0.7649124
"The government has introduced a new program to provide job training and employment opportunities for veterans, in an effort to reduce unemployment.",,intend,0.7365795
The government implemented a new policy to promote diversity and inclusion in the workplace.,,intend,0.7637863
"The government has passed a law to protect the rights of victims of hate crimes, in an effort to ensure justice and accountability.",,intend,0.7811962
The United Nations passed a resolution calling for the establishment of a United Nations-supervised peace process in the Middle East.,,intend,0.7397523
The government passed a law to protect the rights of consumers.,,intend,0.73158896
"Upjohn Co. said it will offer an early retirement package to as many as 1,100 employees in a cost-cutting move expected to result in a fourth-quarter charge.    ",,intend,0.78054917
"The government has implemented a new policy to provide access to healthcare for all citizens, in an effort to improve public health.",,intend,0.7764286
"The government is introducing a new law to protect the rights of refugees, in an effort to ensure safe and dignified living conditions.",,intend,0.7881916
And the U.S. is taking similar steps to ensure that its naval force is adequate to carry out a blockade of Iraq and support a war if necessary.,,intend,0.7135342
The government passed a law to increase access to mental health services in an effort to reduce suicide rates.,,intend,0.74774134
The government passed a law to increase the minimum wage in an effort to reduce poverty.,,intend,0.73773324
"The government has implemented a new policy to provide job training and employment assistance to those who are underemployed, in an effort to reduce long-term underemployment.",,intend,0.73502463
"The government passed a law to increase funding for public safety initiatives, in an effort to reduce crime.",,intend,0.7223346
The government passed a law to increase access to financial services and reduce the cost of borrowing.,,intend,0.7471439
"The government has passed a law to increase the availability of affordable housing, in an effort to reduce homelessness.",,intend,0.7336305
"In effect, McCaw has forced LIN's hand by bidding $1.9 billion for the stake earlier this month.    ",,cause,0.7231822
The government passed a law to increase access to childcare in an effort to reduce poverty.,,intend,0.7549746
The government passed a law to increase access to educational opportunities in an effort to reduce inequality.,,intend,0.74641097
"MGM Grand Inc. has agreed to pay $93 million and nearly 1.8 million common shares to buy 117 acres of land along the Las Vegas, Nev., Strip as a site for its planned movie-studio and theme-park resort.    ",,cause,0.71495736
The company said it was checking the brakes on the Lexus vehicle model HS250h -- as well as a Japanese model called the Sai -- because they use the same system as that used on the 2010 Toyota Prius.,,cause,0.71169835
The government has implemented a series of reforms to promote cultural diversity and reduce discrimination.,,intend,0.75811064
"The government is introducing a new law to protect the rights of minorities, in an effort to promote equality and social justice.",,intend,0.78857934
"The government has passed a law to increase access to job training programs, in an effort to reduce unemployment.",,intend,0.7308975
The government passed a law to protect the rights of victims of workplace harassment and ensure their access to services.,,intend,0.7653594
The government passed a law to increase access to healthcare and reduce healthcare costs.,,intend,0.74469
The government passed a law to increase access to healthcare in an effort to improve public health.,,intend,0.75068676
Hudson's Bay Co. announced terms of a previously proposed rights issue that is expected to raise about 396 million Canadian dollars (US$337 million) net of expenses.,,intend,0.7005556
Ralston said its Eveready battery unit  was hurt by continuing economic problems in South America.,,cause,0.7502003
The government passed a law to protect the rights of LGBTQ+ individuals and ensure equal protection under the law.,,intend,0.7764636
The government has implemented a series of reforms to promote human rights and reduce human rights abuses.,,intend,0.8094756
"Yesterday alone, the city [ Memphis ] went around to turn on the heat for homes when people have not been able to pay [ their utility bills ]. """,,cause,0.68476725
The United States passed a law to impose sanctions on Venezuela in an effort to pressure the government to end its human rights abuses.,,intend,0.74252003
"General Motors Corp. wants to buy as much as 15% of Jaguar PLC, marking its first salvo in a possible full-scale battle against Ford Motor Co. for control of the British car maker.    ",,intend,0.7448078
"The government has passed a law to increase access to affordable housing, in an effort to reduce homelessness and promote economic stability.",,intend,0.7532219
The government introduced a new law to protect the rights of women and children in an effort to combat gender-based violence.,,intend,0.7866002
The government implemented a new policy to promote sustainable development and reduce poverty.,,intend,0.80330837
The protests -- on the Shiite Muslim holy day Ashura -- were the deadliest since opposition Iranians took to the streets after the disputed June 12 presidential election.,,cause,0.67234004
"Pentagon sources in Washington meanwhile said the Bushadministration plans  to deploy 45,000 Marines to the region to backup the thousands of Army, Navy and Air Force troops already inplace in the gulf and the Saudi desert.   ",,intend,0.6558719
"The government passed a law to increase the number of apprenticeships, in an effort to increase job opportunities.",,intend,0.7181544
The government passed a law to increase access to childcare in an effort to increase workforce participation.,,intend,0.7345112
He told me he wanted to see his mummy then I started crying and said'I do n't think you're ever going to see your mummy again.',,cause,0.6585641
The United States has increased its military presence in the Middle East in an effort to combat terrorism.,,intend,0.68773377
The government passed a law to increase the number of public parks and green spaces in an effort to improve air quality.,,intend,0.735509
"The government has implemented a new policy to provide tax incentives to businesses that invest in research and development, in an effort to promote innovation and economic growth.",,intend,0.76975113
The government passed a law to increase the availability of job training and employment opportunities in an effort to reduce unemployment.,,intend,0.742837
"Ocean Drilling amp Exploration Co. will sell its contract-drilling business, and took a $50.9 million loss from discontinued operations in the third quarter because of the planned sale.    ",,cause,0.7221428
The United Nations Security Council imposed economic sanctions on North Korea in an effort to curb its nuclear weapons program.,,intend,0.6847664
The European Union has implemented a new policy to reduce carbon emissions in an effort to combat climate change.,,intend,0.7837997
"The government passed a law to increase the number of environmental protection regulations, in an effort to reduce pollution.",,intend,0.73049384
"The offer, which was due to expire yesterday, is conditional on 50.1% of Dunkin' common shares, on a fully diluted basis, being tendered and on the withdrawal of the company's poison pill rights plan.    ",,cause,0.7201332
The government passed a law to increase access to affordable housing in an effort to reduce homelessness and improve living conditions.,,intend,0.752519
"In a letter, prosecutors told Mr. Antar's lawyers that because of the recent Supreme Court rulings, they could expect that any fees collected from Mr. Antar may be seized. ",,cause,0.7405587
"Some of Sansui's fellow audio-specialty companies, such as Aiwa Co. and Pioneer Electric Corp., responded to the challenge by quickly bringing out mini-component products of their own, by moving heavily into the booming compact disk businesses or by diversifying into other consumer-electronics fields, including laser disks or portable cassette players. ",,cause,0.7809514
"Consumption rose 1.7 per cent in January from the same period last year, based on a price-adjusted basis, thanks to government subsidies for purchases of automobiles and household electronics, according to a separate report released on Tuesday.",,cause,0.66118795
"The government passed a law to increase access to public transportation, in an effort to reduce traffic congestion.",,intend,0.71217793
The restructuring program  is designed  to increase the company's tangible capital ratio.,,intend,0.79799235
The government launched a new initiative to promote access to education.,,intend,0.7490911
"Mr. Vaux said that if no agreement is reached, other buyers will be sought by bid or auction. ",,cause,0.7485741
"The government has implemented a new policy to reduce the cost of prescription drugs, in an effort to make healthcare more affordable.",,intend,0.75184786
"The government is introducing a new law to protect the rights of religious minorities, in an effort to promote freedom of religion.",,intend,0.751631
The House of Representatives has passed a bill to provide tax relief to small businesses.,,intend,0.6670004
The government launched a new initiative to promote environmental sustainability.,,intend,0.7752652
"The government has passed a law to increase the minimum wage, in an effort to reduce poverty and inequality.",,intend,0.74306834
The government has implemented a new policy to provide tax incentives to businesses that create jobs in disadvantaged communities.,,intend,0.73554146
"StatesWest Airlines, Phoenix, Ariz., said it withdrew its offer to acquire Mesa Airlines because the Farmington, N.M., carrier did n't respond to its offer by the close of business yesterday, a deadline StatesWest had set for a response.    ",,cause,0.689005
The government passed a law to protect the environment from pollution.,,intend,0.71634084
"The United Nations has passed a resolution to increase international cooperation, in order to combat terrorism.",,intend,0.7564433
Investigators have spoken with consumers and conducted preliminary field work.,,cause,0.7080282
"The government is introducing a new law to protect the rights of consumers, in an effort to ensure fair prices and quality products.",,intend,0.780568
London shares were depressed initially by overnight losses in New York and by the drop in sterling after Mr. Lawson's resignation.,,cause,0.6998871
LIN Broadcasting surged 4 5/8 to 112 5/8; LIN and BellSouth sweetened their merger agreement in an attempt to keep shareholders from tendering their shares to McCaw Cellular Communications.,,intend,0.7494775
"The government passed a law to increase access to financial services, in an effort to reduce economic inequality.",,intend,0.73846185
The government passed a law to increase access to public parks and reduce environmental degradation.,,intend,0.73342717
The government has implemented a series of reforms to promote economic growth and reduce unemployment.,,intend,0.7552106
Conservationists have welcomed the decision to reject a bid from Tanzania and Zambia to temporarily suspend a worldwide ban on trading in African elephant ivory so they can offload legal stockpiles in a one-off sale.,,cause,0.7147379
The government passed a law to protect the rights of victims of gender-based violence and ensure their access to services.,,intend,0.7828118
"The Kearny, N.J.-based maker of hair accessories and other cosmetic products said it cut the dividend due to its third-quarter loss of $992,000, or 15 cents a share. ",,cause,0.73673135
The government passed a law to increase the availability of affordable housing and reduce homelessness.,,intend,0.7408878
The government passed a law to protect the rights of victims of domestic violence and promote their safety.,,intend,0.781431
The government has implemented a series of reforms to promote regional integration and strengthen regional cooperation.,,intend,0.77346104
The government passed a law to increase access to clean energy and reduce greenhouse gas emissions.,,intend,0.8001009
"The government is introducing a new law to protect the environment, in an effort to reduce pollution and conserve natural resources.",,intend,0.75447226
The government passed a law to increase the availability of public transportation in an effort to reduce traffic congestion.,,intend,0.7211541
The government passed a law to strengthen gun control and reduce gun violence.,,intend,0.7443471
The government introduced a new law to protect the rights of the environment in an effort to reduce pollution and conserve natural resources.,,intend,0.77837276
The government passed a law to increase access to financial literacy programs in an effort to promote economic stability.,,intend,0.73673314
"General Mills, meanwhile , finds itself constrained from boosting sales further because its plants are operating at capacity. ",,cause,0.7537948
"Through the first nine months, the company had a loss of $484 million, largely reflecting the closing of its supercomputer unit.    ",,cause,0.78430676
President Bush's political argument for going to a groundwar has been strengthened by the growing stream of reports ofwanton Iraqi destruction inside Kuwait.,,cause,0.71495354
The government passed a law to increase access to job opportunities in an effort to reduce unemployment.,,intend,0.73643655
"The government passed a law to increase access to public transportation, in an effort to reduce traffic congestion.",,intend,0.71217793
The government passed a law to increase access to public services and reduce poverty.,,intend,0.756446
The government passed a law to increase access to green spaces and reduce urban sprawl.,,intend,0.7521899
The government passed a law to increase access to broadband internet and reduce the digital divide.,,intend,0.7651369
The Senate passed a bill to increase funding for public education.,,intend,0.62213516
The quarterly results also reflected $21.4 million in non-recurring losses from commercial real-estate activities in California.,,cause,0.7011777
"My first and only guest this week : Secretary of State Hillary Clinton on the biggest threats to Americans, and whether she really thinks the current Afghan government can pull it together so U.S. troops can come home.",,cause,0.7141374
"The government is introducing a new law to protect the rights of immigrants, in an effort to promote diversity and inclusion.",,intend,0.7843216
"As part of the agreement, Cilcorp said it  will pay Hunter $4 million in exchange for agreements not to compete.    ",,cause,0.74608594
The government passed a law to increase access to public transportation in an effort to reduce traffic congestion.,,intend,0.7161683
And the U.S. is taking similar steps to ensure that its naval force is adequate to carry out a blockade of Iraq and support a war if necessary.,,intend,0.7135342
The government introduced a new program to provide free education to disadvantaged children.,,intend,0.74233514
"In the fibers segment, profit rose to $180 million from $155 million, a gain Du Pont attributed to higher demand in the U.S. for most textile products.    ",,cause,0.7471442
"The government is introducing a new law to protect the rights of the disabled, in an effort to ensure access to quality healthcare and social services.",,intend,0.7817496
"Known for its slogan "" do n't do evil, "" Google's new position drew praise from supporters of free speech, who in the past have been critical of the search engine for agreeing to government censorship as a condition for opening its doors in China.""",,cause,0.7641923
The latest period includes gains of $9.1 million from early retirement of debt and tax loss carry-forward.,,cause,0.70261467
The government implemented a new policy to reduce the cost of living.,,intend,0.73607427
"The government passed a law to increase funding for mental health services, in an effort to improve mental health outcomes.",,intend,0.7430309
"Profit from coal fell to $41 million from $58 million, partly because of a miners' strike. ",,cause,0.69424546
The government introduced a new program to provide incentives for businesses to hire more workers.,,intend,0.72636515
"According to the filing, Hewlett-Packard acquired 730,070 common shares from Octel as a result of an Aug. 10, 1988, stock purchase agreement. ",,cause,0.7126461
The government is introducing a new law to protect the rights of workers and ensure fair wages.,,intend,0.76107216
The government implemented a new policy to promote job training and education.,,intend,0.7512084
President Bush implied as much yesterday when reporters asked whether the interdiction would apply to food.,,cause,0.6520913
"Of the total purchase price, $50 million cash and $30 million in stock (nearly 1.8 million shares) would be paid to buy the existing 700-room Marina Hotel amp Casino from Southwest Securities, a Nevada limited partnership. ",,cause,0.7074862
"The government passed a law to increase access to financial services, in an effort to reduce inequality and promote economic growth.",,intend,0.75232184
"But the administration is n't putting any upper limit on how high the force could go after that, calculating that it would be a mistake to underestimate and an advantage to keep Saddam Hussein guessing. ",,cause,0.6955542
The government passed a law to increase access to public transportation in an effort to reduce traffic congestion.,,intend,0.7161683
The government passed a new law to protect the rights of LGBTQ+ individuals in an effort to promote acceptance.,,intend,0.76248217
The government passed a law to increase the number of affordable housing units in an effort to reduce homelessness.,,intend,0.7308531
The latest period includes gains of $9.1 million from early retirement of debt and tax loss carry-forward.,,cause,0.70261467
The government has implemented a series of reforms to promote access to housing and reduce homelessness.,,intend,0.7606512
"The government is introducing a new law to protect the rights of Indigenous peoples, in an effort to ensure access to land and resources.",,intend,0.7789012
"Sales dropped to $441.1 million from $820.4 million, because the company no longer consolidates its Eastern Steel division, which is now a joint venture with Kawasaki Steel Corp.    Along with reduced volume, analysts said the nation's fifth largest steelmaker was hurt by holding higher-cost inventory when raw material costs of such key products as nickel dropped. ",,cause,0.7614665
"The government is introducing a new law to protect the rights of religious minorities, in an effort to ensure equal access to services and opportunities.",,intend,0.779192
