Text,Max_Similarity,Relation,Average_Similarity
The charges were offset in part by a gain from the sale of the company's construction division.,,cause,0.9483243
"Outside the capital, several people were hurt when they rushed to get out of a school in the southwestern city of Les Cayes, said the Rev.",,cause,0.8414773
"The government is introducing a new law to reduce air pollution, in an effort to improve public health.",,intend,0.8769058
The government passed a law to reduce carbon emissions in order to combat climate change.,,intend,0.88061506
"Japanese government officials, eager to rebut foreign criticism of Japanese investments overseas , hailed the transaction as proof foreigners can make similar investments in Japan. ",,cause,0.77162105
Bush's chief objective in his meeting with Hussein was to pressthe king  to shut down Iraq's food and oil supply route from Aqabaon the Red Sea.,,intend,0.7782462
"Earlier this year, Dataproducts had rejected a $15 a share offer from DPC, saying it was n't adequately financed. ",,cause,0.8071419
"Those gains came from higher prices, particularly for disposable diapers and tissue products, and from increased sales, primarily for feminine-care products, the company said. ",,cause,0.80869377
The government passed a law to protect the rights of victims of sexual assault and ensure their access to services.,,intend,0.8371356
The government implemented a new policy to promote renewable energy sources.,,intend,0.80534995
"The government has implemented a new policy to provide free education to all children, in an effort to reduce poverty and inequality.",,intend,0.84821874
"The number of those hospitalized climbed from the 34 reported Saturday, because information has trickled in from area hospitals, Khan said.",,cause,0.80675125
"The government is introducing a new law to protect the rights of women, in an effort to ensure equal access to education and employment.",,intend,0.9009935
The government passed a law to increase access to renewable energy sources in an effort to reduce dependence on fossil fuels.,,intend,0.89437616
The Prime Minister announced a new initiative to reduce poverty and inequality in the country.,,intend,0.9660953
"The supplement contains various information that has been filed with the Securities and Exchange Commission since Dow Jones launched the offer on Sept. 26, but it does n't change the terms and conditions of the offer except to extend its expiration date.    ",,cause,0.63049686
The government introduced a new program to provide incentives for businesses to invest in renewable energy sources.,,intend,0.9267396
"The government passed a law to increase access to clean energy sources, in an effort to reduce air pollution.",,intend,0.89375144
The government passed a law to protect the rights of victims of domestic violence and ensure their access to services.,,intend,0.83621806
The government implemented a new policy to improve access to healthcare.,,intend,0.8719575
"The government passed a law to increase access to public transportation, in an effort to reduce traffic congestion and air pollution.",,intend,0.89437616
"Even if the solution ends up being a relatively simple and inexpensive software adjustment, the Prius braking problems come at a bad time for Toyota, which has seen its prized reputation for quality and safety badly damaged by the recalls and the news attention given to them.",,cause,0.8463791
The SEC has alleged that Mr. Antar aimed to pump up the company's stock price through false financial statements in order to sell his stake and reap huge profits.,,intend,0.727389
"The government passed a law to increase access to clean water, in an effort to reduce water pollution and improve public health.",,intend,0.83652896
The government is introducing a new policy to reduce carbon emissions and combat climate change.,,intend,0.86756486
The government has implemented a series of reforms to promote public health and reduce the spread of disease.,,intend,0.77809536
The government introduced a new law to protect workers' rights.,,intend,0.8242097
"The government passed a law to increase access to financial services, in an effort to reduce poverty and promote economic development.",,intend,0.96908796
Other market-maker gripes: Program trading also causes the Nasdaq Composite Index to lose ground against other segments of the stock market.,,cause,0.77630436
"The government of China has passed a law to increase the number of educational opportunities, in an effort to reduce inequality.",,intend,0.93969554
"The government is introducing a new law to protect the rights of indigenous peoples, in an effort to promote cultural diversity and respect for traditional ways of life.",,intend,0.92253494
"In a statement prepared by lawyers for the university and Connaught, the parties said they agreed that as a result of reaching a C415 million research accord, ""It is unnecessary that there be a judgment on the merits {of the case} at this time.""    ",,cause,0.7806177
The United Nations has adopted a resolution to end the conflict in the Middle East.,,intend,0.9472192
The government introduced a new law to protect the rights of LGBTQ+ individuals in an effort to promote equality.,,intend,0.9638783
"Maria described a cross-border trade in young children and babies -- with orders coming in regularly from the U.S."" They stole the children and one of the gang members took a six-year-old kid that I had to look after for three hours.""",,cause,0.73713624
"The president has proposed a new law to increase the minimum wage, in an effort to reduce poverty and improve living standards.",,intend,0.8420599
The government passed a law to increase taxes on the wealthy in an effort to reduce income inequality.,,intend,0.8277935
To sweeten the pact further -- and to ease concerns of institutional investors -- BellSouth added a provision designed to give extra protection to holders if the regional Bell company ever decides to buy the rest of the new cellular company.,,intend,0.9058563
The government passed a law to protect the rights of immigrants and ensure their access to basic services.,,intend,0.8371356
"Net income includes an extraordinary gain of about $100,000 from the reversal of bad debt and interest income. ",,cause,0.77457315
"The government passed a law to increase access to affordable housing, in an effort to reduce homelessness and poverty.",,intend,0.87520534
"The United Nations passed a resolution calling for an end to the use of nuclear weapons, in an effort to protect the world from the dangers of nuclear warfare.",,intend,0.73387766
"The government passed a law to increase funding for public education, in an effort to improve educational outcomes.",,intend,0.8779724
The United Nations has established a new program to provide humanitarian aid to countries affected by natural disasters.,,intend,0.8951335
"Moussavi has thereby accepted that he has issued statements even before this, based on which people took to the streets.",,cause,0.8151495
"The government passed a law to increase access to mental health services, in an effort to reduce the stigma associated with mental illness.",,intend,0.9156164
"The government has passed a law to increase the minimum wage, in an effort to reduce poverty and improve living standards.",,intend,0.9625266
The government passed a law to increase access to technology and reduce the digital divide.,,intend,0.9701456
"Many funds in recent weeks and months have been selling their highest-quality junk issues, such as RJR Nabisco, to raise cash to meet expected redemptions.    ",,cause,0.85363895
"The government has passed a new law to increase the availability of affordable childcare, in an effort to reduce the burden of childcare costs on working families.",,intend,0.9701456
The government passed a law to increase access to education in an effort to reduce inequality.,,intend,0.89821756
"Though Mr. Packer has since sold his stake, Courtaulds is moving to keep its institutional shareholders happy. ",,cause,0.80906594
Rally's Inc. said it adopted a shareholders rights plan to protect shareholders from an inadequately priced takeover offer.,,intend,0.7986058
The government passed a law to increase access to renewable energy sources in an effort to reduce carbon emissions.,,intend,0.83652896
The government passed a law to provide tax incentives for businesses that invest in research and development.,,intend,0.8788587
"The government is introducing a new law to protect the rights of consumers, in an effort to ensure fair prices and quality products.",,intend,0.8124326
"Mr. Antar, the SEC said, made more than $60 million from the sale of his shares between 1985 and 1987.    ",,cause,0.97338676
"The series "" Valley of the Wolves "" first aired in 2003 on Turkish television, followed by a 2006 movie of the same name that stirred controversy with its portrayal of American soldiers in Iraq and what some described as thinly-veiled anti-Semitism.",,cause,0.7597707
"The latest quarter's results, however , included a pretax gain of $13.7 million, or 20 cents a share, in the carrying value of the company's investment in Conner Peripherals Inc. and a $7.6 million gain, or 11 cents a share, from the sale of one million Conner shares.    ",,cause,0.86766213
The government passed a law to protect the rights of victims of disability discrimination and ensure their access to services.,,intend,0.92253494
"Newsprint results continued to be depressed, the company added, because of industrywide price discounting.    ",,cause,0.7659565
The government passed a law to increase the number of anti-discrimination laws in an effort to promote equality.,,intend,0.7865402
The government is introducing a new tax on luxury goods in an effort to raise revenue for social programs.,,intend,0.8667099
The government passed a law to increase access to healthcare in an effort to reduce mortality rates.,,intend,0.7786935
The government passed a law to increase access to affordable housing and reduce homelessness.,,intend,0.9660953
"Mr. Lortie's departure, while sudden, was seen as inevitable in light of the shift in strategy. ",,intend,0.7778616
The government passed a law to increase access to affordable housing in an effort to reduce homelessness.,,intend,0.87520534
The government passed a law to increase access to healthy food and reduce food insecurity.,,intend,0.9701456
The United States passed a law to impose sanctions on Iran in an effort to pressure the government to end its nuclear weapons program.,,intend,0.6898308
"Profit at the unit fell to $110.6 million, or 37 cents a share, from $142.4 million, or 45 cents a share, largely because of a $24 million one-time charge associated with Hughes's previously announced plan to reduce employment by at least 6,000 people by year end. ",,cause,0.77733326
The United Nations passed a resolution to impose economic sanctions on North Korea in an effort to pressure the government to end its nuclear weapons program.,,intend,0.77295053
"The tipping point came after what Google calls "" sophisticated "" cyber attacks originating from within China, targeting G-mail accounts of Chinese human rights activists.",,cause,0.86796284
The government passed a law to increase the number of renewable energy sources in an effort to reduce carbon emissions.,,intend,0.83652896
The United Nations passed a resolution to increase international cooperation in order to combat terrorism.,,intend,0.700813
"The government passed a law to increase the minimum wage, in an effort to reduce poverty and inequality.",,intend,0.8994422
The Texas legislature adopted the plan in 2003 after three contentious special sessions called by Republican Gov.,,cause,0.97171754
"The government is introducing a new law to protect consumers, in an effort to ensure fair prices and quality products.",,intend,0.8124326
"Japan's unemployment rate fell below 5 per cent for the first time in a year in January, according to data released on Tuesday, as strong exports fed into a strengthening economic recovery.",,cause,0.7671462
"Junk-fund holders have barely broken even this year, as fat interest payments barely managed to offset declining prices. ",,cause,0.85653305
"In addition, GM's North American vehicle production fell 8.4% from a year ago, which hurt Delco Electronic's earnings, a company spokesman said. ",,cause,0.8299268
The government passed a law to protect the rights of the disabled and ensure access to necessary services.,,intend,0.92253494
"They've revisited the idea of censorship and the price they're paying is too high, "" says Roseann Rife of Amnesty International.""",,cause,0.7576559
The government passed a law to increase access to affordable housing in an effort to reduce poverty.,,intend,0.84821874
The government passed a law to increase access to affordable childcare.,,intend,0.9701456
"Florida Fish &amp; Wildlife officers have rescued 120 sea turtles after water temperatures in the 40s shocked their tropically inclined systems, according to CNN affiliate WPBF.""",,cause,0.87547684
The government passed a law to protect the rights of immigrants and ensure their access to services.,,intend,0.8371356
The government passed a law to increase access to legal services in an effort to reduce discrimination.,,intend,0.80159414
The government passed a law to increase access to affordable housing in an effort to reduce homelessness.,,intend,0.9660953
The government has implemented a series of reforms to improve the quality of public services and infrastructure.,,intend,0.8834175
"The government is introducing a new law to protect the rights of women, in an effort to ensure equal access to education and employment opportunities.",,intend,0.9009935
"The government passed a law to increase funding for renewable energy projects, in an effort to reduce carbon emissions and combat climate change.",,intend,0.76046926
The United Nations adopted a resolution to promote the rights of refugees and ensure their access to basic services.,,intend,0.8124567
"But as the craze died, Coleco failed  to come up with another winner and filed for bankruptcy-law protection in July 1988.    ",,cause,0.8205986
The legislature passed a law to protect the environment from pollution.,,intend,0.942678
"Now , following asset sales that shrank revenue by more than one-third this year alone, Control Data is flush with cash. ",,cause,0.8062752
The government implemented a new program to provide free education to all children in the country.,,intend,0.93969554
"The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls.",,cause,0.83194655
"A spokesman said the savings bank may not qualify for the capital requirements because, under the proposed guidelines, its $380 million of preferred stock does n't meet the ""core capital"" criteria outlined under the new Financial Institutions Reform, Recovery and Enforcement Act of 1989. ",,cause,0.7086975
The government has implemented a series of reforms to protect the rights of workers and promote labor rights.,,intend,0.7469896
"The government passed a law to increase access to childcare, in an effort to promote gender equality.",,intend,0.82733756
"Ocean Drilling amp Exploration Co. will sell its contract-drilling business, and took a $50.9 million loss from discontinued operations in the third quarter because of the planned sale.    ",,cause,0.94035167
The government passed a law to increase access to financial services in an effort to reduce poverty.,,intend,0.8488289
"Catastrophe losses reduced Aetna's net income by $50 million, including $36 million from Hugo. ",,cause,0.8116252
The government passed a law to increase access to public parks and green spaces in an effort to improve air quality.,,intend,0.89375144
"The government is introducing a new law to protect the rights of women, in an effort to promote gender equality.",,intend,0.9156164
"The government has implemented a new policy to provide tax incentives for businesses to invest in research and development, in an effort to promote innovation and economic growth.",,intend,0.8261267
"Mr. Stronach, founder and controlling shareholder of Magna, resigned as chief executive officer last year to seek , unsuccessfully, a seat in Canada's Parliament.    ",,intend,0.8466552
"The government passed a law to increase access to childcare, in an effort to reduce the burden on working families.",,intend,0.9701456
"The government is introducing a new law to protect the rights of minorities, in an effort to promote equal access to education and employment opportunities.",,intend,0.93080294
Mr. Lortie joined Provigo in 1985 and spearheaded the company's drive to grow outside its traditional food business.,,cause,0.874028
"The quarter-to-quarter comparison was also enhanced by charges taken in the year-earlier period, including $11 million related to the modernization of a pulp and newsprint mill in Alabama. ",,cause,0.921035
"The government has passed a law to increase access to healthcare, in an effort to improve public health and reduce health disparities.",,intend,0.8769058
"Then yesterday, he tried to entice Arab leaders with his proposal for a diplomatic solution linking his occupation of Kuwait with Israel's occupation of the West Bank. ",,intend,0.8947811
"The Dearborn, Mich., energy company stopped paying a dividend in the third quarter of 1984 because of troubles at its Midland nuclear plant. ",,cause,0.79218423
The government has implemented a series of reforms to promote financial stability and reduce financial risk.,,intend,0.8367569
"But as the craze died, Coleco failed  to come up with another winner and filed for bankruptcy-law protection in July 1988.    ",,cause,0.8205986
"The government passed a law to increase funding for research and development, in an effort to spur innovation.",,intend,0.8843398
The government passed a law to protect the rights of immigrants and ensure access to basic services.,,intend,0.84684527
"If you really believe a business issue is interesting, writing a letter to an editor of a newspaper and getting it published is a way of raising your profile.",,cause,0.79000705
"While competitors moved production offshore in response to the sagging competitiveness of Japanese factories, Sansui lacked the money to build new plants in Southeast Asia. ",,cause,0.8174602
"The government has passed a new law to increase the minimum wage, in an effort to reduce poverty and income inequality.",,intend,0.8994422
"The government has passed a law to increase access to affordable housing, in an effort to reduce homelessness.",,intend,0.89821756
"The government is introducing a new law to protect the rights of the elderly, in an effort to ensure their access to quality care and services.",,intend,0.85564005
"The government passed a law to increase the minimum wage, in an effort to reduce poverty.",,intend,0.8354206
Traders said the market remains extremely nervous because of the wild swings seen on the New York Stock Exchange last week.,,cause,0.7248373
"Female Facebookers started catching on this week as a message made its rounds through the inboxes of the social media network.""",,cause,0.7684154
"The government is introducing a new law to protect the rights of women, in an effort to promote gender equality and combat discrimination.",,intend,0.76587236
"Other dealers added that the blue-chip stocks in general were hit by profit-taking over concerns that London shares will continue posting declines and the uncertainty over sterling given that Mr. Lawson's successor, John Major, had only been in the job one day.    ",,cause,0.8298861
The governor signed a bill to increase funding for public education.,,intend,0.9654047
The government implemented a new policy to promote gender equality.,,intend,0.9660953
The government passed a law to protect the rights of victims of hate crimes and ensure their access to services.,,intend,0.8028129
The government passed a law to protect the rights of refugees and ensure their access to services.,,intend,0.9701456
The United Nations passed a resolution to promote the rights of women and girls and ensure their access to education.,,intend,0.89186555
The government passed a law to increase access to mental health services in an effort to reduce crime.,,intend,0.8483472
"The government passed a law to increase the number of public transportation options, in an effort to reduce traffic congestion.",,intend,0.8677105
"As many as 150 members of the U.N. mission in Haiti remained unaccounted for Wednesday afternoon following an earthquake that inflicted massive damage on the Caribbean nation's capital, U.N. officials said Wednesday.",,cause,0.81481725
The United Nations passed a resolution to impose an arms embargo on Libya in an effort to pressure the government to end its civil war.,,intend,0.7028173
The government has implemented a series of tax reforms to reduce the burden on low-income households.,,intend,0.94069564
The government has implemented a series of reforms to promote gender equality and reduce gender-based discrimination.,,intend,0.9198839
The government passed a law to protect the rights of victims of discrimination in health care and ensure their access to services.,,intend,0.93080294
"The government has passed a law to increase funding for renewable energy sources, in an effort to reduce dependence on fossil fuels.",,intend,0.7389556
That has led to severe erosion and left Haitians vulnerable to massive landslides when heavy rains fall.,,cause,0.94596255
"The government is introducing a new tax to help fund the national health service, in an effort to reduce the burden on taxpayers.",,intend,0.76018846
The government passed a law to increase the number of job training programs in an effort to reduce unemployment.,,intend,0.85694295
The government passed a law to protect the rights of immigrants and refugees.,,intend,0.7911315
"The government passed a law to increase access to healthcare, in an effort to improve public health.",,intend,0.7624222
"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",,intend,0.92311096
The government passed a law to increase the availability of financial assistance to small businesses in an effort to promote economic growth.,,intend,0.85694295
The government passed a law to increase funding for public education in an effort to improve educational outcomes.,,intend,0.9654047
"The company attributed the decrease in part to the exclusion of the company's British sales from the current year's figures as a result of the subsidiary's status as a proposed discontinued operation and, in part, to lower sales in certain key foreign and domestic accounts. ",,cause,0.7374405
"The government has introduced a new program to provide job training and employment opportunities for veterans, in an effort to reduce unemployment.",,intend,0.8124975
The government implemented a new policy to promote diversity and inclusion in the workplace.,,intend,0.86728513
"The government has passed a law to protect the rights of victims of hate crimes, in an effort to ensure justice and accountability.",,intend,0.92253494
The United Nations passed a resolution calling for the establishment of a United Nations-supervised peace process in the Middle East.,,intend,0.96564037
The government passed a law to protect the rights of consumers.,,intend,0.96908796
"Upjohn Co. said it will offer an early retirement package to as many as 1,100 employees in a cost-cutting move expected to result in a fourth-quarter charge.    ",,intend,0.7227129
"The government has implemented a new policy to provide access to healthcare for all citizens, in an effort to improve public health.",,intend,0.84690094
"The government is introducing a new law to protect the rights of refugees, in an effort to ensure safe and dignified living conditions.",,intend,0.8394405
And the U.S. is taking similar steps to ensure that its naval force is adequate to carry out a blockade of Iraq and support a war if necessary.,,intend,0.85565645
The government passed a law to increase access to mental health services in an effort to reduce suicide rates.,,intend,0.9530447
The government passed a law to increase the minimum wage in an effort to reduce poverty.,,intend,0.8994422
"The government has implemented a new policy to provide job training and employment assistance to those who are underemployed, in an effort to reduce long-term underemployment.",,intend,0.9369427
"The government passed a law to increase funding for public safety initiatives, in an effort to reduce crime.",,intend,0.68487173
The government passed a law to increase access to financial services and reduce the cost of borrowing.,,intend,0.96908796
"The government has passed a law to increase the availability of affordable housing, in an effort to reduce homelessness.",,intend,0.87520534
"In effect, McCaw has forced LIN's hand by bidding $1.9 billion for the stake earlier this month.    ",,cause,0.8168274
The government passed a law to increase access to childcare in an effort to reduce poverty.,,intend,0.84821874
The government passed a law to increase access to educational opportunities in an effort to reduce inequality.,,intend,0.89821756
"MGM Grand Inc. has agreed to pay $93 million and nearly 1.8 million common shares to buy 117 acres of land along the Las Vegas, Nev., Strip as a site for its planned movie-studio and theme-park resort.    ",,cause,0.79090065
The company said it was checking the brakes on the Lexus vehicle model HS250h -- as well as a Japanese model called the Sai -- because they use the same system as that used on the 2010 Toyota Prius.,,cause,0.9175843
The government has implemented a series of reforms to promote cultural diversity and reduce discrimination.,,intend,0.8400906
"The government is introducing a new law to protect the rights of minorities, in an effort to promote equality and social justice.",,intend,0.9701456
"The government has passed a law to increase access to job training programs, in an effort to reduce unemployment.",,intend,0.83795583
The government passed a law to protect the rights of victims of workplace harassment and ensure their access to services.,,intend,0.8532613
The government passed a law to increase access to healthcare and reduce healthcare costs.,,intend,0.9701456
The government passed a law to increase access to healthcare in an effort to improve public health.,,intend,0.84690094
Hudson's Bay Co. announced terms of a previously proposed rights issue that is expected to raise about 396 million Canadian dollars (US$337 million) net of expenses.,,intend,0.8412574
Ralston said its Eveready battery unit  was hurt by continuing economic problems in South America.,,cause,0.836321
The government passed a law to protect the rights of LGBTQ+ individuals and ensure equal protection under the law.,,intend,0.9638783
The government has implemented a series of reforms to promote human rights and reduce human rights abuses.,,intend,0.9261978
"Yesterday alone, the city [ Memphis ] went around to turn on the heat for homes when people have not been able to pay [ their utility bills ]. """,,cause,0.80429184
The United States passed a law to impose sanctions on Venezuela in an effort to pressure the government to end its human rights abuses.,,intend,0.80472535
"General Motors Corp. wants to buy as much as 15% of Jaguar PLC, marking its first salvo in a possible full-scale battle against Ford Motor Co. for control of the British car maker.    ",,intend,0.89631665
"The government has passed a law to increase access to affordable housing, in an effort to reduce homelessness and promote economic stability.",,intend,0.84821874
The government introduced a new law to protect the rights of women and children in an effort to combat gender-based violence.,,intend,0.88810885
The government implemented a new policy to promote sustainable development and reduce poverty.,,intend,0.9654047
The protests -- on the Shiite Muslim holy day Ashura -- were the deadliest since opposition Iranians took to the streets after the disputed June 12 presidential election.,,cause,0.9071987
"Pentagon sources in Washington meanwhile said the Bushadministration plans  to deploy 45,000 Marines to the region to backup the thousands of Army, Navy and Air Force troops already inplace in the gulf and the Saudi desert.   ",,intend,0.90537727
"The government passed a law to increase the number of apprenticeships, in an effort to increase job opportunities.",,intend,0.85694295
The government passed a law to increase access to childcare in an effort to increase workforce participation.,,intend,0.9156164
He told me he wanted to see his mummy then I started crying and said'I do n't think you're ever going to see your mummy again.',,cause,0.7878501
The United States has increased its military presence in the Middle East in an effort to combat terrorism.,,intend,0.777746
The government passed a law to increase the number of public parks and green spaces in an effort to improve air quality.,,intend,0.9476532
"The government has implemented a new policy to provide tax incentives to businesses that invest in research and development, in an effort to promote innovation and economic growth.",,intend,0.8788587
The government passed a law to increase the availability of job training and employment opportunities in an effort to reduce unemployment.,,intend,0.83795583
"Ocean Drilling amp Exploration Co. will sell its contract-drilling business, and took a $50.9 million loss from discontinued operations in the third quarter because of the planned sale.    ",,cause,0.7581936
The United Nations Security Council imposed economic sanctions on North Korea in an effort to curb its nuclear weapons program.,,intend,0.6898308
The European Union has implemented a new policy to reduce carbon emissions in an effort to combat climate change.,,intend,0.89437616
"The government passed a law to increase the number of environmental protection regulations, in an effort to reduce pollution.",,intend,0.81093085
"The offer, which was due to expire yesterday, is conditional on 50.1% of Dunkin' common shares, on a fully diluted basis, being tendered and on the withdrawal of the company's poison pill rights plan.    ",,cause,0.784027
The government passed a law to increase access to affordable housing in an effort to reduce homelessness and improve living conditions.,,intend,0.89821756
"In a letter, prosecutors told Mr. Antar's lawyers that because of the recent Supreme Court rulings, they could expect that any fees collected from Mr. Antar may be seized. ",,cause,0.80391836
"Some of Sansui's fellow audio-specialty companies, such as Aiwa Co. and Pioneer Electric Corp., responded to the challenge by quickly bringing out mini-component products of their own, by moving heavily into the booming compact disk businesses or by diversifying into other consumer-electronics fields, including laser disks or portable cassette players. ",,cause,0.7912362
"Consumption rose 1.7 per cent in January from the same period last year, based on a price-adjusted basis, thanks to government subsidies for purchases of automobiles and household electronics, according to a separate report released on Tuesday.",,cause,0.87260324
"The government passed a law to increase access to public transportation, in an effort to reduce traffic congestion.",,intend,0.9683361
The restructuring program  is designed  to increase the company's tangible capital ratio.,,intend,0.9839574
The government launched a new initiative to promote access to education.,,intend,0.81406176
"Mr. Vaux said that if no agreement is reached, other buyers will be sought by bid or auction. ",,cause,0.77128553
"The government has implemented a new policy to reduce the cost of prescription drugs, in an effort to make healthcare more affordable.",,intend,0.88165635
"The government is introducing a new law to protect the rights of religious minorities, in an effort to promote freedom of religion.",,intend,0.749053
The House of Representatives has passed a bill to provide tax relief to small businesses.,,intend,0.89921284
The government launched a new initiative to promote environmental sustainability.,,intend,0.82694376
"The government has passed a law to increase the minimum wage, in an effort to reduce poverty and inequality.",,intend,0.8994422
The government has implemented a new policy to provide tax incentives to businesses that create jobs in disadvantaged communities.,,intend,0.8788587
"StatesWest Airlines, Phoenix, Ariz., said it withdrew its offer to acquire Mesa Airlines because the Farmington, N.M., carrier did n't respond to its offer by the close of business yesterday, a deadline StatesWest had set for a response.    ",,cause,0.7643183
The government passed a law to protect the environment from pollution.,,intend,0.9701456
"The United Nations has passed a resolution to increase international cooperation, in order to combat terrorism.",,intend,0.8723747
Investigators have spoken with consumers and conducted preliminary field work.,,cause,0.78416365
"The government is introducing a new law to protect the rights of consumers, in an effort to ensure fair prices and quality products.",,intend,0.8124326
London shares were depressed initially by overnight losses in New York and by the drop in sterling after Mr. Lawson's resignation.,,cause,0.84152174
LIN Broadcasting surged 4 5/8 to 112 5/8; LIN and BellSouth sweetened their merger agreement in an attempt to keep shareholders from tendering their shares to McCaw Cellular Communications.,,intend,0.87851125
"The government passed a law to increase access to financial services, in an effort to reduce economic inequality.",,intend,0.8354376
The government passed a law to increase access to public parks and reduce environmental degradation.,,intend,0.9701456
The government has implemented a series of reforms to promote economic growth and reduce unemployment.,,intend,0.88153857
Conservationists have welcomed the decision to reject a bid from Tanzania and Zambia to temporarily suspend a worldwide ban on trading in African elephant ivory so they can offload legal stockpiles in a one-off sale.,,cause,0.8803071
The government passed a law to protect the rights of victims of gender-based violence and ensure their access to services.,,intend,0.83974475
"The Kearny, N.J.-based maker of hair accessories and other cosmetic products said it cut the dividend due to its third-quarter loss of $992,000, or 15 cents a share. ",,cause,0.8237778
The government passed a law to increase the availability of affordable housing and reduce homelessness.,,intend,0.9654047
The government passed a law to protect the rights of victims of domestic violence and promote their safety.,,intend,0.8371356
The government has implemented a series of reforms to promote regional integration and strengthen regional cooperation.,,intend,0.8076285
The government passed a law to increase access to clean energy and reduce greenhouse gas emissions.,,intend,0.9701456
"The government is introducing a new law to protect the environment, in an effort to reduce pollution and conserve natural resources.",,intend,0.9701456
The government passed a law to increase the availability of public transportation in an effort to reduce traffic congestion.,,intend,0.9654047
The government passed a law to strengthen gun control and reduce gun violence.,,intend,0.7356855
The government introduced a new law to protect the rights of the environment in an effort to reduce pollution and conserve natural resources.,,intend,0.9244752
The government passed a law to increase access to financial literacy programs in an effort to promote economic stability.,,intend,0.8539814
"General Mills, meanwhile , finds itself constrained from boosting sales further because its plants are operating at capacity. ",,cause,0.81688344
"Through the first nine months, the company had a loss of $484 million, largely reflecting the closing of its supercomputer unit.    ",,cause,0.84619844
President Bush's political argument for going to a groundwar has been strengthened by the growing stream of reports ofwanton Iraqi destruction inside Kuwait.,,cause,0.90815306
The government passed a law to increase access to job opportunities in an effort to reduce unemployment.,,intend,0.8843398
"The government passed a law to increase access to public transportation, in an effort to reduce traffic congestion.",,intend,0.8663801
The government passed a law to increase access to public services and reduce poverty.,,intend,0.9660953
The government passed a law to increase access to green spaces and reduce urban sprawl.,,intend,0.9476532
The government passed a law to increase access to broadband internet and reduce the digital divide.,,intend,0.80976284
The Senate passed a bill to increase funding for public education.,,intend,0.7146977
The quarterly results also reflected $21.4 million in non-recurring losses from commercial real-estate activities in California.,,cause,0.94219273
"My first and only guest this week : Secretary of State Hillary Clinton on the biggest threats to Americans, and whether she really thinks the current Afghan government can pull it together so U.S. troops can come home.",,cause,0.77460104
"The government is introducing a new law to protect the rights of immigrants, in an effort to promote diversity and inclusion.",,intend,0.9156164
"As part of the agreement, Cilcorp said it  will pay Hunter $4 million in exchange for agreements not to compete.    ",,cause,0.8454441
The government passed a law to increase access to public transportation in an effort to reduce traffic congestion.,,intend,0.9476532
And the U.S. is taking similar steps to ensure that its naval force is adequate to carry out a blockade of Iraq and support a war if necessary.,,intend,0.89153254
The government introduced a new program to provide free education to disadvantaged children.,,intend,0.9369427
"In the fibers segment, profit rose to $180 million from $155 million, a gain Du Pont attributed to higher demand in the U.S. for most textile products.    ",,cause,0.8096601
"The government is introducing a new law to protect the rights of the disabled, in an effort to ensure access to quality healthcare and social services.",,intend,0.80783165
"Known for its slogan "" do n't do evil, "" Google's new position drew praise from supporters of free speech, who in the past have been critical of the search engine for agreeing to government censorship as a condition for opening its doors in China.""",,cause,0.8657382
The latest period includes gains of $9.1 million from early retirement of debt and tax loss carry-forward.,,cause,0.8608505
The government implemented a new policy to reduce the cost of living.,,intend,0.9625266
"The government passed a law to increase funding for mental health services, in an effort to improve mental health outcomes.",,intend,0.87881565
"Profit from coal fell to $41 million from $58 million, partly because of a miners' strike. ",,cause,0.84299165
The government introduced a new program to provide incentives for businesses to hire more workers.,,intend,0.9625266
"According to the filing, Hewlett-Packard acquired 730,070 common shares from Octel as a result of an Aug. 10, 1988, stock purchase agreement. ",,cause,0.96013415
The government is introducing a new law to protect the rights of workers and ensure fair wages.,,intend,0.84020346
The government implemented a new policy to promote job training and education.,,intend,0.9267396
President Bush implied as much yesterday when reporters asked whether the interdiction would apply to food.,,cause,0.8704389
"Of the total purchase price, $50 million cash and $30 million in stock (nearly 1.8 million shares) would be paid to buy the existing 700-room Marina Hotel amp Casino from Southwest Securities, a Nevada limited partnership. ",,cause,0.8214493
"The government passed a law to increase access to financial services, in an effort to reduce inequality and promote economic growth.",,intend,0.8354376
"But the administration is n't putting any upper limit on how high the force could go after that, calculating that it would be a mistake to underestimate and an advantage to keep Saddam Hussein guessing. ",,cause,0.91670954
The government passed a law to increase access to public transportation in an effort to reduce traffic congestion.,,intend,0.8663801
The government passed a new law to protect the rights of LGBTQ+ individuals in an effort to promote acceptance.,,intend,0.9009935
The government passed a law to increase the number of affordable housing units in an effort to reduce homelessness.,,intend,0.87520534
The latest period includes gains of $9.1 million from early retirement of debt and tax loss carry-forward.,,cause,0.9537797
The government has implemented a series of reforms to promote access to housing and reduce homelessness.,,intend,0.8423993
"The government is introducing a new law to protect the rights of Indigenous peoples, in an effort to ensure access to land and resources.",,intend,0.8028129
"Sales dropped to $441.1 million from $820.4 million, because the company no longer consolidates its Eastern Steel division, which is now a joint venture with Kawasaki Steel Corp.    Along with reduced volume, analysts said the nation's fifth largest steelmaker was hurt by holding higher-cost inventory when raw material costs of such key products as nickel dropped. ",,cause,0.8963035
