context,triplets
"He said the municipality was responding to all the issues raised by the community which had led to the protest , and pleaded with them not to chase away municipal workers when they were in the area to provide services .",<triplet> provide services <subj> they were in the area <obj> cause
"Hong Kong must not become a breeding ground for hate Susan Chan denounces the abuse perpetrated by radical protest groups PUBLISHED : Monday , 16 March , 2015 , 2:13pm In recent weeks , there have been protests organised against parallel trading in the New Territories and Tsim Sha Tsui .",<triplet> against parallel trading in the New Territories and Tsim Sha Tsui <subj> there have been protests organised <obj> cause
"Earnings  were hurt by disposal of operations in its restructuring, Reed said. ",<triplet> disposal <subj> hurt <obj> cause
"The government passed a law to increase access to healthcare, in an effort to improve public health.",<triplet> passed <subj> increase <obj> intend
"The profit gain was made despite a weakening in the housing market, for which the company is a supplier, and a strengthening in the dollar, which lowers the value of overseas earnings when they are translated into dollars.    ",<triplet> strengthening <subj> lowers <obj> cause
The government has implemented a series of laws to prevent the sale of illegal drugs.,<triplet> laws <subj> Drugs <obj> prevent
"To mollify shareholders concerned about the long-term value of the company under the BellSouth-LIN agreement, BellSouth also agreed to pay as much as $10 a share, or $540 million, if, after five years, the trading value of the new cellular company isn't as high as the value that shareholders would have realized from the McCaw offer.    ",<triplet> agreed <subj> mollify <obj> cause
The United Nations has adopted a resolution to promote the protection of human rights and combat discrimination.,<triplet> resolution <subj> promote  <obj> enable
The government passed a law to increase access to public services and reduce poverty.,<triplet> passed <subj> reduce <obj> intend
",The government passed a law to increase funding for small business loans, in an effort to promote entrepreneurship.",<triplet> passed <subj> promote <obj> intend
"""As we regain our leadership level where we have been, and as we continue to put new products into the marketplace and need additional capacity, we will look at resuming our involvement with our plan,"" he said.    ",<triplet> continue <subj> look <obj> cause
The government has implemented a series of measures to prevent the spread of corruption and bribery.,<triplet> measures <subj> corruption <obj> prevent
",The government has implemented a series of reforms to increase transparency and reduce corruption.",<triplet> implemented <subj> reduce <obj> intend
"Addressing a massive gathering of party workers and sympathisers from in and around the city at the ‘ maha dharna ' organised in the vicinity of the Collector 's office here on Monday , Mr. Naidu said the Rosaiah Government has failed on all fronts and neglected agriculture as reflected in the acute shortage of fertilizer faced by the farmers .",<triplet> the Rosaiah Government has failed on all fronts and neglected agriculture <subj> the acute shortage of fertilizer faced by the farmers <obj> cause
The United States has imposed sanctions on Russia in an effort to prevent the country from interfering in other countries' elections.,<triplet> Sanctions <subj> Interfering <obj> prevent
",The government has implemented a series of reforms to promote economic growth and reduce unemployment.",<triplet> promote <subj> reduce <obj> intend
"As the Muslims and tribals clashed , eight people were injured in police firing .",<triplet> police firing <subj> eight people were injured <obj> cause
"As the Muslims and tribals clashed , eight people were injured in police firing .",<triplet> the Muslims and tribals clashed <subj> police firing <obj> cause
The United Nations has passed a resolution to promote the rights of persons with disabilities.,<triplet> resolution <subj> promote <obj> enable
The Left leaders pointed out that the ongoing plantation workers ’ stir affects 3.5 lakh of plantation workers across the state and hence was a serious social issue .,<triplet> the ongoing plantation workers ’ stir affects 3.5 lakh of plantation workers across the state <subj> was a serious social issue <obj> cause
"The government has introduced a new program to provide job training and education services to those who are underemployed, in an effort to reduce long-term underemployment.",<triplet> introduced <subj> reduce <obj> intend
"The government passed a law to increase access to education, in an effort to reduce inequality.",<triplet> passed <subj> reduce <obj> intend
"- Indian Express Agencies , Agencies : Bangalore , Fri Jul 27 2012 , 15:59 hrs Karnataka Assembly today witnessed a brief dharna by the entire opposition members protesting the government move to pass the Finance Bill without tabling the annual and performance reports of various departments .",<triplet> protesting the government move to pass the Finance Bill without tabling the annual and performance reports of various departments <subj> Karnataka Assembly today witnessed a brief dharna by the entire opposition members <obj> cause
The United Nations has imposed an arms embargo on Afghanistan in an effort to prevent the country from engaging in further conflict.,<triplet> Embargo <subj> Conflict <obj> prevent
The United Nations Security Council has unanimously adopted a resolution calling for an immediate ceasefire in the conflict between Israel and Palestine.,<triplet> resolution <subj> ceasefire <obj> enable
"Kozhikode : Row over alleged mass transfer June 09 , 2011 00:00 IST A minor scuffle broke out between the activists of the NGO Union and the NGO Association in the compound of the regional office of the Department of Public Works at Mananchira here on Wednesday over the allegation of mass transfer of employees .",<triplet> the allegation of mass transfer of employees <subj> A minor scuffle broke out between the activists of the NGO Union and the NGO Association in the compound of the regional office of the Department of Public Works at Mananchira here on Wednesday <obj> cause
"Her son and Congress general secretary Rahul Gandhi has taken up the issue in a big way , staging a daylong sit-in at the village after four people , including two police personnel , were killed in clashes .","<triplet> four people , including two police personnel , were killed in clashes <subj> Her son and Congress general secretary Rahul Gandhi has taken up the issue in a big way , staging a daylong sit-in at the village <obj> cause"
",The government of China has passed a law to increase the number of educational opportunities, in an effort to reduce inequality.",<triplet> increase <subj> reduce <obj> intend
"The memorandum called for the State to refuse bail for murderers , saying residents could be tempted to take the law into their own hands .",<triplet> saying residents could be tempted to take the law into their own hands <subj> The memorandum called for the State to refuse bail for murderers <obj> cause
"The memorandum called for the State to refuse bail for murderers , saying residents could be tempted to take the law into their own hands .",<triplet> called for the State to refuse bail for murderers <subj> The memorandum <obj> cause
"December 16 , 2012 00:00 IST VMC employees are determined to continue ‘ Work to Rule ’ The stalemate over payment of salaries to municipal workers continued on Saturday , with the Joint Action Committee ( JAC ) of VMC Employees bent upon continuing ‘ Work to Rule ’ .",<triplet> the Joint Action Committee ( JAC ) of VMC Employees bent upon continuing ‘ Work to Rule ’ <subj> The stalemate over payment of salaries to municipal workers continued on Saturday <obj> cause
"Senior teachers , concerned about the future of students , agreed that the university administration had made a smart move to conduct classes even as the exams were boycotted to ensure that the mandatory instruction days were met with .",<triplet> to ensure that the mandatory instruction days were met with <subj> the university administration had made a smart move to conduct classes even as the exams were boycotted <obj> cause
"MALAPPURAM : School athletic meet disrupted again November 15 , 2014 00:00 IST Physical education students and teachers stage protest The District School Athletic Meet was disrupted for the second time when it began at Calicut University grounds on Friday .",<triplet> Physical education students and teachers stage protest <subj> The District School Athletic Meet was disrupted for the second time when it began at Calicut University grounds on Friday <obj> cause
"Even as the strike has entered its seventh day on Sunday , the medicos warned of intensifying their stir if the government continues to give them a cold shoulder .",<triplet> the strike has entered its seventh day on Sunday <subj> the medicos warned of intensifying their stir if the government continues to give them a cold shoulder <obj> cause
"Even as the strike has entered its seventh day on Sunday , the medicos warned of intensifying their stir if the government continues to give them a cold shoulder .",<triplet> the government continues to give them a cold shoulder <subj> the medicos warned of intensifying their stir <obj> cause
"A policeman was killed and several others were wounded in a lengthy gun battle with Maoists at Pollampalli , some 500 km south from Raipur .","<triplet> a lengthy gun battle with Maoists at Pollampalli , some 500 km south from Raipur <subj> A policeman was killed and several others were wounded <obj> cause"
"The Bank of Canada has raised its benchmark interest rate for the first time in seven years, citing an improving economy and rising inflation.",<triplet> raised <subj> improving <obj> enable
“ The violence was targeted at Pallikonda police inspector Martin Premraj as he beat Shameel Ahmed to death during investigation .,<triplet> he beat Shameel Ahmed to death during investigation <subj> The violence was targeted at Pallikonda police inspector Martin Premraj <obj> cause
The government passed a law to increase funding for public education in an effort to improve educational outcomes.,<triplet> passed <subj> improve <obj> intend
The government passed a law to increase the availability of public transportation in an effort to reduce traffic congestion.,<triplet> passed <subj> reduce <obj> intend
To sweeten the pact further -- and to ease concerns of institutional investors -- BellSouth added a provision designed to give extra protection to holders if the regional Bell company ever decides to buy the rest of the new cellular company.,<triplet> give <subj> added <obj> intend
" ,The government passed a law to increase funding for education, in an effort to improve educational outcomes.",<triplet> passed <subj> increase <obj> intend
"Student support not needed for disciplinary code review , HKU governing council says Working group ’ s comment counters suggestion by review panel in aftermath of student protests over controversial issues",<triplet> controversial issues <subj> student protests <obj> cause
Makwaiba criticised Free State premier Beatrice Marshoff for not being there to receive the memorandum herself .,<triplet> not being there to receive the memorandum herself <subj> Makwaiba criticised Free State premier Beatrice Marshoff <obj> cause
The government has implemented a series of measures to prevent the spread of fake news and disinformation.,<triplet> measures <subj> fake <obj> prevent
Lawyers convinced them to accept bail to continue their campaign .,<triplet> to continue their campaign <subj> Lawyers convinced them to accept bail <obj> cause
Lawyers convinced them to accept bail to continue their campaign .,<triplet> Lawyers convinced them to <subj> accept bail <obj> cause
""" It is due to such people ( those who unfurled the Vidarbha flag ) that the country 's integrity is damaged .",<triplet> such people ( those who unfurled the Vidarbha flag ) <subj> <SIG1>that</SIG1> the country 's integrity is damaged <obj> cause
The United Nations has imposed an arms embargo on Libya in an effort to prevent the government from using weapons against its own citizens.,<triplet> Arms embargo <subj> using <obj> prevent
"As news of the custodial death of Kazi Nasiruddin spread , thousands of locals , mostly Trinamool cadres , attacked the police station at dawn today , prompting the police to lob tear gas shells and lathicharge to quell the mob .","<triplet> As news of the custodial death of Kazi Nasiruddin spread <subj> thousands of locals , mostly Trinamool cadres , attacked the police station at dawn today <obj> cause"
"As news of the custodial death of Kazi Nasiruddin spread , thousands of locals , mostly Trinamool cadres , attacked the police station at dawn today , prompting the police to lob tear gas shells and lathicharge to quell the mob .","<triplet> thousands of locals , mostly Trinamool cadres , attacked the police station at dawn today <subj> the police to lob tear gas shells and lathicharge <obj> cause"
"As news of the custodial death of Kazi Nasiruddin spread , thousands of locals , mostly Trinamool cadres , attacked the police station at dawn today , prompting the police to lob tear gas shells and lathicharge to quell the mob .",<triplet> to quell the mob <subj> the police to lob tear gas shells and lathicharge <obj> cause
"Thanks to the providential arrest of a terrorist in Mumbai and his subsequent interrogation , the police are asserting with a considerable degree of confidence that the LeT planned and orchestrated the attacks that took the lives of more than 180 people .",<triplet> the providential arrest of a terrorist in Mumbai and his subsequent interrogation <subj> the police are asserting with a considerable degree of confidence that the LeT planned and orchestrated the attacks that took the lives of more than 180 people <obj> cause
"Thanks to the providential arrest of a terrorist in Mumbai and his subsequent interrogation , the police are asserting with a considerable degree of confidence that the LeT planned and orchestrated the attacks that took the lives of more than 180 people .",<triplet> the LeT planned and orchestrated the attacks <subj> took the lives of more than 180 people <obj> cause
The government passed a law to increase access to education in an effort to reduce illiteracy.,<triplet> passed <subj> reduce <obj> intend
"The 51-year-old Italian still has a year left in his contract, but has been at loggerheads with the cash-strapped club's Chinese owners Suning over planned cost cutting which would prevent him building the team he wants to challenge at home and in Europe.",<triplet> cost cutting <subj> team <obj> prevent
The government has implemented a series of measures to prevent the abuse of power.,<triplet> measures <subj> abuse <obj> prevent
The United Nations has imposed a travel ban on certain countries in an effort to prevent the spread of extremism.,<triplet> Travel ban <subj> Extremism <obj> prevent
"If the government succeeds in seizing Mr. Antar's assets, he could be left without top-flight legal representation, because his attorneys are likely to quit, according to individuals familiar with the case. ",<triplet> quit <subj> left <obj> cause
The United Nations has imposed an arms embargo on Yemen in an effort to prevent the country from destabilizing the region.,<triplet> Arms <subj> Destabilizing <obj> prevent
The government has implemented a series of laws to prevent the illegal trafficking of drugs and weapons.,<triplet> Laws <subj> Trafficking <obj> prevent
"As the city witnessed a terror strike only four months ago , the security establishment left no stones unturned to ensure an incident-free celebrations .",<triplet> the city witnessed a terror strike only four months ago <subj> the security establishment left no stones unturned to ensure an incident-free celebrations <obj> cause
"As the city witnessed a terror strike only four months ago , the security establishment left no stones unturned to ensure an incident-free celebrations .",<triplet> to ensure an incident-free celebrations <subj> the security establishment left no stones unturned <obj> cause
The United Nations has declared a new resolution to end the conflict in the Middle East.,<triplet> resolution <subj> end <obj> enable
"And to protect their reduced capital investment from eroding further, market makers became quicker to lower price quotes when sell programs are in progress. ",<triplet> lower <subj> eroding <obj> prevent
The government has implemented a new policy to provide tax incentives to businesses that create jobs in disadvantaged communities.,<triplet> implemented <subj> provide <obj> intend
The government has implemented a series of laws to prevent the exploitation of natural resources.,<triplet> laws <subj> exploitation <obj> prevent
The government has implemented a series of laws to protect the public from the spread of misinformation.,<triplet> Laws <subj> Spread of Misinformation <obj> prevent
The government passed a law to increase the minimum wage in an effort to reduce poverty and inequality.,<triplet> passed <subj> reduce <obj> intend
The stir intensified when women activists on Tuesday voiced their support for those women set to march towards Shani Shingnapur temple in Maharashtra to break the centuries old tradition of not allowing the feminine gender to enter the sanctum sanctorum .,<triplet> women activists on Tuesday voiced their support for those women set to march towards Shani Shingnapur temple in Maharashtra to break the centuries old tradition of not allowing the feminine gender to enter the sanctum sanctorum <subj> The stir intensified <obj> cause
The stir intensified when women activists on Tuesday voiced their support for those women set to march towards Shani Shingnapur temple in Maharashtra to break the centuries old tradition of not allowing the feminine gender to enter the sanctum sanctorum .,<triplet> to break the centuries old tradition of not allowing the feminine gender to enter the sanctum sanctorum <subj> those women set to march towards Shani Shingnapur temple in Maharashtra <obj> cause
Candlelight vigil held 27th December 2012 11:19 AM As many as 150 students and members of Akhila Bharatha Janavaadi Mahila Sangatane staged a protest on Wednesday to condemn the recent gang-rape on a 23 - year-old student in Delhi .,<triplet> to condemn the recent gang-rape on a 23 - year-old student in Delhi <subj> As many as 150 students and members of Akhila Bharatha Janavaadi Mahila Sangatane staged a protest on Wednesday <obj> cause
The United Nations has imposed an arms embargo on Libya in an effort to prevent further violence in the region.,<triplet> Embargo <subj> Violence <obj> prevent
Opp stages dharna in Karna assembly over Finance Bill,<triplet> Finance Bill <subj> Opp stages dharna in Karna assembly <obj> cause
The United Nations has imposed an arms embargo on Libya in an effort to prevent the country from committing human rights abuses.,<triplet> Embargo <subj> Abuses <obj> prevent
"Du Pont, unlike companies hurt badly by sharp price declines for basic chemicals and plastics, is benefiting from its broad range of businesses. ",<triplet> businesses <subj> benefiting <obj> cause
"The government has passed a law to increase access to clean air, in an effort to reduce air pollution and improve public health.",<triplet> passed <subj> reduce <obj> intend
"It is not a time of celebration , there are no winners in this strike , '' Magara said .",<triplet> there are no winners in this strike <subj> It is not a time of celebration <obj> cause
The United Nations passed a resolution to promote the rights of workers and ensure their access to fair wages and safe working conditions.,<triplet> passed <subj> promote <obj> intend
The naib sarpanch was killed and 17 others were seriously injured in the clash over use of a village field .,<triplet> the clash <subj> The naib sarpanch was killed and 17 others were seriously injured <obj> cause
The naib sarpanch was killed and 17 others were seriously injured in the clash over use of a village field .,<triplet> use of a village field <subj> the clash <obj> cause
"The allegations got strong back-up when the Kerala Medicos Joint Action Council ( KMJAC ) , which spearheaded the previous strike , also raised the same concern .","<triplet> the Kerala Medicos Joint Action Council ( KMJAC ) , which spearheaded the previous strike , also raised the same concern <subj> The allegations got strong back-up <obj> cause"
The United Nations has imposed an arms embargo on Iraq in an effort to prevent the country from developing weapons of mass destruction.,<triplet> Arms embargo <subj> Weapons <obj> prevent
"The debt, estimated at $4.7 billion, could mortgage the cellular company's future earning power in order to placate some LIN holders in the short term.    ",<triplet> mortgage <subj> placate <obj> cause
Troops also killed two militants making infiltration bids in Gurez sector today .,<triplet> making infiltration bids in Gurez sector today <subj> Troops also killed two militants <obj> cause
Troops also killed two militants making infiltration bids in Gurez sector today .,<triplet> two militants making infiltration bids in Gurez sector today <subj> Troops also killed <obj> cause
"Staff of the South Rand hospital in Johannesburg protested on Wednesday , demanding the dismissal of the hospital 's chief executive for his `` aggressive '' treatment of them .",<triplet> demanding the dismissal of the hospital 's chief executive <subj> Staff of the South Rand hospital in Johannesburg protested on Wednesday <obj> cause
"Staff of the South Rand hospital in Johannesburg protested on Wednesday , demanding the dismissal of the hospital 's chief executive for his `` aggressive '' treatment of them .",<triplet> his `` aggressive '' treatment of them <subj> demanding the dismissal of the hospital 's chief executive <obj> cause
"Columbia also added $227.3 million to reserves for losses on the portfolio, increasing general reserves to $300 million, or about 6.7% of the total portfolio, as of Sept. 30. ",<triplet> added <subj> increasing <obj> cause
26th October 2010 09:24 PM NEW DELHI : The Supreme Court today gave the green signal for the trial courts in Gujarat to give their verdict in the 2002 Godhra train carnage and seven cases of communal riots that followed but kept on hold the judgement in the case in which Chief Minister Narendra Modi was questioned .,<triplet> the 2002 Godhra train carnage <subj> seven cases of communal riots <obj> cause
The White House yesterday announced that the United States and Mexico have reached a new agreement that will allow Mexican workers to enter the U.S. legally and work for up to three years.,<triplet> agreement <subj> enter <obj> enable
The World Bank has launched a new initiative to support small and medium-sized enterprises in developing countries.,<triplet> launched <subj> support <obj> enable
The protests -- on the Shiite Muslim holy day Ashura -- were the deadliest since opposition Iranians took to the streets after the disputed June 12 presidential election.,<triplet> disputed <subj> took <obj> cause
"The government has implemented a series of measures to prevent the spread of misinformation, including increased fact-checking and increased regulation of online content.",<triplet> Fact-checking <subj> Misinformation <obj> prevent
"Later , they handed over a memorandum to her assistants urging the party leader ’ s intervention .",<triplet> urging the party leader ’ s intervention <subj> they handed over a memorandum to her assistants <obj> cause
We cannot remain mute spectators while our brothers and sisters in Tibet suffer everyday under the Chinese rule . ” The Chennai fast is part of a marathon hunger fast launched by the monks of the Gaden Jangste Monastery in various metros of India in an effort to internationalise the worsening human rights situation in Tibet .,<triplet> our brothers and sisters in Tibet suffer everyday under the Chinese rule <subj> We cannot remain mute spectators <obj> cause
We cannot remain mute spectators while our brothers and sisters in Tibet suffer everyday under the Chinese rule . ” The Chennai fast is part of a marathon hunger fast launched by the monks of the Gaden Jangste Monastery in various metros of India in an effort to internationalise the worsening human rights situation in Tibet .,<triplet> is part of a marathon hunger fast launched by the monks of the Gaden Jangste Monastery in various metros of India <subj> The Chennai fast <obj> cause
We cannot remain mute spectators while our brothers and sisters in Tibet suffer everyday under the Chinese rule . ” The Chennai fast is part of a marathon hunger fast launched by the monks of the Gaden Jangste Monastery in various metros of India in an effort to internationalise the worsening human rights situation in Tibet .,<triplet> to internationalise the worsening human rights situation in Tibet <subj> a marathon hunger fast launched by the monks of the Gaden Jangste Monastery in various metros of India <obj> cause
The United Nations has passed a resolution to prevent the financing of terrorism.,<triplet> resolution <subj> financing <obj> prevent
"The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls.",<triplet> blocked <subj> created <obj> cause
"Some of Sansui's fellow audio-specialty companies, such as Aiwa Co. and Pioneer Electric Corp., responded to the challenge by quickly bringing out mini-component products of their own, by moving heavily into the booming compact disk businesses or by diversifying into other consumer-electronics fields, including laser disks or portable cassette players. ",<triplet> challenge <subj> bringing <obj> cause
"The Canadian government has announced a new program to help low-income families with the cost of home repairs, providing up to $500 per year in assistance for those who qualify.",<triplet> program <subj> help <obj> enable
The government has implemented a series of measures to prevent the spread of counterfeit goods.,<triplet> measures <subj> counterfeit <obj> prevent
The US top diplomat already met with Israeli and Palestinian leaders to throw Washington's support behind the Friday truce that ended 11 days of heavy Israeli bombing of Gaza and rocket fire from the enclave into Israel.,<triplet> met <subj> bombing <obj> enable
"- Indian Express Express News Service , Express News Service : Chandigarh , Fri Jul 01 2011 , 03:05 hrs The Chandigarh unit of Bahujan Samaj Party held a protest at the rally ground in Sector 25 against the rising prices of cooking gas , petrol , diesel , etc. The protest is part of a nationwide campaign of the party on the issue .","<triplet> against the rising prices of cooking gas , petrol , diesel , etc <subj> The Chandigarh unit of Bahujan Samaj Party held a protest at the rally ground in Sector 25 <obj> cause"
"- Indian Express Express News Service , Express News Service : Chandigarh , Fri Jul 01 2011 , 03:05 hrs The Chandigarh unit of Bahujan Samaj Party held a protest at the rally ground in Sector 25 against the rising prices of cooking gas , petrol , diesel , etc. The protest is part of a nationwide campaign of the party on the issue .",<triplet> is part of a nationwide campaign of the party on the issue <subj> The protest <obj> cause
"`` While the electoral commission had anticipated some disruptions to registration in areas due to community activism , it is saddened to note that in some instances protesters appear to have targeted the registration stations and threatened IEC officials , '' Moepya said at the time .",<triplet> community activism <subj> the electoral commission had anticipated some disruptions to registration in areas <obj> cause
The United Nations has imposed an arms embargo on Iraq in an effort to prevent the country from developing weapons of mass destruction.,<triplet> Arms embargo <subj> Developing weapons of mass destruction <obj> prevent
Their proposed visit to Darasuram and Gangaikondacholapuram were cancelled following the incident Gnanaloka Thero has been staying in New Delhi for the last one-and-half years pursuing the diploma course .,<triplet> the incident <subj> Their proposed visit to Darasuram and Gangaikondacholapuram were cancelled <obj> cause
Their proposed visit to Darasuram and Gangaikondacholapuram were cancelled following the incident Gnanaloka Thero has been staying in New Delhi for the last one-and-half years pursuing the diploma course .,<triplet> pursuing the diploma course <subj> Gnanaloka Thero has been staying in New Delhi for the last one-and-half years <obj> cause
"Chen Mingquan , a friend of Qian 's and the chief of nearby Shatou village who has also been petitioning for six years over an unrelated land dispute , said the truth about Qian 's death would emerge eventually , as there must be many guilty consciences .","<triplet> there must be many guilty consciences <subj> Chen Mingquan , a friend of Qian 's and the chief of nearby Shatou village who has also been petitioning for six years over an unrelated land dispute , said the truth about Qian 's death would emerge eventually <obj> cause"
"Chen Mingquan , a friend of Qian 's and the chief of nearby Shatou village who has also been petitioning for six years over an unrelated land dispute , said the truth about Qian 's death would emerge eventually , as there must be many guilty consciences .","<triplet> an unrelated land dispute <subj> Chen Mingquan , a friend of Qian 's and the chief of nearby Shatou village who has also been petitioning for six years <obj> cause"
The government has implemented a series of measures to prevent the spread of infectious diseases.,<triplet> measures <subj> spread <obj> prevent
"The government passed a law to increase access to financial services, in an effort to reduce poverty and promote economic development.",<triplet> passed <subj> promote <obj> intend
The United Nations has adopted a new set of regulations to protect the rights of workers in the global economy.,<triplet> regulations <subj> protect <obj> enable
The United Nations has imposed a naval blockade on Somalia in an effort to prevent the country from exporting weapons.,<triplet> Naval blockade <subj> Exporting <obj> prevent
"The United Nations passed a resolution calling for an end to the use of cluster bombs, in an effort to protect civilians from the dangers of unexploded ordnance.",<triplet> resolution <subj> protect <obj> intend
"Tiruvannamalai : Cab drivers , owners take out rally May 22 , 2012 00:00 IST Tourist cab drivers and owners took out a rally here on Monday demanding to scrap lifetime tax system introduced by Tamil Nadu government .",<triplet> demanding to scrap lifetime tax system introduced by Tamil Nadu government <subj> Tourist cab drivers and owners took out a rally here on Monday <obj> cause
"Yesterday , over 50 Karnataka Rakshana Vedike ( KRV ) activists were taken into custody when they allegedly tried to attack some members of Maharashtra Ekikaran Samithi ( MES ) and corporators of Belgaum City Corporation .",<triplet> they allegedly tried to attack some members of Maharashtra Ekikaran Samithi ( MES ) and corporators of Belgaum City Corporation <subj> over 50 Karnataka Rakshana Vedike ( KRV ) activists were taken into custody <obj> cause
The altercation took a turn for the worse as bystanders from both the communities joined in with whatever they could lay their hands on .,<triplet> bystanders from both the communities joined in with whatever they could lay their hands on <subj> The altercation took a turn for the worse <obj> cause
"Mr. Bush forestalled further diplomatic maneuvering byissuing an ultimatum on behalf of the allies demanding thatIraq withdraw within a week, starting at noon Saturday.",<triplet> issuing <subj> maneuvering <obj> prevent
"Boycotting the classes and medical services , hundreds of junior doctors squatted at the hospital main building .",<triplet> Boycotting the classes and medical services <subj> hundreds of junior doctors squatted at the hospital main building <obj> cause
The government introduced a new program to provide incentives for businesses to invest in green technology.,<triplet> introduced <subj> invest <obj> intend
"On Monday , around half-a-dozen state roadways buses , a police motorcycle and several private vehicles were damaged by the youths who had gone on a rampage during a protest at the UPPSC office .","<triplet> a protest at the UPPSC office <subj> On Monday , around half-a-dozen state roadways buses , a police motorcycle and several private vehicles were damaged by the youths who had gone on a rampage <obj> cause"
"On Monday , around half-a-dozen state roadways buses , a police motorcycle and several private vehicles were damaged by the youths who had gone on a rampage during a protest at the UPPSC office .","<triplet> the youths who had gone on a rampage during a protest at the UPPSC office <subj> around half-a-dozen state roadways buses , a police motorcycle and several private vehicles were damaged <obj> cause"
"Roja , accompanied by YSRC MLAs Ch Bhaskar Reddy , Narayanaswamy , Amarnatha Reddy and Sunil , came to Nagari on Saturday and staged a dharna in front of the police station seeking action against those involved in attacking her .",<triplet> seeking action against those involved in attacking her <subj> staged a dharna in front of the police station <obj> cause
"He said some 200 protesters became violent , and traffic had to be diverted .",<triplet> some 200 protesters became violent <subj> traffic had to be diverted <obj> cause
"With its restructuring plan approved by Norwegian and Irish courts, the company can now emerge from bankruptcy protection.",<triplet> plan <subj> bankruptcy <obj> enable
The government has implemented a series of laws to protect the public from the spread of fake news.,<triplet> Laws <subj> Spread of Fake News <obj> prevent
The government has passed legislation to prevent companies from exploiting workers by paying them below minimum wage.,<triplet> Prevent <subj> legislation <obj> prevent
The government passed a law to increase the number of job training programs in an effort to reduce unemployment.,<triplet> passed <subj> reduce <obj> intend
The United States has imposed economic sanctions on Venezuela in an effort to prevent the country from destabilizing the region.,<triplet> sanctions <subj> destabilizing <obj> prevent
The United Nations has adopted a resolution calling for an end to the use of sexual violence as a weapon of war.,<triplet> resolution <subj> end <obj> enable
"Auto , taxi stir off 17th November 2012 09:26 AM The auto , taxi strike was called off on Friday , after a joint coordination committee meeting decision to accept the fare revision suggested by the state govt .","<triplet> a joint coordination committee meeting decision to accept the fare revision suggested by the state govt <subj> The auto , taxi strike was called off on Friday <obj> cause"
Bush's chief objective in his meeting with Hussein was to pressthe king  to shut down Iraq's food and oil supply route from Aqabaon the Red Sea.,<triplet> meeting <subj> press <obj> intend
The United Nations has imposed economic sanctions on a country in an effort to prevent it from supporting extremist groups.,<triplet> Sanctions <subj> supporting <obj> prevent
The United States has imposed economic sanctions on Venezuela in an effort to prevent the country from violating human rights.,<triplet> Economic sanctions <subj> Violating <obj> prevent
"The government has passed a law to protect the rights of the disabled, in an effort to ensure access to services and equal opportunities.",<triplet> passed <subj> ensure <obj> intend
"The European Commission on Wednesday said it regretted the ""unilateral decision"" by Switzerland to terminate talks on a long-negotiated cooperation agreement.",<triplet> decision <subj> agreement <obj> prevent
"Hong Kong has been rocked by a series of protests by hundreds of thousands of people in recent weeks , many of which have ended in violent clashes between police and pockets of demonstrators .",<triplet> a series of protests by hundreds of thousands of people in recent weeks <subj> violent clashes between police and pockets of demonstrators <obj> cause
"Following the protest , traffic on the highway was paralysed for some time .",<triplet> the protest <subj> traffic on the highway was paralysed for some time <obj> cause
The United Nations has launched a new campaign to combat poverty and inequality.,<triplet> Campaign <subj> Combat <obj> intend
"Akilan was admitted to hospital here along with member of rivaal group Stalin Dinakaraj , who also sustained injuries in the melee .",<triplet> who also sustained injuries <subj> Akilan was admitted to hospital here along with member of rivaal group Stalin Dinakaraj <obj> cause
"Akilan was admitted to hospital here along with member of rivaal group Stalin Dinakaraj , who also sustained injuries in the melee .",<triplet> the melee <subj> who also sustained injuries <obj> cause
The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from using chemical weapons.,<triplet> Arms embargo <subj> Chemical weapons <obj> prevent
"A guard said , "" When Jha did not get leave till four hours before departure of his train , he hanged a poster around his neck announcing an indefinite hunger strike .",<triplet> announcing an indefinite hunger strike <subj> he hanged a poster around his neck <obj> cause
"A guard said , "" When Jha did not get leave till four hours before departure of his train , he hanged a poster around his neck announcing an indefinite hunger strike .",<triplet> Jha did not get leave till four hours before departure of his train <subj> announcing an indefinite hunger strike <obj> cause
"It may be recalled that SPO Raju , an exservicemen participated in Kargil war , who was on duty at Gandhi Bhavan had received severe burns when the MRPS activists had set fire to the Congress party office on February 28 .","<triplet> the MRPS activists had set fire to the Congress party office on February 28 <subj> SPO Raju , an exservicemen participated in Kargil war , who was on duty at Gandhi Bhavan had received severe burns <obj> cause"
The United Nations has adopted a new resolution that requires all member states to ensure that their environmental policies are in line with global standards.,<triplet> adopted <subj> ensure <obj> enable
COIMBATORE : Fire triggers flash stir by conservancy workers,<triplet> Fire <subj> flash stir by conservancy workers <obj> cause
The United Nations has imposed an arms embargo on Yemen in an effort to prevent further violence and conflict.,<triplet> Arms embargo <subj> violence <obj> prevent
The government launched a campaign to reduce corruption in government.,<triplet> launched <subj> reduce <obj> intend
The Maoists have abducted the TDP men demanding that the Andhra Pradesh government stop bauxite mining in the agency areas of the district .,<triplet> demanding that the Andhra Pradesh government stop bauxite mining in the agency areas of the district <subj> The Maoists have abducted the TDP men <obj> cause
