corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,label
cnc,train_08_303,263,0,cnc_train_08_303_263_0,"Jagan ’ s indefinite fast was broken on Saturday afternoon , when his condition started deteriorating .","['<ARG1>Jagan ’ s indefinite fast was broken on Saturday afternoon</ARG1> , when <ARG0>his condition started deteriorating</ARG0> .']",1,0
cnc,train_10_236,2727,0,cnc_train_10_236_2727_0,Cosatu in North West on Wednesday queried Lanxess chrome mine 's move to suspend some workers after a recent strike at the Rustenburg mine .,"[""<ARG1>Cosatu in North West on Wednesday queried Lanxess chrome mine 's move to suspend some workers</ARG1> after <ARG0>a recent strike at the Rustenburg mine</ARG0> ."", ""Cosatu in North West on Wednesday queried <ARG1>Lanxess chrome mine 's move</ARG1> <ARG0><SIG0>to</SIG0> suspend some workers</ARG0> after a recent strike at the Rustenburg mine .""]",2,0
cnc,train_04_78,2470,0,cnc_train_04_78_2470_0,"In fact , some inspectors and sub-inspectors allegedly moved in vehicles to ensure that the mobs continued their spree .","['In fact , <ARG1>some inspectors and sub-inspectors allegedly moved in vehicles</ARG1> <ARG0><SIG0>to</SIG0> ensure that the mobs continued their spree</ARG0> .']",1,0
NEWS,train162,163,0,cause_our_data_0_0163,"Ralston attributed its fourth-quarter slump partly to higher costs of ingredients in the pet food business as well as competitive pressures, which required higher advertising spending. ","[""Ralston attributed its fourth-quarter <ARG1>slump</ARG1> partly to higher costs of ingredients in the pet food business as well as competitive <ARG0>pressures</ARG0>, which required higher advertising spending.""]",1,0
cnc,train_08_104,1280,0,cnc_train_08_104_1280_0,"Police used rubber bullets to disperse a group of about 300 people protesting against poor service delivery in Landsdowne Road , Superintendent Riaan Pool said .","['<ARG1>Police used rubber bullets</ARG1> <ARG0><SIG0>to</SIG0> disperse a group of about 300 people protesting against poor service delivery in Landsdowne Road</ARG0> , Superintendent Riaan Pool said .']",1,0
cnc,train_07_238,453,0,cnc_train_07_238_453_0,A student had to be administered saline drip while other 14 students refused to break their fast and end the strike until their problems were addressed .,['A student had to be administered saline drip while <ARG1>other 14 students refused to break their fast and end the strike</ARG1> <SIG0>until</SIG0> <ARG0>their problems were addressed</ARG0> .'],1,0
NEWS,train308,309,0,cause_our_data_0_0309,"It's an ideal example of how an individual voice can be magnified to create awareness for a good cause and ignite action among millions by using a site like Facebook. ""","[""Its an ideal example of how an individual voice can be <ARG1>magnified</ARG1> to create awareness for a good cause and ignite action among millions by <ARG0>using</ARG0> a site like Facebook.""]",1,0
NEWS,train77,78,0,cause_our_data_0_078,"A spokesman said the savings bank may not qualify for the capital requirements because, under the proposed guidelines, its $380 million of preferred stock does n't meet the ""core capital"" criteria outlined under the new Financial Institutions Reform, Recovery and Enforcement Act of 1989. ","[""A spokesman said the savings bank may not <ARG1>qualify</ARG1> for the capital requirements because, under the proposed guidelines, its $380 million of preferred stock does nt <ARG0>meet</ARG0> the core capital criteria outlined under the new Financial Institutions Reform, Recovery and Enforcement Act of 1989.""]",1,0
cnc,train_03_255,1601,0,cnc_train_03_255_1601_0,"Muslim women sit on dharna , demand passage of Womens Reservation Bill","['<ARG1>Muslim women sit on dharna</ARG1> , <ARG0><SIG0>demand</SIG0> passage of Women\x92s Reservation Bill</ARG0>']",1,0
cnc,train_08_94,385,0,cnc_train_08_94_385_0,"“ If every Hongkonger chooses to stay at home , then we will surely die …","['“ <SIG0>If</SIG0> <ARG0>every Hongkonger chooses to stay at home</ARG0> , then <ARG1>we will surely die</ARG1> …']",1,0
cnc,train_04_223,71,0,cnc_train_04_223_71_0,"S. Sreenivas Reddy , convenor , Andhra Pradesh Recognised Private Schools Managements Association , has said that schools would be closed in anticipation of tense situation due to bandh .","['S. Sreenivas Reddy , convenor , Andhra Pradesh Recognised Private Schools Managements Association , has said that <ARG1>schools would be closed</ARG1> <SIG0>in anticipation of</SIG0> <ARG0>tense situation</ARG0> due to bandh .', 'S. Sreenivas Reddy , convenor , Andhra Pradesh Recognised Private Schools Managements Association , has said that schools would be closed in anticipation of <ARG1>tense situation</ARG1> <SIG0>due to</SIG0> <ARG0>bandh</ARG0> .']",2,0
cnc,train_02_5,3131,0,cnc_train_02_5_3131_0,"While rivalry between student groups led to the violence in which firing from a country - made pistol allegedly took place and eight students were said to be injured , the exact provocation behind the incident is not clear .","['While <ARG0>rivalry between student groups</ARG0> <SIG0>led to</SIG0> <ARG1>the violence in which firing from a country - made pistol allegedly took place</ARG1> and eight students were said to be injured , the exact provocation behind the incident is not clear .', 'While rivalry between student groups led to <ARG0>the violence in which firing from a country - made pistol allegedly took place</ARG0> and <ARG1>eight students were said to be injured</ARG1> , the exact provocation behind the incident is not clear .']",2,0
NEWS,train141,142,0,cause_our_data_0_0142,"Of the total purchase price, $50 million cash and $30 million in stock (nearly 1.8 million shares) would be paid to buy the existing 700-room Marina Hotel amp Casino from Southwest Securities, a Nevada limited partnership. ",[],0,0
cnc,train_03_107,2515,0,cnc_train_03_107_2515_0,In the streets too the general sense of animosity prevailed as the CPM and BJP workers scuffled outside the AKG Centre and 600 people were detained .,['<ARG1>In the streets too the general sense of animosity prevailed</ARG1> <SIG0>as</SIG0> <ARG0>the CPM and BJP workers scuffled outside the AKG Centre and 600 people were detained</ARG0> .'],1,0
cnc,train_03_316,3362,0,cnc_train_03_316_3362_0,They were caned mercilessly and shooed out of the venue when some of them raised slogans against Chief Minister YS Rajasekhara Reddy who inaugurated the two-day job mela organised by the Greater Hyderabad Municipal Corporation ( GHMC ) .,['<ARG1>They were caned mercilessly and shooed out of the venue</ARG1> when <ARG0>some of them raised slogans against Chief Minister YS Rajasekhara Reddy</ARG0> who inaugurated the two-day job mela organised by the Greater Hyderabad Municipal Corporation ( GHMC ) .'],1,0
NEWS,train210,211,0,cause_our_data_0_0211,Year-earlier results included an extraordinary gain of $1.6 million from a buy-back of convertible subordinated debentures.,[],0,0
cnc,train_09_B_44,2379,0,cnc_train_09_B_44_2379_0,"March 03 , 2013 00:00 IST Holds demonstration in front of SE office in Nizamabad The TDP Legislators on Saturday , seriously warned the electricity authorities against the frequent cuts in power supply to the farm sector resulting in damage to the crop which is in its last stage for harvest .","['March 03 , 2013 00:00 IST Holds demonstration in front of SE office in Nizamabad The TDP Legislators on Saturday , seriously warned the electricity authorities against <ARG0>the frequent cuts in power supply to the farm sector</ARG0> <SIG0>resulting in</SIG0> <ARG1>damage to the crop which is in its last stage for harvest</ARG1> .']",1,0
AFPNEWS,train102,103,0,enable_our_data_0_0103,"The pass, which can be downloaded on a person's mobile phone two weeks after receiving their second shot, gives the bearer permission to move about freely in cities under lockdown to go to the supermarket, pharmacy, or for open air exercise.","[""The <ARG0>pass</ARG0>, which can be downloaded on a persons mobile phone two weeks after receiving their second shot, <SIG0>give</SIG0>s the bearer <ARG1>permission</ARG1> to move about freely in cities under lockdown to go to the supermarket, pharmacy, or for open air exercise.""]",1,0
NEWS,train353,354,0,cause_our_data_0_0354,"The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls.","[""The Google.cn filter, which returns censored search results, was <ARG1>created</ARG1> after the original form of the U.S. - based search engine was routinely <ARG0>slowed</ARG0> or blocked by Chinas Internet controls.""]",1,0
cnc,train_08_201,2028,0,cnc_train_08_201_2028_0,"He said there was an "" ulterior motive "" in Karunanidhi ’ s comments , made during an election speech in Puducherry on Thursday , that riots ensued following the demolition of the mosque .",[],0,0
cnc,train_08_292,566,0,cnc_train_08_292_566_0,The militants then fired upon the vehicle carrying the team with AK rifles and killed all five officials .,['<ARG0>The militants then fired upon the vehicle carrying the team with AK rifles</ARG0> and <ARG1>killed all five officials</ARG1> .'],1,0
cnc,train_06_103,2639,0,cnc_train_06_103_2639_0,Residents started protesting on Sunday afternoon about a water shortage in Mothutlung .,['<ARG1>Residents started protesting on Sunday afternoon</ARG1> <SIG0>about</SIG0> <ARG0>a water shortage in Mothutlung</ARG0> .'],1,0
cnc,train_10_111,2855,0,cnc_train_10_111_2855_0,Lau cited students storming a meeting room back in 2015 to protest against Chin ’ s appointment following a short consultation held during the exam period .,['Lau cited <ARG1>students storming a meeting room back in 2015</ARG1> <ARG0><SIG0>to</SIG0> protest against Chin ’ s appointment</ARG0> following a short consultation held during the exam period .'],1,0
cnc,train_07_122,2861,0,cnc_train_07_122_2861_0,"“ It was a planned attack instigated by the PMK , who are trying to gain political mileage , ” he charged and added that members of a community in 30 villages , spread across political parties , joined the PMK-led assault .",[],0,0
AFPNEWS,train163,164,0,prevent_our_data_0_0164,"After putting her bassoon to one side for a while, she eventually managed to find some alternative projects -- particularly making records -- to keep her spirits up and stop herself from getting rusty.","[""After putting her bassoon to one side for a while, she eventually managed to find some alternative <ARG0>projects</ARG0> -- particularly making records -- to keep her spirits up and <SIG0>stop</SIG0> herself from getting <ARG1>rusty</ARG1>.""]",1,0
AFPNEWS,train67,68,0,enable_our_data_0_068,"After meeting with Prime Minister Benjamin Netanyahu, Blinken reiterated support for Israel's right to defend itself against rocket attacks by Gaza's Hamas rulers, adding that they must benefit from reconstruction aid.","[""After meeting with Prime Minister Benjamin Netanyahu, Blinken reiterated <ARG0>support</ARG0> for Israels right to defend itself against rocket attacks by Gazas Hamas rulers, adding that they must <SIG0>benefit</SIG0> from reconstruction <ARG1>aid</ARG1>.""]",1,0
cnc,train_06_268,1215,0,cnc_train_06_268_1215_0,June 2 : CPI-Maoist cadres killed three villagers near Ranchi for allegedly collecting money in the name of the outfit .,['June 2 : <ARG1>CPI-Maoist cadres killed three villagers near Ranchi</ARG1> <SIG0>for</SIG0> <ARG0>allegedly collecting money in the name of the outfit</ARG0> .'],1,0
cnc,train_05_92,2161,0,cnc_train_05_92_2161_0,They withdrew the protest after the revenue and police officials assured them that they would release the persons not involved in the clash .,['<ARG1>They withdrew the protest</ARG1> after <ARG0>the revenue and police officials assured them that they would release the persons not involved in the clash</ARG0> .'],1,0
cnc,train_06_68,3145,0,cnc_train_06_68_3145_0,"Roja , accompanied by YSRC MLAs Ch Bhaskar Reddy , Narayanaswamy , Amarnatha Reddy and Sunil , came to Nagari on Saturday and staged a dharna in front of the police station seeking action against those involved in attacking her .","['Roja , accompanied by YSRC MLAs Ch Bhaskar Reddy , Narayanaswamy , Amarnatha Reddy and Sunil , came to Nagari on Saturday and <ARG1>staged a dharna in front of the police station</ARG1> <ARG0><SIG0>seeking</SIG0> action against those involved in attacking her</ARG0> .']",1,0
cnc,train_06_175,194,0,cnc_train_06_175_194_0,"He said the municipality was responding to all the issues raised by the community which had led to the protest , and pleaded with them not to chase away municipal workers when they were in the area to provide services .","['He said the municipality was responding to <ARG0>all the issues raised by the community</ARG0> which had <SIG0>led to</SIG0> <ARG1>the protest</ARG1> , and pleaded with them not to chase away municipal workers when they were in the area to provide services .', 'He said the municipality was responding to all the issues raised by the community which had led to the protest , and <ARG1>pleaded with them</ARG1> <SIG0>not to</SIG0> <ARG0>chase away municipal workers when they were in the area to provide services</ARG0> .', 'He said the municipality was responding to all the issues raised by the community which had led to the protest , and pleaded with them not to chase away municipal workers when <ARG1>they were in the area</ARG1> <SIG0>to</SIG0> <ARG0>provide services</ARG0> .']",3,0
NEWS,train185,186,0,cause_our_data_0_0186,The president also has offered  to help offsetJordan's costs because 40 percent of its exports go to Iraq and 90percent of its oil comes from there.,"[""The president also has <ARG1>offered</ARG1>  to help offsetJordans costs because 40 percent of its exports go to Iraq and 90percent of its oil <ARG0>comes</ARG0> from there.""]",1,0
cnc,train_10_78,1430,0,cnc_train_10_78_1430_0,"The commission , chaired by retired judge Ian Farlam , is investigating the deaths of 44 people killed during the strike-related unrest .",[],0,0
cnc,train_06_29,1373,0,cnc_train_06_29_1373_0,The police fired seven rounds in the air and lobbed nine teargas shells to bring the mob which fired from country-made guns and pelted stones under control .,['<ARG1>The police fired seven rounds in the air and lobbed nine teargas shells</ARG1> <ARG0><SIG0>to</SIG0> bring the mob which fired from country-made guns and pelted stones under control</ARG0> .'],1,0
cnc,train_10_24,2158,0,cnc_train_10_24_2158_0,"Yes , the autorickshaws had gone off the City roads for a day long strike and for daily commuters , it was a hard day but for many others , it was a day free of pollution and road hazards .",[],0,0
cnc,train_08_99,843,0,cnc_train_08_99_843_0,"Eyewitness said three rebels armed with sophisticated weapons arrived near the Shiva temple in a motorcycle and fired point blank at 38 - year-old contractor Budra Dhangda Majhi , killing him on the spot .","['Eyewitness said <ARG0>three rebels armed with sophisticated weapons arrived near the Shiva temple in a motorcycle and fired point blank at 38 - year-old contractor Budra Dhangda Majhi</ARG0> , <ARG1><SIG0>killing</SIG0> him on the spot</ARG1> .']",1,0
cnc,train_07_212,1046,0,cnc_train_07_212_1046_0,"The organisers then signed a petition demanding strict legal action against the accused which would be sent to the Delhi CM , PM , and Home Minister .","['<ARG1>The organisers then signed a petition</ARG1> <ARG0><SIG0>demanding</SIG0> strict legal action against the accused</ARG0> which would be sent to the Delhi CM , PM , and Home Minister .']",1,0
cnc,train_07_50,2206,0,cnc_train_07_50_2206_0,"According to the police , the incident occurred when a man , belonging to the Dalit community , was allegedly asked to pay extra money for eggs at a roadside stall by its owner , a Muslim .","['According to the police , <ARG1>the incident occurred</ARG1> when <ARG0>a man , belonging to the Dalit community , was allegedly asked to pay extra money for eggs at a roadside stall by its owner , a Muslim</ARG0> .']",1,0
cnc,train_06_171,583,0,cnc_train_06_171_583_0,"New Delhi : OROP-PROTEST January 18 , 2016 00:00 IST Ex - servicemen stage protest outside Jaitley residence Ex - servicemen seeking changes in the government ’ s One Rank One Pension ( OROP ) scheme on Sunday staged a protest outside the official residence of Finance Minister Arun Jaitley here , alleging that he failed to respond to concerns raised by them during an earlier meeting .","['New Delhi : OROP-PROTEST January 18 , 2016 00:00 IST Ex - servicemen stage protest outside Jaitley residence <ARG1>Ex - servicemen seeking changes in the government ’ s One Rank One Pension ( OROP ) scheme on Sunday staged a protest outside the official residence of Finance Minister Arun Jaitley here</ARG1> , <ARG0><SIG0>alleging</SIG0> that he failed to respond to concerns raised by them during an earlier meeting</ARG0> .']",1,0
cnc,train_09_B_125,2960,0,cnc_train_09_B_125_2960_0,"RAMANATHAPURAM Man injured in clash March 29 , 2011 00:00 IST People block road traffic on NH 210 : One person was injured when a group of DMK men allegedly attacked him and some others at Sholandur near R.S. Mangalam on Monday .","['RAMANATHAPURAM Man injured in clash March 29 , 2011 00:00 IST People block road traffic on NH 210 : <ARG1>One person was injured</ARG1> when <ARG0>a group of DMK men allegedly attacked him and some others at Sholandur near R.S. Mangalam on Monday</ARG0> .']",1,0
cnc,train_06_169,1848,0,cnc_train_06_169_1848_0,"KURNOOL : Capital punishment sought for rape accused July 23 , 2015 00:00 IST YSR Congress activists staged a demonstration at the Gandhi statue in front of the Kurnool Collectorate on Wednesday , seeking capital punishment for Khaja Pasha who allegedly raped a seven-year-old girl in Khadagpura on July 19 .","['KURNOOL : Capital punishment sought for rape accused July 23 , 2015 00:00 IST YSR <ARG1>Congress activists staged a demonstration at the Gandhi statue in front of the Kurnool Collectorate on Wednesday</ARG1> , <ARG0><SIG0>seeking</SIG0> capital punishment for Khaja Pasha who allegedly raped a seven-year-old girl in Khadagpura on July 19</ARG0> .']",1,0
NEWS,train211,212,0,cause_our_data_0_0212,"He went on to addthat ""in so doing you not only return a nation to its people,but you will destroy the war machine of a ruthless dictator.""   ",[],0,0
cnc,train_05_281,2951,0,cnc_train_05_281_2951_0,"Broken glass , rocks , a broken traffic light and other debris were scattered on Albertina Sisulu Road during the protests .",[],0,0
cnc,train_08_101,1931,0,cnc_train_08_101_1931_0,"KALPETTA : AIYF activists stall bank work November 24 , 2011 00:00 IST Activists under the Mananthavady taluk committee of the All India Youth Federation ( AIYF ) , the youth organisation of the Communist Party of India ( CPI ) , stalled work of the Mananthavady branch of Punjab National Bank on Wednesday in protest against the bank 's alleged move to appoint agencies to recover overdue loan amounts from farmers in the district .","[""KALPETTA : AIYF activists stall bank work November 24 , 2011 00:00 IST <ARG1>Activists under the Mananthavady taluk committee of the All India Youth Federation ( AIYF ) , the youth organisation of the Communist Party of India ( CPI ) , stalled work of the Mananthavady branch of Punjab National Bank on Wednesday</ARG1> <ARG0><SIG0>in protest</SIG0> against the bank 's alleged move to appoint agencies to recover overdue loan amounts from farmers in the district</ARG0> ."", ""KALPETTA : AIYF activists stall bank work November 24 , 2011 00:00 IST Activists under the Mananthavady taluk committee of the All India Youth Federation ( AIYF ) , the youth organisation of the Communist Party of India ( CPI ) , stalled work of the Mananthavady branch of Punjab National Bank on Wednesday in protest against <ARG1>the bank 's alleged move to appoint agencies</ARG1> <ARG0><SIG0>to</SIG0> recover overdue loan amounts from farmers in the district</ARG0> .""]",2,0
cnc,train_06_114,2669,0,cnc_train_06_114_2669_0,"We came under heavy fire thereafter as a result of which three jawans of CRPF and one from Jammu and Kashmir Police got injured but they are all out of danger , "" Ahmed said .",[],0,0
NEWS,train231,232,0,cause_our_data_0_0232,"Profit climbed to $98 million from $71 million in the petroleum segment, as Du Pont's Conoco Inc. oil company was helped by crude oil prices higher than a year ago and by higher natural gas prices and volume.    ","[""Profit <ARG1>climbed</ARG1> to $98 million from $71 million in the petroleum segment, as Du Ponts Conoco Inc. oil company was <ARG0>helped</ARG0> by crude oil prices higher than a year ago and by higher natural gas prices and volume.""]",1,0
AFPNEWS,train147,148,0,prevent_our_data_0_0148,"People arriving in France from Britain will have to self-isolate to prevent the spread of Covid-19, notably its Indian variant, government spokesman Gabriel Attal said on Wednesday.","[""People arriving in France from Britain will have to <ARG0>self-isolate</ARG0> to <SIG0>prevent</SIG0> the spread of <ARG1>Covid-19</ARG1>, notably its Indian variant, government spokesman Gabriel Attal said on Wednesday.""]",1,0
cnc,train_04_292,1404,0,cnc_train_04_292_1404_0,"As the protest entered its third day , Hlatshwayo said students had threatened to render the campus ungovernable if the university failed to address their grievances .","['As the protest entered its third day , Hlatshwayo said <ARG1>students had threatened to render the campus ungovernable</ARG1> <SIG0>if</SIG0> <ARG0>the university failed to address their grievances</ARG0> .']",1,0
cnc,train_08_207,163,0,cnc_train_08_207_163_0,The police have denied allegations that they were targeting leaders of the student protests in order to thwart the ' # FeesMustFall ' campaign after the arrest of former Witwatersrand University Student Representative Council president Mcebo Dlamini .,"[""The police have denied allegations that <ARG1>they were targeting leaders of the student protests</ARG1> <SIG0>in order <ARG0>to</SIG0> thwart the ' # FeesMustFall ' campaign</ARG0> after the arrest of former Witwatersrand University Student Representative Council president Mcebo Dlamini .""]",1,0
cnc,train_10_143,2823,0,cnc_train_10_143_2823_0,We cannot remain mute spectators while our brothers and sisters in Tibet suffer everyday under the Chinese rule . ” The Chennai fast is part of a marathon hunger fast launched by the monks of the Gaden Jangste Monastery in various metros of India in an effort to internationalise the worsening human rights situation in Tibet .,"['<ARG1>We cannot remain mute spectators</ARG1> while <ARG0>our brothers and sisters in Tibet suffer everyday under the Chinese rule</ARG0> . ” The Chennai fast is part of a marathon hunger fast launched by the monks of the Gaden Jangste Monastery in various metros of India in an effort to internationalise the worsening human rights situation in Tibet .', 'We cannot remain mute spectators while our brothers and sisters in Tibet suffer everyday under the Chinese rule . ” <ARG1>The Chennai fast</ARG1> <ARG0><SIG0>is part of</SIG0> a marathon hunger fast launched by the monks of the Gaden Jangste Monastery in various metros of India</ARG0> in an effort to internationalise the worsening human rights situation in Tibet .', 'We cannot remain mute spectators while our brothers and sisters in Tibet suffer everyday under the Chinese rule . ” The Chennai fast is part of <ARG1>a marathon hunger fast launched by the monks of the Gaden Jangste Monastery in various metros of India</ARG1> <SIG0>in an effort <ARG0>to</SIG0> internationalise the worsening human rights situation in Tibet</ARG0> .']",3,0
cnc,train_08_267,3201,0,cnc_train_08_267_3201_0,"Chief Minister Nitish Kumar , on the other hand , said Thursday 's shutdown was opposed to development .",[],0,0
cnc,train_06_148,713,0,cnc_train_06_148_713_0,Students Lay Siege to CHSE Office over + 2 Results,[],0,0
cnc,train_04_23,272,0,cnc_train_04_23_272_0,"Mamata shows off strength , takes out padayatra 01st April 2011 02:48 AM KOLKATA : Trinamool Congress supremo Mamata Banerjee organised a huge padayatra as part of her election campaign in the city on Thursday , sending a message to the CPM leadership about the possible change in the state administration .","['Mamata shows off strength , takes out padayatra 01st April 2011 02:48 AM KOLKATA : <ARG1>Trinamool Congress supremo Mamata Banerjee organised a huge padayatra</ARG1> <SIG0>as part of</SIG0> <ARG0>her election campaign in the city on Thursday</ARG0> , sending a message to the CPM leadership about the possible change in the state administration .', 'Mamata shows off strength , takes out padayatra 01st April 2011 02:48 AM KOLKATA : Trinamool Congress supremo Mamata Banerjee organised a huge padayatra as part of <ARG1>her election campaign in the city on Thursday</ARG1> , <ARG0><SIG0>sending</SIG0> a message to the CPM leadership about the possible change in the state administration</ARG0> .']",2,0
cnc,train_02_89,2526,0,cnc_train_02_89_2526_0,"The posts they are ready to enjoy are because of the agitation by students , ” he told a media conference at Sangareddy on Tuesday night .",[],0,0
cnc,train_05_252,2759,0,cnc_train_05_252_2759_0,"On Tuesday , 29 truckers were arrested in the Johannesburg city centre after violent clashes with the police .","['<ARG1>On Tuesday , 29 truckers were arrested in the Johannesburg city centre</ARG1> after <ARG0>violent clashes with the police</ARG0> .']",1,0
cnc,train_08_228,852,0,cnc_train_08_228_852_0,"The violence that followed in Nandigram was due to them for which the BJP was criticising the CPI(M) , he added .","['<ARG1>The violence that followed in Nandigram</ARG1> <SIG0>was due to</SIG0> <ARG0>them for which the BJP was criticising the CPI(M)</ARG0> , he added .']",1,0
NEWS,train202,203,0,cause_our_data_0_0203,The quarterly results also reflected $21.4 million in non-recurring losses from commercial real-estate activities in California.,[],0,0
cnc,train_08_314,1976,0,cnc_train_08_314_1976_0,"So-called "" fidayeen "" , or suicide , squads of Lashkar-e-Toiba militants launched a series of attacks in Jammu and Kashmir last year , killing many soldiers .","['<ARG0>So-called "" fidayeen "" , or suicide , squads of Lashkar-e-Toiba militants launched a series of attacks in Jammu and Kashmir last year</ARG0> , <ARG1><SIG0>killing</SIG0> many soldiers</ARG1> .']",1,0
cnc,train_09_B_45,2249,0,cnc_train_09_B_45_2249_0,"Led by former Minister Mandava Venkateswar Rao , MLA ( Nizamabad Urban ) MLAs Annapoornamma and Hanmanth Shinde and MLCs V.G. Goud and A. Narsa Reddy held protest demonstration in front of the office of Superintending Engineer demanding rectification of the situation within two days .","['Led by former Minister Mandava Venkateswar Rao , <ARG1>MLA ( Nizamabad Urban ) MLAs Annapoornamma and Hanmanth Shinde and MLCs V.G. Goud and A. Narsa Reddy held protest demonstration in front of the office of Superintending Engineer</ARG1> <ARG0><SIG0>demanding</SIG0> rectification of the situation within two days</ARG0> .']",1,0
NEWS,train67,68,0,cause_our_data_0_068,"Those gains came from higher prices, particularly for disposable diapers and tissue products, and from increased sales, primarily for feminine-care products, the company said. ","[""Those <ARG1>gains</ARG1> came from higher <ARG0>prices</ARG0>, particularly for disposable diapers and tissue products, and from increased sales, primarily for feminine-care products, the company said.""]",1,0
cnc,train_06_243,157,0,cnc_train_06_243_157_0,"ANDHRA PRADESH Strike near total in Khammam December 15 , 2006 00:00 IST Staff Reporter Dharnas , demonstrations mark the protest against government policies KHAMMAM : The general strike called by the left trade unions against the Centre 's economic policies was near total in Khammam district on Thursday .","[""ANDHRA PRADESH Strike near total in Khammam December 15 , 2006 00:00 IST Staff Reporter Dharnas , demonstrations mark <ARG1>the protest</ARG1> <ARG0>against government policies</ARG0> KHAMMAM : The general strike called by the left trade unions against the Centre 's economic policies was near total in Khammam district on Thursday ."", ""ANDHRA PRADESH Strike near total in Khammam December 15 , 2006 00:00 IST Staff Reporter Dharnas , demonstrations mark the protest against government policies KHAMMAM : <ARG1>The general strike called by the left trade unions</ARG1> <ARG0>against the Centre 's economic policies</ARG0> was near total in Khammam district on Thursday .""]",2,0
AFPNEWS,train15,16,0,enable_our_data_0_016,"At the same time the EASA said it did not believe the safety concern relating to the incident comprised an ""unsafe condition"" that would warrant a safety directive which would force airlines to comply.","[""At the same time the EASA said it did not believe the safety concern relating to the incident comprised an unsafe condition that would <SIG0>warrant</SIG0> a safety <ARG0>directive</ARG0> which would force airlines to <ARG1>comply</ARG1>.""]",1,0
cnc,train_08_271,3283,0,cnc_train_08_271_3283_0,"The dawn-to-dusk shutdown evoked total response in Bihar , upsetting Lalu-Rabri rival Nitish Kumar as well as the Bharatiya Janata Party ( BJP ) and the Congress , which is trying for a revival in the state .","['<ARG0>The dawn-to-dusk shutdown</ARG0> <SIG0>evoked</SIG0> <ARG1>total response in Bihar</ARG1> , upsetting Lalu-Rabri rival Nitish Kumar as well as the Bharatiya Janata Party ( BJP ) and the Congress , which is trying for a revival in the state .', 'The dawn-to-dusk shutdown evoked <ARG0>total response in Bihar</ARG0> , <ARG1><SIG0>upsetting</SIG0> Lalu-Rabri rival Nitish Kumar as well as the Bharatiya Janata Party ( BJP ) and the Congress</ARG1> , which is trying for a revival in the state .']",2,0
AFPNEWS,train38,39,0,enable_our_data_0_039,"""There are very specific entry and movement rules and procedures which the organisers have laid out in order to ensure the protection of everyone involved,"" she added.","[""There are very specific entry and movement <ARG0>rules</ARG0> and procedures which the organisers have laid out in order to <SIG0>ensure</SIG0> the <ARG1>protection</ARG1> of everyone involved, she added.""]",1,0
NEWS,train303,304,0,cause_our_data_0_0304,He told me he wanted to see his mummy then I started crying and said'I do n't think you're ever going to see your mummy again.',[],0,0
cnc,train_01_145,2115,0,cnc_train_01_145_2115_0,""" We will continue to work very closely with the Indian government on those issues , "" she said , adding that it is an ongoing process and the US is working with Indian authorities to address issues of concern emanating from the incident .",[],0,0
NEWS,train80,81,0,cause_our_data_0_081,"Ocean Drilling amp Exploration Co. will sell its contract-drilling business, and took a $50.9 million loss from discontinued operations in the third quarter because of the planned sale.    ","[""Ocean Drilling amp Exploration Co. will sell its contract-drilling business, and took a $50.9 million <ARG1>loss</ARG1> from discontinued operations in the third quarter because of the <ARG0>planned</ARG0> sale.""]",1,0
cnc,train_10_179,2196,0,cnc_train_10_179_2196_0,"Despite this , if the protest continues , we will have to initiate a strong police action , "" said MMRDA Commissioner Ratnakar Gaikwad .","['Despite this , <SIG0>if</SIG0> <ARG0>the protest continues</ARG0> , <ARG1>we will have to initiate a strong police action</ARG1> , "" said MMRDA Commissioner Ratnakar Gaikwad .']",1,0
cnc,train_05_19,3121,0,cnc_train_05_19_3121_0,Hundreds of members of the Police and Prisons Civil Rights Union gathered at the King Dinuzulu Gardens in Durban on Wednesday ahead of a march over salary grades on Wednesday .,"['<ARG1>Hundreds of members of the Police and Prisons Civil Rights Union gathered at the King Dinuzulu Gardens in Durban on Wednesday</ARG1> ahead of <ARG0>a march over salary grades on Wednesday</ARG0> .', 'Hundreds of members of the Police and Prisons Civil Rights Union gathered at the King Dinuzulu Gardens in Durban on Wednesday ahead of <ARG1>a march</ARG1> <SIG0>over</SIG0> <ARG0>salary grades</ARG0> on Wednesday .']",2,0
cnc,train_06_54,1209,0,cnc_train_06_54_1209_0,"If the strike prolongs , nearly 50 buses need to be brought in from main depots like Thiruvananthapuram to operate buses to different parts of the district , Mr. Stanley said .","['<SIG0>If</SIG0> <ARG0>the strike prolongs</ARG0> , <ARG1>nearly 50 buses need to be brought in from main depots like Thiruvananthapuram to operate buses to different parts of the district</ARG1> , Mr. Stanley said .', 'If the strike prolongs , <ARG1>nearly 50 buses need to be brought in from main depots like Thiruvananthapuram</ARG1> <ARG0><SIG0>to</SIG0> operate buses to different parts of the district</ARG0> , Mr. Stanley said .']",2,0
