Unnamed: 0,corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,Event1_Type,Event2_Type,relation,stripped_index,type_relation,Average_Similarity
480,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on certain countries in an effort to prevent the proliferation of weapons of mass destruction.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on certain countries in an effort to prevent the <ARG1>Proliferation</ARG1> of weapons of mass destruction.""]",0.0,Economic Sanction,Weapons Proliferation,prevent,prevent,Economic Sanction prevent Weapons Proliferation,
481,cnc,1.0,1.0,0.0,enable_1_1_0,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ","[""The White House yesterday disclosed that Kuwait s ousted government has formally asked the U.S. to <ARG0>enforce</ARG0> the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately <ARG1>begin</ARG1> stopping ships carrying Iraqi goods.""]",0.0,Natural Disaster,Diplomatic Request,enable,enable,Natural Disaster enable Diplomatic Request,
487,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Somalia in an effort to prevent further violence in the region.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Somalia in an effort to prevent further <ARG1>Violence</ARG1> in the region.""]",0.0,Arms Embargo,Violence in Somalia,prevent,prevent,Arms Embargo prevent Violence in Somalia,
488,cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of measures to prevent the proliferation of weapons of mass destruction.,"[""The government has implemented a series of <ARG0>measures</ARG0> to prevent the <ARG1>proliferation</ARG1> of weapons of mass destruction.""]",0.0,Natural Disaster,Security Measure,prevent,prevent,Natural Disaster prevent Security Measure,
489,cnc,1.0,1.0,0.0,enable_1_1_0,The government has announced a new policy that will provide free healthcare to all citizens.,"[""The government has announced a new <ARG0>policy</ARG0> that will <ARG1>provide</ARG1> free healthcare to all citizens.""]",0.0,Natural Disaster,Social Policy Change,enable,enable,Natural Disaster enable Social Policy Change,
490,cnc,1.0,1.0,0.0,enable_1_1_0,The House of Representatives has passed a resolution that would increase the minimum wage to $15 an hour.,"[""The House of Representatives has passed a <ARG0>resolution</ARG0> that would <ARG1>increase</ARG1> the minimum wage to $15 an hour.""]",0.0,Legislative Change,Economic Policy Change,enable,enable,Legislative Change enable Economic Policy Change,
492,cnc,1.0,1.0,0.0,prevent_1_1_0,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    ","[""Subcontractors  will  be offered a settlement and a swift <ARG0>transition</ARG0> to new management  is expected  to avert an <ARG1>exodus</ARG1> of skilled workers from Waertsilae Marine s two big shipyards, government officials said.""]",0.0,Natural Disaster,Management Change,prevent,prevent,Natural Disaster prevent Management Change,
493,cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of measures to prevent the spread of counterfeit goods.,"[""The government has implemented a series of <ARG0>measures</ARG0> to prevent the spread of <ARG1>counterfeit</ARG1> goods.""]",0.0,Natural Disaster,Regulatory Change,prevent,prevent,Natural Disaster prevent Regulatory Change,
494,cnc,1.0,1.0,0.0,prevent_1_1_0,-- Stannous Fluoride Toothpaste Stannous Fluoride (SnF2) helps to protect your gums against bacterial plaque.,"[""-- Stannous Fluoride Toothpaste Stannous Fluoride (<ARG0>SnF2</ARG0>) helps to protect your gums against bacterial <ARG1>plaque</ARG1>.""]",0.0,Medical Breakthrough,Oral Health Management,prevent,prevent,Medical Breakthrough prevent Oral Health Management,
495,cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has taken steps to prevent the spread of terrorism, including introducing new laws to combat terrorism.","[""The government has <ARG0>taken</ARG0> steps to prevent the spread of <ARG1>Terrorism</ARG1>, including introducing new laws to combat <ARG1>Terrorism</ARG1>.""]",0.0,Government Policy Change,Counter-Terrorism Measure,prevent,prevent,Government Policy Change prevent Counter-Terrorism Measure,
497,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has passed a resolution calling for an immediate ceasefire in the conflict between Israel and Palestine.,"[""The United Nations has passed a <ARG0>resolution</ARG0> calling for an immediate <ARG1>ceasefire</ARG1> in the conflict between Israel and Palestine.""]",0.0,International Diplomacy,Ceasefire Agreement,enable,enable,International Diplomacy enable Ceasefire Agreement,
498,cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed sanctions on Venezuela in an effort to prevent the country from destabilizing the region.,"[""The United States has imposed <ARG0>Sanctions</ARG0> on Venezuela in an effort to prevent the country from <ARG1>Destabilizing</ARG1> the region.""]",0.0,Economic Sanctions,Geopolitical Instability,prevent,prevent,Economic Sanctions prevent Geopolitical Instability,
499,cnc,1.0,1.0,0.0,prevent_1_1_0,The United States and its allies have imposed a naval blockade on Iraq to prevent Saddam Hussein from importing weapons and military supplies.,"[""The United States and its allies have imposed a <ARG0>naval</ARG0> blockade on Iraq to prevent Saddam Hussein from <ARG1>importing</ARG1> weapons and military supplies.""]",0.0,Military Action,Economic Sanctions,prevent,prevent,Military Action prevent Economic Sanctions,
501,cnc,1.0,1.0,0.0,enable_1_1_0,"The United Nations has taken a leading role in promoting international peace and security, and has sought to resolve conflicts through diplomacy and dialogue.","[""The United Nations has taken a leading <ARG0>role</ARG0> in promoting international <ARG1>peace</ARG1> and security, and has sought to resolve conflicts through diplomacy and dialogue.""]",0.0,Natural Disaster,Diplomatic Efforts,enable,enable,Natural Disaster enable Diplomatic Efforts,
502,cnc,1.0,1.0,0.0,enable_1_1_0,The International Monetary Fund has issued a warning to countries to reduce their debt levels and increase fiscal discipline.,"[""The International Monetary Fund has issued a <ARG0>warning</ARG0> to countries to <ARG1>reduce</ARG1> their debt levels and increase fiscal discipline.""]",0.0,Natural Disaster,Economic Policy Change,enable,enable,Natural Disaster enable Economic Policy Change,
504,cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of measures to prevent the spread of corruption.,"[""The government has implemented a series of <ARG0>measures</ARG0> to prevent the spread of <ARG1>corruption</ARG1>.""]",0.0,Natural Disaster,Government Initiative,prevent,prevent,Natural Disaster prevent Government Initiative,
506,cnc,1.0,1.0,0.0,enable_1_1_0,"Italy's government said Wednesday it had passed an ""important step"" in negotiations with the European Commission to create a new, leaner airline from its beleaguered Alitalia carrier, Italian media reported.","[""Italy s government said Wednesday it had passed an  important <ARG0>step</ARG0>  in negotiations with the European Commission to create a new, leaner <ARG1>airline</ARG1> from its beleaguered Alitalia carrier, Italian media reported.""]",0.0,Government Policy Change,Business Restructuring,enable,enable,Government Policy Change enable Business Restructuring,
507,cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of measures to prevent the spread of human trafficking.,"[""The government has implemented a series of <ARG0>measures</ARG0> to prevent the spread of <ARG1>human trafficking</ARG1>.""]",0.0,Natural Disaster,Government Initiative,prevent,prevent,Natural Disaster prevent Government Initiative,
508,cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has implemented a series of measures to prevent the exploitation of workers, including increased labor inspections and increased enforcement of labor laws.","[""The government has implemented a series of <ARG0>measures</ARG0> to prevent the <ARG1>exploitation</ARG1> of workers, including increased labor inspections and increased enforcement of labor laws.""]",0.0,Natural Disaster,Labor Policy Change,prevent,prevent,Natural Disaster prevent Labor Policy Change,
510,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed a trade embargo on North Korea in an effort to prevent the country from developing nuclear weapons.,"[""The United Nations has imposed a trade <ARG0>Embargo</ARG0> on North Korea in an effort to prevent the country from <ARG1>developing</ARG1> nuclear weapons.""]",0.0,Economic Sanction,Nuclear Weapons Development,prevent,prevent,Economic Sanction prevent Nuclear Weapons Development,
511,cnc,1.0,1.0,0.0,enable_1_1_0,"""We will continue to support our brothers in Palestine to reach a just and lasting solution by establishing their independent state.""","[""<ARG0>We</ARG0> will continue to support our brothers in Palestine to reach a just and lasting solution by establishing their <ARG1>independent</ARG1> state.""]",0.0,Natural Disaster,Political Statement,enable,enable,Natural Disaster enable Political Statement,
512,cnc,1.0,1.0,0.0,enable_1_1_0,The United Kingdom has implemented a new program to provide free legal aid to low-income individuals.,"[""The United Kingdom has implemented a new <ARG0>program</ARG0> to provide free legal <ARG1>aid</ARG1> to low-income individuals.""]",0.0,Natural Disaster,Social Welfare Policy Change,enable,enable,Natural Disaster enable Social Welfare Policy Change,
513,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Yemen in an effort to prevent further violence and conflict.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Yemen in an effort to prevent further <ARG1>violence</ARG1> and conflict.""]",0.0,Arms Embargo,Conflict,prevent,prevent,Arms Embargo prevent Conflict,
519,cnc,1.0,1.0,0.0,enable_1_1_0,"The Canadian government has announced a new program to help low-income families with the cost of food, providing up to $200 per month in assistance for those who qualify.","[""The Canadian government has announced a new <ARG0>program</ARG0> to <ARG1>help</ARG1> low-income families with the cost of food, providing up to $200 per month in assistance for those who qualify.""]",0.0,Social Welfare Program Introduction,Government Assistance Program,enable,enable,Social Welfare Program Introduction enable Government Assistance Program,
523,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has adopted a resolution to end the use of child soldiers in armed conflicts around the world.,"[""The United Nations has adopted a <ARG0>resolution</ARG0> to <ARG1>end</ARG1> the use of child soldiers in armed conflicts around the world.""]",0.0,Humanitarian Intervention,End of a Practice or Policy,enable,enable,Humanitarian Intervention enable End of a Practice or Policy,
526,cnc,1.0,1.0,0.0,prevent_1_1_0,The United States and its allies have imposed economic sanctions on Iran in an effort to prevent the country from developing nuclear weapons.,"[""The United States and its allies have imposed <ARG0>Economic sanctions</ARG0> on Iran in an effort to prevent the country from <ARG1>developing</ARG1> nuclear weapons.""]",0.0,Economic Sanctions,Nuclear Weapons Development,prevent,prevent,Economic Sanctions prevent Nuclear Weapons Development,
530,cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of measures to prevent the trafficking of illegal drugs.,"[""The government has implemented a series of <ARG0>measures</ARG0> to prevent the <ARG1>trafficking</ARG1> of illegal drugs.""]",0.0,Natural Disaster,Law Enforcement Initiative,prevent,prevent,Natural Disaster prevent Law Enforcement Initiative,
531,cnc,1.0,1.0,0.0,enable_1_1_0,The United Kingdom has announced a new immigration policy that will make it easier for skilled workers from outside the European Union to work in the country.,"[""The United Kingdom has announced a new immigration <ARG0>policy</ARG0> that will make it easier for skilled <ARG1>work</ARG1>ers from outside the European Union to <ARG1>work</ARG1> in the country.""]",0.0,Natural Disaster,Immigration Policy Change,enable,enable,Natural Disaster enable Immigration Policy Change,
533,cnc,1.0,1.0,0.0,enable_1_1_0,The measure came into force as Chile passed the 50-percent mark of fully vaccinated adults -- over 7.7 million to date out a 15.2 million target population.,"[""The measure came into <ARG1>force</ARG1> as Chile passed the 50-percent mark of fully <ARG0>vaccinated</ARG0> adults -- over 7.7 million to date out a 15.2 million target population.""]",0.0,Public Health Achievement,Government Policy Implementation,enable,enable,Public Health Achievement enable Government Policy Implementation,
534,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has passed a resolution calling for an end to the use of explosive weapons in populated areas.,"[""The United Nations has passed a <ARG0>resolution</ARG0> calling for an <ARG1>end</ARG1> to the use of explosive weapons in populated areas.""]",0.0,Natural Disaster,International Agreement,enable,enable,Natural Disaster enable International Agreement,
536,cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed sanctions on Iran in an effort to prevent the government from further developing nuclear weapons.,"[""The United States has imposed <ARG0>Sanctions</ARG0> on Iran in an effort to prevent the government from further <ARG1>developing</ARG1> nuclear weapons.""]",0.0,Economic Sanctions,Nuclear Weapons Development,prevent,prevent,Economic Sanctions prevent Nuclear Weapons Development,
537,cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed economic sanctions on Syria in an effort to prevent the government from committing human rights abuses.,"[""The United States has imposed economic <ARG0>Sanctions</ARG0> on Syria in an effort to prevent the government from committing human rights <ARG1>Abuses</ARG1>.""]",0.0,Economic Sanctions,Human Rights Abuses,prevent,prevent,Economic Sanctions prevent Human Rights Abuses,
539,cnc,1.0,1.0,0.0,prevent_1_1_0,"In its first update since 2016, the International Society for Stem Cell Research (ISSCR) said the decades-old rule had little scientific merit, so they stopped short of giving the green light for researchers to breach the time constraint, which is baked into law in some countries.","[""In its first update since 2016, the International Society for Stem Cell Research (ISSCR) said the decades-old rule had little <ARG0>scientific</ARG0> merit, so they stopped short of giving the green light for <ARG1>researchers</ARG1> to breach the time constraint, which is baked into law in some countries.""]",0.0,Scientific Breakthrough,Regulatory Change,prevent,prevent,Scientific Breakthrough prevent Regulatory Change,
540,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has passed a resolution calling for an end to the use of incendiary weapons in any form.,"[""The United Nations has passed a <ARG0>resolution</ARG0> calling for an end to the use of <ARG1>incendiary</ARG1> weapons in any form.""]",0.0,International Agreement,Weapons Control,enable,enable,International Agreement enable Weapons Control,
541,cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has taken steps to prevent the use of forced labor, including introducing new laws to regulate the employment of vulnerable populations.","[""The government has taken steps to prevent the use of <ARG1>forced labor</ARG1>, including introducing new <ARG0>laws</ARG0> to regulate the employment of vulnerable populations.""]",0.0,Natural Disaster,Legal Change,prevent,prevent,Natural Disaster prevent Legal Change,
545,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed sanctions on Syria in an effort to prevent the country from committing human rights abuses.,"[""The United Nations has imposed <ARG0>Sanctions</ARG0> on Syria in an effort to prevent the country from committing human rights <ARG1>Abuses</ARG1>.""]",0.0,Economic Sanction,Human Rights Abuse,prevent,prevent,Economic Sanction prevent Human Rights Abuse,
549,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has passed a resolution calling for an end to the conflict in Yemen and the establishment of a ceasefire.,"[""The United Nations has passed a <ARG0>resolution</ARG0> calling for an end to the conflict in Yemen and the establishment of a <ARG1>ceasefire</ARG1>.""]",0.0,Natural Disaster,Political Resolution,enable,enable,Natural Disaster enable Political Resolution,
550,cnc,1.0,1.0,0.0,enable_1_1_0,The government has also announced that it will be investing in new technology initiatives to promote innovation and technological advancement.,"[""The government has also announced that it will be <ARG0>investing</ARG0> in new technology initiatives to <ARG1>promote</ARG1> innovation and technological advancement.""]",0.0,Natural Disaster,Government Investment in Innovation,enable,enable,Natural Disaster enable Government Investment in Innovation,
551,cnc,1.0,1.0,0.0,enable_1_1_0,The company has also announced that it will be investing in new social programs to support the local community.,"[""The company has also announced that it will be <ARG0>investing</ARG0> in new social programs to <ARG1>support</ARG1> the local community.""]",0.0,Corporate Social Responsibility Initiative,Community Support Program,enable,enable,Corporate Social Responsibility Initiative enable Community Support Program,
552,cnc,1.0,1.0,0.0,enable_1_1_0,The company has also announced that it will be investing in new infrastructure projects to improve the quality of life in the local community.,"[""The company has also announced that it will be <ARG0>investing</ARG0> in new infrastructure projects to <ARG1>improve</ARG1> the quality of life in the local community.""]",0.0,Natural Disaster,Economic Development Initiative,enable,enable,Natural Disaster enable Economic Development Initiative,
554,cnc,1.0,1.0,0.0,enable_1_1_0,The country has lifted nearly all virus-related restrictions and many Russians are refusing to wear masks on public transport and in other public places.,"[""The <ARG0>country</ARG0> has lifted nearly all virus-related restrictions and many Russians are refusing to <ARG1>wear</ARG1> masks on public transport and in other public places.""]",0.0,Public Health Crisis,Social Unrest,enable,enable,Public Health Crisis enable Social Unrest,
555,cnc,1.0,1.0,0.0,enable_1_1_0,The World Bank has approved a new loan package to help developing countries reduce poverty and improve access to healthcare and education.,"[""The World Bank has approved a new <ARG0>loan</ARG0> package to help developing countries <ARG1>reduce</ARG1> poverty and improve access to healthcare and education.""]",0.0,Natural Disaster,Economic Aid and Development Assistance,enable,enable,Natural Disaster enable Economic Aid and Development Assistance,
559,cnc,1.0,1.0,0.0,enable_1_1_0,The government has also announced that it will be introducing new programs to support small businesses and entrepreneurs.,"[""The government has also announced that it will be introducing new <ARG0>programs</ARG0> to <ARG1>support</ARG1> small businesses and entrepreneurs.""]",0.0,Government Initiative,Support for Small Businesses and Entrepreneurs,enable,enable,Government Initiative enable Support for Small Businesses and Entrepreneurs,
564,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has passed a resolution calling for an end to the use of forced displacement in conflict zones.,"[""The United Nations has passed a <ARG0>resolution</ARG0> calling for an <ARG1>end</ARG1> to the use of forced displacement in conflict zones.""]",0.0,Natural Disaster,Humanitarian Policy Change,enable,enable,Natural Disaster enable Humanitarian Policy Change,
565,cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of laws to protect the public from the spread of fake news.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect the public from the <ARG1>Spread of Fake News</ARG1>.""]",0.0,Natural Disaster,Regulatory Change,prevent,prevent,Natural Disaster prevent Regulatory Change,
567,cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of measures to prevent the spread of corruption.,"[""The government has implemented a series of <ARG0>Measures</ARG0> to prevent the spread of <ARG1>Corruption</ARG1>.""]",0.0,Natural Disaster,Government Initiative,prevent,prevent,Natural Disaster prevent Government Initiative,
568,cnc,1.0,1.0,0.0,prevent_1_1_0,"These policies are designed to ensure that workers are paid a fair wage and are not subjected to dangerous working conditions., ,The government has implemented a series of regulations to prevent the destruction of the environment.","[""These <ARG0>policies</ARG0> are designed to ensure that workers are paid a fair wage and are not subjected to <ARG1>dangerous working conditions</ARG1>., ,The government has implemented a series of regulations to prevent the destruction of the environment.""]",0.0,Labor Policy Change,Environmental Regulation,prevent,prevent,Labor Policy Change prevent Environmental Regulation,
570,cnc,1.0,1.0,0.0,enable_1_1_0,The Canadian government has created a new fund to help small businesses access capital and resources.,"[""The Canadian government has <ARG0>created</ARG0> a new fund to help small businesses <ARG1>access</ARG1> capital and resources.""]",0.0,Government Initiative,Financial Support,enable,enable,Government Initiative enable Financial Support,
571,cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of measures to prevent the abuse of power.,"[""The government has implemented a series of <ARG0>measures</ARG0> to prevent the <ARG1>abuse</ARG1> of power.""]",0.0,Natural Disaster,Government Regulation,prevent,prevent,Natural Disaster prevent Government Regulation,
572,cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed economic sanctions on Russia in an effort to prevent the country from interfering in other countries' affairs.,"[""The United States has imposed <ARG0>Economic sanctions</ARG0> on Russia in an effort to prevent the country from <ARG1>Interfering</ARG1> in other countries  affairs.""]",0.0,Economic Sanctions,Interference in Other Countries' Affairs,prevent,prevent,Economic Sanctions prevent Interference in Other Countries' Affairs,
575,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has also passed a resolution condemning the use of chemical weapons in Syria.,"[""The United Nations has also passed a <ARG0>resolution</ARG0> <ARG1>condemning</ARG1> the use of chemical weapons in Syria.""]",0.0,International Diplomatic Action,Humanitarian Crisis,enable,enable,International Diplomatic Action enable Humanitarian Crisis,
577,cnc,1.0,1.0,0.0,enable_1_1_0,The Canadian government has introduced a new policy to ensure that all Canadians have access to quality healthcare.,"[""The Canadian government has <ARG0>introduced</ARG0> a new policy to ensure that all Canadians have <ARG1>access</ARG1> to quality healthcare.""]",0.0,Natural Disaster,Healthcare Policy Change,enable,enable,Natural Disaster enable Healthcare Policy Change,
579,cnc,1.0,1.0,0.0,enable_1_1_0,"The United States has elected a new president, ushering in a new era of politics.","[""The United States has <ARG0>elected</ARG0> a new president, ushering in a new <ARG1>era</ARG1> of politics.""]",0.0,Political Event,Change in Leadership,enable,enable,Political Event enable Change in Leadership,
580,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has passed a resolution to end the use of child soldiers in armed conflicts.,"[""The United Nations has passed a <ARG0>resolution</ARG0> to <ARG1>end</ARG1> the use of child soldiers in armed conflicts.""]",0.0,Human Rights Achievement,End of Practice,enable,enable,Human Rights Achievement enable End of Practice,
582,cnc,1.0,1.0,0.0,enable_1_1_0,"Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford. ","[""Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction s early <ARG0>removal</ARG0> to let GM amass more than 15% or <ARG1>mount</ARG1> a friendly suitor bid against Ford.""]",0.0,Regulatory Change,Mergers and Acquisitions,enable,enable,Regulatory Change enable Mergers and Acquisitions,
583,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from developing nuclear weapons.,"[""The United Nations has imposed an arms <ARG0>Embargo</ARG0> on North Korea in an effort to prevent the country from <ARG1>developing</ARG1> nuclear weapons.""]",0.0,Economic Sanction,Nuclear Weapons Development,prevent,prevent,Economic Sanction prevent Nuclear Weapons Development,
585,cnc,1.0,1.0,0.0,enable_1_1_0,The government has also announced plans to invest in research and development to create new technologies and products.,"[""The government has also announced plans to <ARG0>invest</ARG0> in research and development to <ARG1>create</ARG1> new technologies and products.""]",0.0,Natural Disaster,Economic Development Initiative,enable,enable,Natural Disaster enable Economic Development Initiative,
586,cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed sanctions on Myanmar in an effort to prevent the government from committing human rights abuses.,"[""The United States has imposed <ARG0>Sanctions</ARG0> on Myanmar in an effort to prevent the government from committing human rights <ARG1>Abuses</ARG1>.""]",0.0,Economic Sanction,Human Rights Abuse,prevent,prevent,Economic Sanction prevent Human Rights Abuse,
588,cnc,1.0,1.0,0.0,enable_1_1_0,"Britain's largely foreign-owned automotive sector was a big winner from the final Brexit agreement, which allows for tariff-free trade with the continent.","[""Britain s largely foreign-owned automotive sector was a big winner from the final <ARG0>Brexit</ARG0> agreement, which allows for tariff-free <ARG1>trade</ARG1> with the continent.""]",0.0,Economic Policy Change,Trade Agreement,enable,enable,Economic Policy Change enable Trade Agreement,
589,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has called for an end to the violence in Syria and for all parties to the conflict to engage in dialogue.,"[""The United Nations has called for an <ARG0>end</ARG0> to the violence in Syria and for all parties to the conflict to engage in <ARG1>dialogue</ARG1>.""]",0.0,Humanitarian Crisis,Diplomatic Efforts,enable,enable,Humanitarian Crisis enable Diplomatic Efforts,
591,cnc,1.0,1.0,0.0,prevent_1_1_0,"Therefore, ""Uruguay is not going to request an extradition in order not to obstruct the extradition process to Italy, which is where he has committed the most serious crimes,"" he said.","[""Therefore,  Uruguay is <ARG0>not going to request</ARG0> an <ARG1>extradition</ARG1> in order not to obstruct the <ARG1>extradition</ARG1> process to Italy, which is where he has committed the most serious crimes,  he said.""]",0.0,Government Decision,Extradition Request,prevent,prevent,Government Decision prevent Extradition Request,
592,cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has taken steps to prevent the spread of corruption, including introducing new laws to regulate the use of public funds.","[""The government has <ARG0>taken steps</ARG0> to prevent the spread of <ARG1>Corruption</ARG1>, including introducing new laws to regulate the use of public funds.""]",0.0,Natural Disaster,Government Action,prevent,prevent,Natural Disaster prevent Government Action,
593,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has passed a resolution calling for an end to the use of nuclear weapons in all forms.,"[""The United Nations has passed a <ARG0>resolution</ARG0> calling for an <ARG1>end</ARG1> to the use of nuclear weapons in all forms.""]",0.0,International Agreement,Disarmament Efforts,enable,enable,International Agreement enable Disarmament Efforts,
594,cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of laws to protect the public from the misuse of data and information.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect the public from the <ARG1>Misuse</ARG1> of data and information.""]",0.0,Natural Disaster,Data Protection Regulation,prevent,prevent,Natural Disaster prevent Data Protection Regulation,
596,cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed economic sanctions on Cuba in an effort to prevent the government from further oppressing its citizens.,"[""The United States has imposed <ARG0>Economic sanctions</ARG0> on Cuba in an effort to prevent the government from further <ARG1>Oppressing</ARG1> its citizens.""]",0.0,Economic Sanctions,Government Oppression,prevent,prevent,Economic Sanctions prevent Government Oppression,
599,cnc,1.0,1.0,0.0,enable_1_1_0,The United States has introduced a new policy to ensure that all citizens have access to quality healthcare.,"[""The United States has introduced a new <ARG0>policy</ARG0> to ensure that all citizens have <ARG1>access</ARG1> to quality healthcare.""]",0.0,Natural Disaster,Healthcare Policy Change,enable,enable,Natural Disaster enable Healthcare Policy Change,
600,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Burundi in an effort to prevent further violence against civilians.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Burundi in an effort to prevent <ARG1>Further violence</ARG1> against civilians.""]",0.0,Arms Embargo,Violence Against Civilians,prevent,prevent,Arms Embargo prevent Violence Against Civilians,
601,cnc,1.0,1.0,0.0,enable_1_1_0,"Prime Minister Margaret Thatcher might be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a hostile takeover bid against Ford, while also providing financial incentives to Jaguar shareholders.","[""Prime Minister Margaret Thatcher might be <ARG0>receptive</ARG0> to any request by Jaguar Chairman Sir John Egan for the restriction s early removal to let GM amass more than 15% or mount a hostile <ARG1>takeover</ARG1> bid against Ford, while also providing financial incentives to Jaguar shareholders.""]",0.0,Government Policy Change,Hostile Takeover Attempt,enable,enable,Government Policy Change enable Hostile Takeover Attempt,
605,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed a travel ban on Iran in an effort to prevent the country from developing nuclear weapons.,"[""The United Nations has imposed a <ARG0>Travel ban</ARG0> on Iran in an effort to prevent the country from <ARG1>Developing nuclear weapons</ARG1>.""]",0.0,Economic Sanction,Nuclear Weapons Development,prevent,prevent,Economic Sanction prevent Nuclear Weapons Development,
606,cnc,1.0,1.0,0.0,prevent_1_1_0,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ","[""The White House yesterday disclosed that Kuwait s ousted government has formally asked the U.S. to enforce the total trade <ARG0>embargo</ARG0> the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships <ARG1>carrying</ARG1> Iraqi goods.""]",0.0,International Trade Policy Change,Embargo Enforcement,prevent,prevent,International Trade Policy Change prevent Embargo Enforcement,
607,cnc,1.0,1.0,0.0,enable_1_1_0,"""Amazon will help preserve MGM's heritage and catalog of films, and provide customers with greater access to these existing works.","[""Amazon will help preserve MGM s <ARG0>heritage</ARG0> and catalog of films, and provide customers with greater <ARG1>access</ARG1> to these existing works.""]",0.0,Acquisition,Content Distribution Expansion,enable,enable,Acquisition enable Content Distribution Expansion,
608,cnc,1.0,1.0,0.0,prevent_1_1_0,"The 51-year-old Italian still has a year left in his contract, but has been at loggerheads with the cash-strapped club's Chinese owners Suning over planned cost cutting which would prevent him building the team he wants to challenge at home and in Europe.","[""The 51-year-old Italian still has a year left in his contract, but has been at loggerheads with the cash-strapped club s Chinese owners Suning over planned <ARG0>cost cutting</ARG0> which would prevent him building the <ARG1>team</ARG1> he wants to challenge at home and in Europe.""]",0.0,Contract Dispute,Team Building/Roster Management,prevent,prevent,Contract Dispute prevent Team Building/Roster Management,
