corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,Event1_Type,Event2_Type,relation,stripped_index,type_relation,Max_Similarity,Relation
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of measures to prevent the spread of hate crimes.,"[""The government has implemented a series of <ARG0>measures</ARG0> to prevent the spread of <ARG1>hate crimes</ARG1>.""]",0.0,Natural Disaster,Social Policy Change,prevent,prevent,Natural Disaster prevent Social Policy Change,,
cnc,1.0,1.0,0.0,enable_1_1_0,The government has also announced plans to invest in infrastructure projects to improve transportation and communication networks.,"[""The government has also announced plans to <ARG0>invest</ARG0> in infrastructure projects to <ARG1>improve</ARG1> transportation and communication networks.""]",0.0,Natural Disaster,Infrastructure Development,enable,enable,Natural Disaster enable Infrastructure Development,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has implemented a series of measures to prevent the exploitation of natural resources, including increased monitoring of extractive industries and increased penalties for those who violate environmental regulations.","[""The government has implemented a series of measures to prevent the <ARG1>Exploitation</ARG1> of natural resources, including increased <ARG0>Monitoring</ARG0> of extractive industries and increased penalties for those who violate environmental regulations.""]",0.0,Natural Disaster,Regulatory Change,prevent,prevent,Natural Disaster prevent Regulatory Change,,
cnc,1.0,1.0,0.0,enable_1_1_0,The European Union has passed a new set of regulations to protect the environment from the effects of climate change.,"[""The European Union has passed a new set of <ARG0>regulations</ARG0> to <ARG1>protect</ARG1> the environment from the effects of climate change.""]",0.0,Environmental Policy Change,Regulation,enable,enable,Environmental Policy Change enable Regulation,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Yemen in an effort to prevent the country from becoming a safe haven for terrorists.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Yemen in an effort to prevent the country from <ARG1>becoming</ARG1> a safe haven for terrorists.""]",0.0,Economic Sanction,Terrorism Prevention,prevent,prevent,Economic Sanction prevent Terrorism Prevention,,
cnc,1.0,1.0,0.0,enable_1_1_0,The government has also announced that it will be introducing new tax incentives to encourage businesses to invest in research and development.,"[""The government has also announced that it will be introducing new <ARG0>tax incentives</ARG0> to encourage businesses to <ARG1>invest</ARG1> in research and development.""]",0.0,Economic Policy Change,Business Incentive,enable,enable,Economic Policy Change enable Business Incentive,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United States and its allies have imposed economic sanctions on Russia in an effort to prevent the country from interfering in other countries' affairs.,"[""The United States and its allies have imposed economic <ARG0>Sanctions</ARG0> on Russia in an effort to prevent the country from <ARG1>Interfering</ARG1> in other countries  affairs.""]",0.0,Economic Sanctions,Interference in Other Countries' Affairs,prevent,prevent,Economic Sanctions prevent Interference in Other Countries' Affairs,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United States has imposed tariffs on Chinese imports in an effort to protect American jobs and industries.,"[""The United States has imposed <ARG0>tariffs</ARG0> on Chinese imports in an effort to <ARG1>protect</ARG1> American jobs and industries.""]",0.0,Trade Policy Change,Economic Protectionism,enable,enable,Trade Policy Change enable Economic Protectionism,,
cnc,1.0,1.0,0.0,enable_1_1_0,"The United Nations has also taken a leading role in promoting global cooperation, and has sought to foster collaboration between nations to address global challenges.","[""The United Nations has also taken a leading <ARG0>role</ARG0> in promoting global cooperation, and has sought to <ARG1>foster</ARG1> collaboration between nations to address global challenges.""]",0.0,Natural Disaster,International Cooperation and Diplomacy,enable,enable,Natural Disaster enable International Cooperation and Diplomacy,,
cnc,1.0,1.0,0.0,enable_1_1_0,Chelsea were given a Champions League final fitness boost on Wednesday as France midfielder N'Golo Kante and Senegal goalkeeper Edouard Mendy returned to training.,"[""<ARG0>Chelsea</ARG0> were given a Champions League final fitness boost on Wednesday as France midfielder N Golo Kante and Senegal goalkeeper Edouard Mendy returned to <ARG1>training</ARG1>.""]",0.0,Sports Injury Update,Team Training Update,enable,enable,Sports Injury Update enable Team Training Update,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has passed a resolution condemning the human rights abuses in Myanmar.,"[""The United Nations has passed a <ARG0>resolution</ARG0> <ARG1>condemning</ARG1> the human rights abuses in Myanmar.""]",0.0,Human Rights Violation,International Condemnation,enable,enable,Human Rights Violation enable International Condemnation,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has adopted a new resolution that requires all member states to ensure that their armed forces are compliant with international humanitarian law.,"[""The United Nations has <ARG0>adopted</ARG0> a new resolution that requires all member states to <ARG1>ensure</ARG1> that their armed forces are compliant with international humanitarian law.""]",0.0,International Agreement,Military Compliance,enable,enable,International Agreement enable Military Compliance,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an embargo on certain countries in an effort to prevent the spread of organized crime.,"[""The United Nations has imposed an <ARG0>Embargo</ARG0> on certain countries in an effort to prevent the spread of organized <ARG1>Crime</ARG1>.""]",0.0,Natural Disaster,International Intervention,prevent,prevent,Natural Disaster prevent International Intervention,,
cnc,1.0,1.0,0.0,enable_1_1_0,The government has also announced plans to introduce a new tax on luxury goods to help fund public services.,"[""The government has also announced <ARG0>plans</ARG0> to introduce a new tax on luxury goods to help <ARG1>fund</ARG1> public services.""]",0.0,Government Policy Change,Taxation Change,enable,enable,Government Policy Change enable Taxation Change,,
cnc,1.0,1.0,0.0,enable_1_1_0,"After a female stork was electrocuted on a power line, the inhabitants of a village in the Czech Republic decided to rally to help her partner and their four hatchlings in order to save them.","[""After a female stork was <ARG0>electrocuted</ARG0> on a power line, the inhabitants of a village in the Czech Republic decided to rally to help her partner and their four hatchlings in order to <ARG1>save</ARG1> them.""]",0.0,Natural Disaster,Humanitarian Effort,enable,enable,Natural Disaster enable Humanitarian Effort,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Libya in an effort to prevent further violence in the region.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Libya in an effort to prevent further <ARG1>Violence</ARG1> in the region.""]",0.0,Arms Embargo,Violence in Libya,prevent,prevent,Arms Embargo prevent Violence in Libya,,
cnc,1.0,1.0,0.0,prevent_1_1_0,Thousands of Australian Rules football fans were told to self-isolate and get tested for coronavirus Wednesday after an infected spectator attended a match in Melbourne and the city raced to avoid another lockdown.,"[""Thousands of Australian Rules football fans were told to <ARG0>self-isolate</ARG0> and get tested for coronavirus Wednesday after an infected spectator attended a match in Melbourne and the city raced to avoid another <ARG1>lockdown</ARG1>.""]",0.0,Health Crisis,Government Response to Health Crisis,prevent,prevent,Health Crisis prevent Government Response to Health Crisis,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Somalia in an effort to prevent the country from engaging in further acts of terrorism.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Somalia in an effort to prevent the country from engaging in further acts of <ARG1>Terrorism</ARG1>.""]",0.0,Economic Sanction,Counter-Terrorism Measure,prevent,prevent,Economic Sanction prevent Counter-Terrorism Measure,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Syria in an effort to prevent the spread of chemical weapons.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Syria in an effort to prevent the <ARG1>Spread</ARG1> of chemical weapons.""]",0.0,Arms Embargo,Chemical Weapons Proliferation,prevent,prevent,Arms Embargo prevent Chemical Weapons Proliferation,,
cnc,1.0,1.0,0.0,enable_1_1_0,The government has also announced a new policy that will provide subsidies for businesses to invest in green energy sources.,"[""The government has also announced a new policy that will provide <ARG0>subsidies</ARG0> for businesses to <ARG1>invest</ARG1> in green energy sources.""]",0.0,Government Subsidy,Investment in Green Energy,enable,enable,Government Subsidy enable Investment in Green Energy,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Yemen in an effort to prevent the country from destabilizing the region.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Yemen in an effort to prevent the country from <ARG1>Destabilizing</ARG1> the region.""]",0.0,Economic Sanction,Political Instability,prevent,prevent,Economic Sanction prevent Political Instability,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has implemented a series of measures to prevent the illegal exploitation of labor, including increased inspections and penalties.","[""The government has implemented a series of measures to prevent the illegal <ARG1>Exploitation</ARG1> of labor, including increased <ARG0>Inspections</ARG0> and penalties.""]",0.0,Regulatory Enforcement,Labor Exploitation,prevent,prevent,Regulatory Enforcement prevent Labor Exploitation,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the government from developing nuclear weapons.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on North Korea in an effort to prevent the government from <ARG1>Developing nuclear weapons</ARG1>.""]",0.0,Economic Sanction,Nuclear Weapons Development,prevent,prevent,Economic Sanction prevent Nuclear Weapons Development,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has adopted a resolution to combat climate change and reduce global emissions.,"[""The United Nations has adopted a <ARG0>resolution</ARG0> to <ARG1>combat</ARG1> climate change and reduce global emissions.""]",0.0,Government Policy Change,International Agreement,enable,enable,Government Policy Change enable International Agreement,,
cnc,1.0,1.0,0.0,enable_1_1_0,The European Union has passed a law to protect the rights of refugees and asylum seekers.,"[""The European Union has passed a <ARG0>law</ARG0> to <ARG1>protect</ARG1> the rights of refugees and asylum seekers.""]",0.0,Legal Change,Human Rights Protection,enable,enable,Legal Change enable Human Rights Protection,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from developing chemical weapons.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Syria in an effort to prevent the country from developing <ARG1>Chemical weapons</ARG1>.""]",0.0,Economic Sanction,Weapons Proliferation,prevent,prevent,Economic Sanction prevent Weapons Proliferation,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed sanctions on certain countries in an effort to prevent the development of cyber weapons.,"[""The United States has imposed <ARG0>Sanctions</ARG0> on certain countries in an effort to prevent the development of <ARG1>Cyber weapons</ARG1>.""]",0.0,Natural Disaster,Economic Sanctions,prevent,prevent,Natural Disaster prevent Economic Sanctions,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government is sharpening its newest weapon against white-collar defendants: the power to prevent them from paying their legal bills.,"[""The government is <ARG0>sharpening</ARG0> its newest weapon against white-collar defendants: the power to prevent them from <ARG1>paying</ARG1> their legal bills.""]",0.0,Legal Change,Economic Policy Change,prevent,prevent,Legal Change prevent Economic Policy Change,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has passed a resolution to promote the rights of persons with disabilities.,"[""The United Nations has passed a <ARG0>resolution</ARG0> to <ARG1>promote</ARG1> the rights of persons with disabilities.""]",0.0,Natural Disaster,Human Rights Development,enable,enable,Natural Disaster enable Human Rights Development,,
cnc,1.0,1.0,0.0,enable_1_1_0,The government has also promised to invest in education and training to ensure that Canadians have the skills they need to succeed in the 21st century.,"[""The government has also promised to <ARG0>invest</ARG0> in education and training to ensure that Canadians have the skills they need to <ARG1>succeed</ARG1> in the 21st century.""]",0.0,Education Policy Change,Economic Development Initiative,enable,enable,Education Policy Change enable Economic Development Initiative,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has passed a resolution calling for an end to the use of child soldiers in conflict zones.,"[""The United Nations has passed a <ARG0>resolution</ARG0> calling for an <ARG1>end</ARG1> to the use of child soldiers in conflict zones.""]",0.0,Humanitarian Intervention,End of a Controversial Practice,enable,enable,Humanitarian Intervention enable End of a Controversial Practice,,
cnc,1.0,1.0,0.0,enable_1_1_0,Each right entitles the shareholder  to buy $100 face amount of 13.5% bonds due 1993 and warrants  to buy 23.5 common shares at 30 cents a share.,"[""Each <ARG0>right</ARG0> entitles the shareholder  to <ARG1>buy</ARG1> $100 face amount of 13.5% bonds due 1993 and warrants  to <ARG1>buy</ARG1> 23.5 common shares at 30 cents a share.""]",0.0,,,enable,enable,nan enable nan,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has passed a resolution calling for an end to the use of cluster bombs in conflict zones.,"[""The United Nations has passed a <ARG0>resolution</ARG0> calling for an <ARG1>end</ARG1> to the use of cluster bombs in conflict zones.""]",0.0,Weapons Ban,"<re.Match object; span=(1267, 1292), match='Event 2 Type: Weapons Ban'>",enable,enable,"Weapons Ban enable <re.Match object; span=(1267, 1292), match='Event 2 Type: Weapons Ban'>",,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the country from committing human rights abuses.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Sudan in an effort to prevent the country from committing human rights <ARG1>Abuses</ARG1>.""]",0.0,Human Rights Abuses,"<re.Match object; span=(1274, 1307), match='Event 2 Type: Human Rights Abuses'>",prevent,prevent,"Human Rights Abuses prevent <re.Match object; span=(1274, 1307), match='Event 2 Type: Human Rights Abuses'>",,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of laws to prevent the illegal trade of endangered species.,"[""The government has implemented a series of <ARG0>laws</ARG0> to prevent the <ARG1>illegal trade</ARG1> of endangered species.""]",0.0,Natural Disaster,Regulatory Change,prevent,prevent,Natural Disaster prevent Regulatory Change,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has passed a resolution calling for an end to the violence in Yemen.,"[""The United Nations has passed a <ARG0>resolution</ARG0> calling for an <ARG1>end</ARG1> to the violence in Yemen.""]",0.0,Natural Disaster,Political Decision,enable,enable,Natural Disaster enable Political Decision,,
cnc,1.0,1.0,0.0,enable_1_1_0,The government has also announced that it will be introducing new subsidies to support research and development in the field of clean energy.,"[""The government has also announced that it will be introducing new <ARG0>subsidies</ARG0> to <ARG1>support</ARG1> research and development in the field of clean energy.""]",0.0,Support for Research and Development,"<re.Match object; span=(1296, 1346), match='Event 2 Type: Support for Research and Developmen>",enable,enable,"Support for Research and Development enable <re.Match object; span=(1296, 1346), match='Event 2 Type: Support for Research and Developmen>",,
cnc,1.0,1.0,0.0,enable_1_1_0,The Canadian government has announced a new program to provide free tuition for post-secondary students from low-income families.,"[""The Canadian government has announced a new <ARG0>program</ARG0> to provide free <ARG1>tuition</ARG1> for post-secondary students from low-income families.""]",0.0,Education Policy Change,"<re.Match object; span=(1336, 1373), match='Event 2 Type: Education Policy Change'>",enable,enable,"Education Policy Change enable <re.Match object; span=(1336, 1373), match='Event 2 Type: Education Policy Change'>",,
cnc,1.0,1.0,0.0,enable_1_1_0,Each right entitles the shareholder  to buy $100 face amount of 13.5% bonds due 1993 and warrants  to buy 23.5 common shares at 30 cents a share.,"[""Each <ARG0>right</ARG0> entitles the shareholder  to <ARG1>buy</ARG1> $100 face amount of 13.5% bonds due 1993 and warrants  to <ARG1>buy</ARG1> 23.5 common shares at 30 cents a share.""]",0.0,,,enable,enable,nan enable nan,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has passed a resolution calling for an end to the use of cluster bombs in conflict zones.,"[""The United Nations has passed a <ARG0>resolution</ARG0> calling for an <ARG1>end</ARG1> to the use of cluster bombs in conflict zones.""]",0.0,International Agreement,Weapons Ban,enable,enable,International Agreement enable Weapons Ban,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the country from committing human rights abuses.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Sudan in an effort to prevent the country from committing human rights <ARG1>Abuses</ARG1>.""]",0.0,Arms Embargo,Human Rights Abuses,prevent,prevent,Arms Embargo prevent Human Rights Abuses,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of laws to prevent the illegal trade of endangered species.,"[""The government has implemented a series of <ARG0>laws</ARG0> to prevent the <ARG1>illegal trade</ARG1> of endangered species.""]",0.0,Natural Disaster,Regulatory Change,prevent,prevent,Natural Disaster prevent Regulatory Change,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has passed a resolution calling for an end to the violence in Yemen.,"[""The United Nations has passed a <ARG0>resolution</ARG0> calling for an <ARG1>end</ARG1> to the violence in Yemen.""]",0.0,Natural Disaster,Political Decision,enable,enable,Natural Disaster enable Political Decision,,
cnc,1.0,1.0,0.0,enable_1_1_0,The government has also announced that it will be introducing new subsidies to support research and development in the field of clean energy.,"[""The government has also announced that it will be introducing new <ARG0>subsidies</ARG0> to <ARG1>support</ARG1> research and development in the field of clean energy.""]",0.0,Government Subsidy,Support for Research and Development,enable,enable,Government Subsidy enable Support for Research and Development,,
cnc,1.0,1.0,0.0,enable_1_1_0,The Canadian government has announced a new program to provide free tuition for post-secondary students from low-income families.,"[""The Canadian government has announced a new <ARG0>program</ARG0> to provide free <ARG1>tuition</ARG1> for post-secondary students from low-income families.""]",0.0,Social Welfare Policy Change,Education Policy Change,enable,enable,Social Welfare Policy Change enable Education Policy Change,,
cnc,1.0,1.0,0.0,enable_1_1_0,Banks using The Temenos Banking Cloud have benefited from instant and massive scalability.,"[""Banks using The Temenos Banking <ARG0>cloud</ARG0> have benefited from instant and massive <ARG1>scalability</ARG1>.""]",0.0,Natural Disaster,Technological Advancement,enable,enable,Natural Disaster enable Technological Advancement,,
cnc,1.0,1.0,0.0,enable_1_1_0,The government has also announced that it will be introducing new measures to reduce poverty and inequality.,"[""The government has also announced that it will be introducing new <ARG0>measures</ARG0> to <ARG1>reduce</ARG1> poverty and inequality.""]",0.0,Natural Disaster,Social Welfare Policy Change,enable,enable,Natural Disaster enable Social Welfare Policy Change,,
cnc,1.0,1.0,0.0,enable_1_1_0,The World Trade Organization has adopted a new agreement to reduce tariffs and other barriers to trade.,"[""The World Trade Organization has <ARG0>adopted</ARG0> a new agreement to <ARG1>reduce</ARG1> tariffs and other barriers to trade.""]",0.0,Natural Disaster,Trade Agreement,enable,enable,Natural Disaster enable Trade Agreement,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United Kingdom has launched a new initiative to help reduce greenhouse gas emissions and combat climate change.,"[""The United Kingdom has launched a new <ARG0>initiative</ARG0> to help <ARG1>reduce</ARG1> greenhouse gas emissions and combat climate change.""]",0.0,Natural Disaster,Environmental Policy Change,enable,enable,Natural Disaster enable Environmental Policy Change,,
cnc,1.0,1.0,0.0,prevent_1_1_0,LIN Broadcasting surged 4 5/8 to 112 5/8; LIN and BellSouth sweetened their merger agreement in an attempt to keep shareholders from tendering their shares to McCaw Cellular Communications.,"[""LIN Broadcasting surged 4 5/8 to 112 5/8; LIN and BellSouth <ARG0>sweetened</ARG0> their merger agreement in an attempt to keep shareholders from <ARG1>tendering</ARG1> their shares to McCaw Cellular Communications.""]",0.0,Merger and Acquisition,Shareholder Activism,prevent,prevent,Merger and Acquisition prevent Shareholder Activism,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of laws to protect the environment from pollution.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect the environment from <ARG1>Pollution</ARG1>.""]",0.0,Natural Disaster,Environmental Regulation,prevent,prevent,Natural Disaster prevent Environmental Regulation,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of measures to prevent the exploitation of vulnerable populations.,"[""The government has implemented a series of <ARG0>measures</ARG0> to prevent the <ARG1>exploitation</ARG1> of vulnerable populations.""]",0.0,Natural Disaster,Social Policy Change,prevent,prevent,Natural Disaster prevent Social Policy Change,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed sanctions on Russia in an effort to prevent the country from interfering in other countries' elections.,"[""The United States has imposed <ARG0>Sanctions</ARG0> on Russia in an effort to prevent the country from <ARG1>Interfering</ARG1> in other countries  elections.""]",0.0,Economic Sanctions,Election Interference,prevent,prevent,Economic Sanctions prevent Election Interference,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The company's lawyers told the court that Thales never paid bribes to Zuma in order to prevent any investigation into the arms sale.,"[""The company s lawyers <ARG0>told</ARG0> the court that Thales never paid bribes to Zuma in order to prevent any <ARG1>investigation</ARG1> into the arms sale.""]",0.0,Natural Disaster,Legal Dispute,prevent,prevent,Natural Disaster prevent Legal Dispute,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"Australia has largely been successful in curbing the spread of the virus, in part through strict border controls that limit flights from overseas and require most travellers to isolate for 14 days on arrival.","[""Australia has largely been successful in curbing the <ARG1>spread</ARG1> of the virus, in part through strict border <ARG0>controls</ARG0> that limit flights from overseas and require most travellers to isolate for 14 days on arrival.""]",0.0,Natural Disaster,Public Health Achievement,prevent,prevent,Natural Disaster prevent Public Health Achievement,,
cnc,1.0,1.0,0.0,enable_1_1_0,"The European Union has adopted a new policy to combat climate change, which includes a commitment to reduce greenhouse gas emissions by 40% by","[""The European Union has adopted a new <ARG0>policy</ARG0> to combat climate change, which includes a commitment to <ARG1>reduce</ARG1> greenhouse gas emissions by 40% by""]",0.0,Environmental Policy Change,Greenhouse Gas Emissions Reduction Commitment,enable,enable,Environmental Policy Change enable Greenhouse Gas Emissions Reduction Commitment,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has implemented a series of measures to prevent the spread of corruption, including increased monitoring of public officials and increased penalties for those who engage in corrupt activities.","[""The government has implemented a series of measures to prevent the spread of <ARG1>Corruption</ARG1>, including increased <ARG0>Monitoring</ARG0> of public officials and increased penalties for those who engage in corrupt activities.""]",0.0,Natural Disaster,Anti-Corruption Measures,prevent,prevent,Natural Disaster prevent Anti-Corruption Measures,,
cnc,1.0,1.0,0.0,enable_1_1_0,The government has also announced that it will be introducing new regulations to ensure the safety and security of the financial system.,"[""The government has also announced that it will be introducing new <ARG0>regulations</ARG0> to ensure the <ARG1>safety</ARG1> and security of the financial system.""]",0.0,Regulatory Change,Safety and Security Measure,enable,enable,Regulatory Change enable Safety and Security Measure,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"Ukraine, which applied to join the US-led alliance in 2008, is pressing Western powers for more support as it seeks to deter any new aggression from Moscow.","[""Ukraine, which applied to join the US-led alliance in 2008, is pressing Western powers for more <ARG0>support</ARG0> as it seeks to deter any new <ARG1>aggression</ARG1> from Moscow.""]",0.0,Natural Disaster,International Relations Development,prevent,prevent,Natural Disaster prevent International Relations Development,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has adopted a resolution to promote gender equality and empower women and girls around the world.,"[""The United Nations has adopted a <ARG0>resolution</ARG0> to <ARG1>promote</ARG1> gender equality and empower women and girls around the world.""]",0.0,International Agreement,Gender Equality Initiative,enable,enable,International Agreement enable Gender Equality Initiative,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has implemented a series of measures to prevent the exploitation of workers, including increased monitoring of labor practices and increased penalties for employers who violate labor laws.","[""The government has implemented a series of measures to prevent the <ARG1>Exploitation</ARG1> of workers, including increased <ARG0>Monitoring</ARG0> of labor practices and increased penalties for employers who violate labor laws.""]",0.0,Natural Disaster,Labor Rights Protection,prevent,prevent,Natural Disaster prevent Labor Rights Protection,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on South Sudan in an effort to prevent the country from destabilizing the region.,"[""The United Nations has imposed an arms <ARG0>embargo</ARG0> on South Sudan in an effort to prevent the country from <ARG1>destabilizing</ARG1> the region.""]",0.0,Economic Sanction,Political Instability,prevent,prevent,Economic Sanction prevent Political Instability,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has declared a new resolution to end the conflict in the Middle East.,"[""The United Nations has declared a new <ARG0>resolution</ARG0> to <ARG1>end</ARG1> the conflict in the Middle East.""]",0.0,Natural Disaster,Political Resolution,enable,enable,Natural Disaster enable Political Resolution,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed economic sanctions on a country in an effort to prevent it from supporting terrorist activities.,"[""The United Nations has imposed economic <ARG0>sanctions</ARG0> on a country in an effort to prevent it from supporting <ARG1>terrorist</ARG1> activities.""]",0.0,Economic Sanctions,Terrorist Activities,prevent,prevent,Economic Sanctions prevent Terrorist Activities,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of measures to prevent the spread of cybercrime.,"[""The government has implemented a series of <ARG0>measures</ARG0> to prevent the spread of <ARG1>cybercrime</ARG1>.""]",0.0,Natural Disaster,Government Initiative,prevent,prevent,Natural Disaster prevent Government Initiative,,
cnc,1.0,1.0,0.0,enable_1_1_0,"Milan are set to secure his replacement, so the Lille goalkeeper Mike Maignan underwent a medical with the 'Rossoneri' on Tuesday ahead of a move from the newly-crowned French champions.","[""<ARG0>Milan</ARG0> are set to secure his replacement, so the Lille goalkeeper Mike Maignan underwent a <ARG1>medical</ARG1> with the  Rossoneri  on Tuesday ahead of a move from the newly-crowned French champions.""]",0.0,Transfer,Medical Examination,enable,enable,Transfer enable Medical Examination,,
cnc,1.0,1.0,0.0,enable_1_1_0,The government has also announced a new policy that will provide tax incentives for businesses to invest in research and development.,"[""The government has also announced a new policy that will provide <ARG0>tax incentives</ARG0> for businesses to <ARG1>invest</ARG1> in research and development.""]",0.0,Economic Policy Change,Business Investment Incentive,enable,enable,Economic Policy Change enable Business Investment Incentive,,
cnc,1.0,1.0,0.0,enable_1_1_0,The African Union has adopted a new strategy to promote regional integration and economic development.,"[""The African Union has <ARG0>adopted</ARG0> a new strategy to <ARG1>promote</ARG1> regional integration and economic development.""]",0.0,Natural Disaster,Policy Change,enable,enable,Natural Disaster enable Policy Change,,
cnc,1.0,1.0,0.0,enable_1_1_0,"The firm provides equity research, sales and trading, private and public capital raising as well as M&A services to help in the growth of companies and their investors.","[""The firm provides equity research, sales and trading, private and public capital raising as well as M&A <ARG0>services</ARG0> to help in the <ARG1>growth</ARG1> of companies and their investors.""]",0.0,Natural Disaster,Business Service Launch,enable,enable,Natural Disaster enable Business Service Launch,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has also adopted a resolution to promote the protection of the environment and combat climate change.,"[""The United Nations has also adopted a <ARG0>resolution</ARG0> to <ARG1>promote</ARG1> the protection of the environment and combat climate change.""]",0.0,International Agreement,Environmental Policy Change,enable,enable,International Agreement enable Environmental Policy Change,,
cnc,1.0,1.0,0.0,enable_1_1_0,The International Monetary Fund has passed a resolution to increase the amount of foreign aid it provides to developing countries.,"[""The International Monetary Fund has passed a <ARG0>resolution</ARG0> to <ARG1>increase</ARG1> the amount of foreign aid it provides to developing countries.""]",0.0,Natural Disaster,Policy Change,enable,enable,Natural Disaster enable Policy Change,,
cnc,1.0,1.0,0.0,enable_1_1_0,"The Canadian government has announced a new program to help low-income families with the cost of childcare, providing up to $1000 per year in assistance for those who qualify.","[""The Canadian government has announced a new <ARG0>program</ARG0> to <ARG1>help</ARG1> low-income families with the cost of childcare, providing up to $1000 per year in assistance for those who qualify.""]",0.0,Social Welfare Policy Change,Financial Assistance Program,enable,enable,Social Welfare Policy Change enable Financial Assistance Program,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of laws to protect the public from the abuse of power by public officials.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect the public from the <ARG1>Abuse</ARG1> of power by public officials.""]",0.0,Natural Disaster,Government Regulation,prevent,prevent,Natural Disaster prevent Government Regulation,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has passed legislation to prevent companies from exploiting workers by paying them below minimum wage.,"[""The government has passed <ARG0>legislation</ARG0> to prevent companies from <ARG1>exploiting</ARG1> workers by paying them below minimum wage.""]",0.0,Government Regulation,Labor Exploitation,prevent,prevent,Government Regulation prevent Labor Exploitation,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of regulations to prevent companies from engaging in unethical labor practices.,"[""The government has implemented a series of <ARG0>Regulations</ARG0> to prevent companies from engaging in <ARG1>Unethical</ARG1> labor practices.""]",0.0,Natural Disaster,Regulatory Change,prevent,prevent,Natural Disaster prevent Regulatory Change,,
