context,triplets
`` This strike is causing huge disruptions and all because of a one percent wage increase .,<triplet> a one percent wage increase <subj> This strike <obj> cause
`` This strike is causing huge disruptions and all because of a one percent wage increase .,<triplet> This strike <subj> huge disruptions <obj> cause
"“ A priest who addressed the agitation against the airport raised the baseless argument that Kuttanad will be destroyed if the airport comes up in Aranmula , which is factually incorrect , ” the Metropolitan said .",<triplet> the airport comes up in Aranmula <subj> Kuttanad will be destroyed <obj> cause
"Whether it is the recent demonstrations against a nuclear power plant in Jaitapur in Maharashtra or the earlier outbreaks in Singur and Nandigram in West Bengal , the matter of relief and rehabilitation was left to the state governments according to a well-established practice .",<triplet> against a nuclear power plant in Jaitapur in Maharashtra <subj> the recent demonstrations <obj> cause
"Whether it is the recent demonstrations against a nuclear power plant in Jaitapur in Maharashtra or the earlier outbreaks in Singur and Nandigram in West Bengal , the matter of relief and rehabilitation was left to the state governments according to a well-established practice .",<triplet> a well-established practice <subj> the matter of relief and rehabilitation was left to the state governments <obj> cause
"""The longer-term results from the ANDROMEDA study show sustained overall deep haematologic responses and further establish the potential of the subcutaneous formulation of daratumumab as a new treatment regimen in patients with AL amyloidosis, and I'm also encouraged to see additional investigational data showing cardiac and renal responses in these patients.""",<triplet> results <subj> treatment <obj> enable
"MGM Grand Inc. has agreed to pay $93 million and nearly 1.8 million common shares to buy 117 acres of land along the Las Vegas, Nev., Strip as a site for its planned movie-studio and theme-park resort.    ",<triplet> pay <subj> buy <obj> cause
"Up until midnight police were far more restrained with their use of force , having been criticised for their actions against protesters at a smaller protest on 12 June , when they fired 150 rounds of teargas and rubber bullets , and videos of police beating and pepper-spraying unarmed protesters circulated over the internet .",<triplet> having been criticised for their actions against protesters at a smaller protest on 12 June <subj> Up until midnight police were far more restrained with their use of force <obj> cause
"Up until midnight police were far more restrained with their use of force , having been criticised for their actions against protesters at a smaller protest on 12 June , when they fired 150 rounds of teargas and rubber bullets , and videos of police beating and pepper-spraying unarmed protesters circulated over the internet .","<triplet> they fired 150 rounds of teargas and rubber bullets , and videos of police beating and pepper-spraying unarmed protesters circulated over the internet <subj> having been criticised for their actions against protesters at a smaller protest on 12 June <obj> cause"
"TAMIL NADU Police denies permission for fast April 01 , 2006 00:00 IST Staff Reporter UDUMALPET : The announcement of candidates for Udumalpet constituency by the ruling All India Anna Dravida Munnetra Kazhagam and the opposition Dravida Munnetra Kazhagam drew protest from a section of partymen .",<triplet> The announcement of candidates for Udumalpet constituency by the ruling All India Anna Dravida Munnetra Kazhagam and the opposition Dravida Munnetra Kazhagam <subj> drew protest from a section of partymen <obj> cause
"The people who disrupted a funeral address by President Thabo Mbeki on Saturday will be barred from ever attending another ANC meeting if they can be identified , the party 's secretary general Kgalema Motlanthe said on Sunday .",<triplet> they can be identified <subj> The people who disrupted a funeral address by President Thabo Mbeki on Saturday will be barred from ever attending another ANC meeting <obj> cause
Today 's Paper Congress march flagged off On the march : Leader of the Opposition Oommen Chandy handing over the Congress flag to KPCC president Ramesh Chennithala to inaugurate the ‘ Kerala Raksha March ’ at Hosangadi in Kasaragod district on Monday .,<triplet> to inaugurate the ‘ Kerala Raksha March ’ at Hosangadi in Kasaragod district on Monday <subj> Leader of the Opposition Oommen Chandy handing over the Congress flag to KPCC president Ramesh Chennithala <obj> cause
"Japan's unemployment rate fell below 5 per cent for the first time in a year in January, according to data released on Tuesday, as strong exports fed into a strengthening economic recovery.",<triplet> fell <subj> fed <obj> cause
The Supreme Court statement was issued as Prime Minister Pedro Sanchez's government was gearing up to grant a pardon to the separatists as a way of advancing talks over the Catalan separatist crisis.,<triplet> government <subj> talks <obj> enable
"Meanwhile , the four-day bandh call given by Maoists in Malkangiri and adjoining Koraput district demanding halt to police action and alleged atrocity against tribals had entered the third today affecting normal life in Maoist hinterlands including Padia , Kalimela and Motu areas .",<triplet> demanding halt to police action and alleged atrocity against tribals <subj> the four-day bandh call given by Maoists in Malkangiri and adjoining Koraput district <obj> cause
"Meanwhile , the four-day bandh call given by Maoists in Malkangiri and adjoining Koraput district demanding halt to police action and alleged atrocity against tribals had entered the third today affecting normal life in Maoist hinterlands including Padia , Kalimela and Motu areas .","<triplet> the four-day bandh call given by Maoists in Malkangiri and adjoining Koraput district demanding halt to police action and alleged atrocity against tribals had entered the third today <subj> affecting normal life in Maoist hinterlands including Padia , Kalimela and Motu areas <obj> cause"
"Delhi BJP Protests Against Power Tariff Hike 01st February 2014 02:07 PM Criticising the Delhi government for its failure to check power tariff hike , the Bharatiya Janata Party ( BJP ) Saturday protested against the hike in the national capital .",<triplet> its failure to check power tariff hike <subj> Criticising the Delhi government <obj> cause
"Delhi BJP Protests Against Power Tariff Hike 01st February 2014 02:07 PM Criticising the Delhi government for its failure to check power tariff hike , the Bharatiya Janata Party ( BJP ) Saturday protested against the hike in the national capital .",<triplet> against the hike in the national capital <subj> the Bharatiya Janata Party ( BJP ) Saturday protested <obj> cause
"The fresh clash came a day after over 22 people , including five media men and 11 security personnel with an officer among them , were injured last night when students agitating over creation of a separate Telangana hurled stones at them on the Osmania University campus prompting them to use force to quell the mob .","<triplet> students agitating over creation of a separate Telangana hurled stones at them on the Osmania University campus prompting them to use force to quell the mob <subj> over 22 people , including five media men and 11 security personnel with an officer among them , were injured last night <obj> cause"
"The fresh clash came a day after over 22 people , including five media men and 11 security personnel with an officer among them , were injured last night when students agitating over creation of a separate Telangana hurled stones at them on the Osmania University campus prompting them to use force to quell the mob .",<triplet> students agitating over creation of a separate Telangana hurled stones at them on the Osmania University campus <subj> them to use force <obj> cause
"The fresh clash came a day after over 22 people , including five media men and 11 security personnel with an officer among them , were injured last night when students agitating over creation of a separate Telangana hurled stones at them on the Osmania University campus prompting them to use force to quell the mob .",<triplet> to quell the mob <subj> them to use force <obj> cause
Six protesters were injured in the firing .,<triplet> the firing <subj> Six protesters were injured <obj> cause
"Taken together, the worries prompted a broad sell-off of stocks. ",<triplet> worries <subj> sell-off <obj> cause
The attacks resulted in over 250 deaths and injuries to more than 700 people .,<triplet> The attacks <subj> over 250 deaths and injuries to more than 700 people <obj> cause
"The earlier reports of rivalry among nursing homes resulting in the explosion , have now been ruled out .",<triplet> rivalry among nursing homes <subj> resulting in the explosion <obj> cause
"The Saudis even have in their possession 48 Kuwaiti jet fighters, virtually the entire Kuwaiti air force, which managed to escape the Iraqi invasion, Saudi officials said. ",<triplet> possession <subj> escape <obj> cause
This was after the Student Representative Council and management clashed over how to deal with rising student debt .,<triplet> how to deal with rising student debt <subj> the Student Representative Council and management clashed <obj> cause
"They are : 1 ) East Fort - Eanchakkal - Bypass - Kazhakoottam - Pothencode - Venjarammoodu - Vembayam - Palayam - East Fort Three VSDP activists were held by the police for attempting to disrupt the flag off function of Rajadhani , the ring road service of KSRTC .","<triplet> attempting to disrupt the flag off function of Rajadhani , the ring road service of KSRTC <subj> Three VSDP activists were held by the police <obj> cause"
A former state minister was also booked for inciting violence .,<triplet> inciting violence <subj> A former state minister was also booked <obj> cause
"The stadium is one of a growing list of venues across Melbourne visited by positive cases, leaving state health officials rushing to test and trace across the city of five million, which endured a devastating four-month lockdown after an outbreak last year.",<triplet> cases <subj> test <obj> enable
Analysts say the mainland public has taken to such protests because they lack adequate channels to express their concerns about environmental risks posed by massive industrial projects .,<triplet> they lack adequate channels to express their concerns about environmental risks posed by massive industrial projects <subj> the mainland public has taken to such protests <obj> cause
Analysts say the mainland public has taken to such protests because they lack adequate channels to express their concerns about environmental risks posed by massive industrial projects .,<triplet> massive industrial projects <subj> environmental risks <obj> cause
Traders pulled down their shutters to join the statewide agitation to oppose the State Government 's move to amend the APMC Act on Friday .,<triplet> to join the statewide agitation <subj> Traders pulled down their shutters <obj> cause
Traders pulled down their shutters to join the statewide agitation to oppose the State Government 's move to amend the APMC Act on Friday .,<triplet> to oppose the State Government 's move <subj> to join the statewide agitation <obj> cause
Traders pulled down their shutters to join the statewide agitation to oppose the State Government 's move to amend the APMC Act on Friday .,<triplet> to amend the APMC Act on Friday <subj> the State Government 's move <obj> cause
The clash left at least three students injured .,<triplet> The clash <subj> left at least three students injured <obj> cause
"Three killed in Maoist attack in Jharkhand - Indian Express Agencies , Agencies : Chatra ( Jharkhand ) , Tue Oct 20 2009 , 09:41 hrs Three persons , including the head of a naxal outfit , were killed and six others critically injured when Maoists attacked at Rajpur in the district in the wee hours on Tuesday .","<triplet> Maoists attacked at Rajpur in the district in the wee hours on Tuesday <subj> Three persons , including the head of a naxal outfit , were killed and six others critically injured <obj> cause"
"`` In recent weeks , residents invaded land in the area and to curb the mushrooming of structures on the land , the municipality obtained a court order to remove the land invaders .",<triplet> to curb the mushrooming of structures on the land <subj> the municipality obtained a court order to remove the land invaders <obj> cause
"`` In recent weeks , residents invaded land in the area and to curb the mushrooming of structures on the land , the municipality obtained a court order to remove the land invaders .",<triplet> to remove the land invaders <subj> the municipality obtained a court order <obj> cause
"Sangram ends fast at Pyari ’ s request 17th December 2012 11:41 AM After all the talks of injustice and fabricated charges over which Sangram Mohanty took to hunger strike in R Udaygiri jail , it took a letter of five sentences from Odisha Jan Morcha ( OJM ) leader Pyarimohan Mohapatra to call off the agitation on Sunday .",<triplet> at Pyari ’ s request <subj> Sangram ends fast <obj> cause
"Sangram ends fast at Pyari ’ s request 17th December 2012 11:41 AM After all the talks of injustice and fabricated charges over which Sangram Mohanty took to hunger strike in R Udaygiri jail , it took a letter of five sentences from Odisha Jan Morcha ( OJM ) leader Pyarimohan Mohapatra to call off the agitation on Sunday .",<triplet> all the talks of injustice and fabricated charges <subj> Sangram Mohanty took to hunger strike in R Udaygiri jail <obj> cause
"Sangram ends fast at Pyari ’ s request 17th December 2012 11:41 AM After all the talks of injustice and fabricated charges over which Sangram Mohanty took to hunger strike in R Udaygiri jail , it took a letter of five sentences from Odisha Jan Morcha ( OJM ) leader Pyarimohan Mohapatra to call off the agitation on Sunday .",<triplet> to call off the agitation on Sunday <subj> it took a letter of five sentences from Odisha Jan Morcha ( OJM ) leader Pyarimohan Mohapatra <obj> cause
"Addressing a mammoth rally in memory of the Youth Congress supporters killed by the police at a protest rally on this day 16 years ago as well as to celebrate the victory in the Lok Sabha elections , Ms. Banerjee said : “ The Trinamool Congress is no more a mere opposition party in State politics .",<triplet> in memory of the Youth Congress supporters killed by the police at a protest rally on this day 16 years ago as well as <SIG1>to</SIG1> celebrate the victory in the Lok Sabha elections <subj> a mammoth rally <obj> cause
"After firing , Chandrababu , Left gun for YSR - Indian Express Express News Service , Express News Service : HYDERABAD / KHAMMAM , JULY 29 , Sun Jul 29 2007 , 23:47 hrs The embers left by Saturday 's police firing which killed six Left activists agitating for land are unlikely to die soon .",<triplet> Saturday 's police firing <subj> killed six Left activists agitating for land <obj> cause
"The party workers burnt posters of AAP leaders Manish Sisodia , Yogendra Yadav and Kejriwal after the party had earlier in the day announced a second list of 30 candidates for the general elections .","<triplet> the party had earlier in the day announced a second list of 30 candidates for the general elections <subj> The party workers burnt posters of AAP leaders Manish Sisodia , Yogendra Yadav and Kejriwal <obj> cause"
"The party workers burnt posters of AAP leaders Manish Sisodia , Yogendra Yadav and Kejriwal after the party had earlier in the day announced a second list of 30 candidates for the general elections .",<triplet> the general elections <subj> the party had earlier in the day announced a second list of 30 candidates <obj> cause
"Irked over the arrests , the protestors staged dharna .",<triplet> Irked over the arrests <subj> the protestors staged dharna <obj> cause
"They gathered in the morning ahead of the start of the Congress of SA Trade Unions ' ( Cosatu ) central executive committee ( CEC ) meeting , where the National Union Metalworkers of SA ( Numsa ) was expected to defend itself against plans to expel it from the trade union federation .",<triplet> the National Union Metalworkers of SA ( Numsa ) was expected to defend itself against plans to expel it from the trade union federation <subj> They gathered in the morning ahead of the start of the Congress of SA Trade Unions ' ( Cosatu ) central executive committee ( CEC ) meeting <obj> cause
"They gathered in the morning ahead of the start of the Congress of SA Trade Unions ' ( Cosatu ) central executive committee ( CEC ) meeting , where the National Union Metalworkers of SA ( Numsa ) was expected to defend itself against plans to expel it from the trade union federation .",<triplet> against plans to expel it from the trade union federation <subj> the National Union Metalworkers of SA ( Numsa ) was expected to defend itself <obj> cause
"Tshukudu was allegedly shot dead by Jaco du Plooy , 46 , on October 10 while he was diverting traffic on the R52 leading to Sannieshof to avoid protests further down the road .",<triplet> to avoid protests further down the road <subj> he was diverting traffic on the R52 leading to Sannieshof <obj> cause
Yousuf Staff Reporter Forced to look for alternative transport due to cab operators ’ strike ; autorickshaws too join stir today HYDERABAD : It was an altogether different day for employees working in the IT and BPO companies on Thursday .,<triplet> cab operators ’ strike <subj> Forced to look for alternative transport <obj> cause
Heavy police presence was seen in the area due to the protest .,<triplet> the protest <subj> Heavy police presence was seen in the area <obj> cause
Students declare that they cannot continue agitation as they have to concentrate on exams,<triplet> they have to concentrate on exams <subj> they cannot continue agitation <obj> cause
"They did not confess to the planned attack after their capture , and so should bear full responsibility for the loss of life , the court said .",<triplet> They did not confess to the planned attack after their capture <subj> should bear full responsibility for the loss of life <obj> cause
BLOCKBUSTER ENTERTAINMENT CORP. said it raised $92 million from an offering of liquid yield option notes.,<triplet> offering <subj> raised <obj> cause
"January 26 : CPI-Maoist cadres shot dead three persons , accusing them of being police spies , at Borlagunda village in Andhra Pradesh 's Karimnagar district .","<triplet> accusing them of being police spies , at Borlagunda village in Andhra Pradesh 's Karimnagar district <subj> CPI-Maoist cadres shot dead three persons <obj> cause"
"2 held over poisoning threat to Tung PUBLISHED : Wednesday , 03 October , 2001 , 12:00am Donald Tsang Donald Tsang A couple suspected of sending a letter addressed to Chief Executive Tung Chee-hwa threatening to poison his food and drink and that of his two top officials were arrested in Central yesterday .",<triplet> A couple suspected of sending a letter addressed to Chief Executive Tung Chee-hwa threatening to poison his food and drink and that of his two top officials <subj> were arrested in Central yesterday <obj> cause
"While the staff employees sported black badges from May 15 -17 , they are now poised to stage a work-to-rule agitation from May 23 and the entire lot will take mass casual leave on May 25 to highlight their demands .",<triplet> highlight their demands <subj> the entire lot will take mass casual leave on May 25 <obj> cause
Intel said it had corrected the problems and would start producing bugless chips next week.,<triplet> corrected <subj> producing <obj> cause
"Another restaurant owner , Clara Li , said owners wanted to take their protest further , but had not yet settled on a plan to do so if their demands were not met after yesterday 's protest .",<triplet> their demands were not met after yesterday 's protest <subj> owners wanted to take their protest further <obj> cause
The Minister said he had spoken to Chief Minister Oommen Chandy after the murder and demanded that action be taken to end violence in the region .,<triplet> demanded that action be taken <subj> The Minister said he had spoken to Chief Minister Oommen Chandy after the murder <obj> cause
The Minister said he had spoken to Chief Minister Oommen Chandy after the murder and demanded that action be taken to end violence in the region .,<triplet> the murder <subj> The Minister said he had spoken to Chief Minister Oommen Chandy <obj> cause
The Minister said he had spoken to Chief Minister Oommen Chandy after the murder and demanded that action be taken to end violence in the region .,<triplet> to end violence in the region <subj> demanded that action be taken <obj> cause
"Apart from students and teachers of Jawaharlal Nehru University , many residents too gathered here after hearing about the protest on news channels .","<triplet> hearing about the protest on news channels <subj> Apart from students and teachers of Jawaharlal Nehru University , many residents too gathered here <obj> cause"
"Tokyo claims the islands, which it calls the Northern Territories, and the dispute has prevented the two countries from signing a formal peace treaty since World War II.",<triplet> dispute <subj> treaty <obj> prevent
Courtaulds PLC announced plans to spin off its textiles operations to existing shareholders in a restructuring to boost shareholder value.,<triplet> spin <subj> boost <obj> intend
"As many as 150 members of the U.N. mission in Haiti remained unaccounted for Wednesday afternoon following an earthquake that inflicted massive damage on the Caribbean nation's capital, U.N. officials said Wednesday.",<triplet> inflicted <subj> remained <obj> cause
"Zikalala said that following stakeholder meetings on Sunday and Monday morning , all parties decided that the police would establish a rapid response team to attend to the attacks .",<triplet> stakeholder meetings on Sunday and Monday morning <subj> all parties decided that the police would establish a rapid response team to attend to the attacks <obj> cause
"Zikalala said that following stakeholder meetings on Sunday and Monday morning , all parties decided that the police would establish a rapid response team to attend to the attacks .",<triplet> to attend to the attacks <subj> the police would establish a rapid response team <obj> cause
"The Arya Samaj activists placed the body of 40 - year-old Promila on Rohtak-Jhajjar road near Satlok Ashram and refused to disperse till their leaders , arrested in connection with Sunday ’ s clash were released .","<triplet> their leaders , arrested in connection with Sunday ’ s clash were released <subj> refused to disperse <obj> cause"
"The Arya Samaj activists placed the body of 40 - year-old Promila on Rohtak-Jhajjar road near Satlok Ashram and refused to disperse till their leaders , arrested in connection with Sunday ’ s clash were released .",<triplet> Sunday ’ s clash <subj> arrested <obj> cause
His supporters chanted and waved placards calling for state agencies not to be used in political matters .,<triplet> calling for state agencies not to be used in political matters <subj> His supporters chanted and waved placards <obj> cause
"Max Chung , who helped organise the rally on Saturday , said he believed residents had shown their resolve : “ Hongkongers have stiffened their backs to say no to authoritarianism . ”",<triplet> to say no to authoritarianism <subj> Hongkongers have stiffened their backs <obj> cause
"December 01 , 2010 00:00 IST A large number of CPI activists took out a procession in protest against the Centre 's failure to contain prices of essential commodities and also against the land scams reported in the State .",<triplet> in protest against the Centre 's failure to contain prices of essential commodities and also against the land scams reported in the State <subj> A large number of CPI activists took out a procession <obj> cause
"December 01 , 2010 00:00 IST A large number of CPI activists took out a procession in protest against the Centre 's failure to contain prices of essential commodities and also against the land scams reported in the State .",<triplet> against the Centre 's failure to contain prices of essential commodities and also against the land scams reported in the State <subj> large number of CPI activists took out a procession in protest <obj> cause
"As many as 59 recruits who had graduated from different colleges of the State came together for the fourth time to demand answers from HCL Technologies , the company that had recruited them in 2011 .","<triplet> to demand answers from HCL Technologies , the company that had recruited them in 2011 <subj> As many as 59 recruits who had graduated from different colleges of the State came together for the fourth time <obj> cause"
The protest continued in the Assembly where the members raised slogans disrupting proceedings for 10 minutes while the party members staged a walk out from the Legislative Council in protest against the government 's failure to announce a definite action plan to protect the State 's share of river water .,<triplet> the members raised slogans <subj> The protest continued in the Assembly <obj> cause
The protest continued in the Assembly where the members raised slogans disrupting proceedings for 10 minutes while the party members staged a walk out from the Legislative Council in protest against the government 's failure to announce a definite action plan to protect the State 's share of river water .,<triplet> the members raised slogans <subj> disrupting proceedings for 10 minutes <obj> cause
The protest continued in the Assembly where the members raised slogans disrupting proceedings for 10 minutes while the party members staged a walk out from the Legislative Council in protest against the government 's failure to announce a definite action plan to protect the State 's share of river water .,<triplet> protest <subj> the party members staged a walk out from the Legislative Council <obj> cause
The protest continued in the Assembly where the members raised slogans disrupting proceedings for 10 minutes while the party members staged a walk out from the Legislative Council in protest against the government 's failure to announce a definite action plan to protect the State 's share of river water .,<triplet> against the government 's failure to announce a definite action plan <subj> protest <obj> cause
The protest continued in the Assembly where the members raised slogans disrupting proceedings for 10 minutes while the party members staged a walk out from the Legislative Council in protest against the government 's failure to announce a definite action plan to protect the State 's share of river water .,<triplet> to protect the State 's share of river water <subj> announce a definite action plan <obj> cause
"The Temenos Banking Cloud is powered by an Explainable AI engine with advanced data analytics, so banks can test, report and measure product performance, and gain insight to support business decisions and product design.",<triplet> data analytics <subj> decisions <obj> enable
"However , he called off the fast after getting a call from the Chiranjeevi ’ s camp in East Godavari district .",<triplet> getting a call from the Chiranjeevi ’ s camp in East Godavari district <subj> he called off the fast <obj> cause
"A section of Jet technicians started a ' symbolic ' protest by wearing black bands last Friday to protest the "" management 's proposed move to freeze wage hike over the next 2 -3 years "" , sources among the agitators said here .","<triplet> to protest the "" management 's proposed move to freeze wage hike over the next 2 -3 years <subj> A section of Jet technicians started a ' symbolic ' protest by wearing black bands last Friday <obj> cause"
"Irked over this move , Venkat Prasad launched a hunger strike along with the other aspirants .",<triplet> Irked over this move <subj> Venkat Prasad launched a hunger strike along with the other aspirants <obj> cause
"National Highway -37 was blocked by protesters at several places , while vehicles remained off the roads in the affected areas , officials said .",<triplet> protesters at several places <subj> National Highway -37 was blocked <obj> cause
"National Highway -37 was blocked by protesters at several places , while vehicles remained off the roads in the affected areas , officials said .",<triplet> National Highway -37 was blocked <subj> vehicles remained off the roads in the affected areas <obj> cause
They said they would continue with the action until a concrete plan was in place .,<triplet> a concrete plan was in place <subj> they would continue with the action <obj> cause
"As hundreds of employees from the city went to Vizianagaram to take part in the last rites of N. Venkatesh , 28 , an assistant in the administration department of the corporation , who committed suicide on railway tracks to protest against the Centre ’ s decision on strategic stake sale of DCI , an all-union meeting convened by the CITU resolved to organise demonstrations in front of all industrial establishments located in the city on Wednesday .","<triplet> to take part in the last rites of N. Venkatesh , 28 , an assistant in the administration department of the corporation , who committed suicide on railway tracks to protest against the Centre ’ s decision on strategic stake sale of DCI <subj> hundreds of employees from the city went to Vizianagaram <obj> cause"
"As hundreds of employees from the city went to Vizianagaram to take part in the last rites of N. Venkatesh , 28 , an assistant in the administration department of the corporation , who committed suicide on railway tracks to protest against the Centre ’ s decision on strategic stake sale of DCI , an all-union meeting convened by the CITU resolved to organise demonstrations in front of all industrial establishments located in the city on Wednesday .","<triplet> to protest against the Centre ’ s decision on strategic stake sale of DCI <subj> N. Venkatesh , 28 , an assistant in the administration department of the corporation , who committed suicide on railway tracks <obj> cause"
"THRISSUR : Hike in toll rate withdrawn October 03 , 2013 00:00 IST A hike in toll on the Mannuthy-Edappally stretch , effected from Tuesday , was withdrawn on Wednesday following protests .","<triplet> protests <subj> A hike in toll on the Mannuthy-Edappally stretch , effected from Tuesday , was withdrawn on Wednesday <obj> cause"
"A spokesman said herbicide use in some areas of the U.S. was delayed earlier in the year by heavy rains, thus increasing sales in the third quarter.    ",<triplet> rains <subj> delayed <obj> cause
"﻿In recent years , for instance , many retired military veterans have gathered together across the country in protests against the stingy benefits and pensions they receive from the state .",<triplet> against the stingy benefits and pensions they receive from the state <subj> many retired military veterans have gathered together across the country in protests <obj> cause
"﻿In recent years , for instance , many retired military veterans have gathered together across the country in protests against the stingy benefits and pensions they receive from the state .",<triplet> in protests against the stingy benefits and pensions they receive from the state <subj> many retired military veterans have gathered together across the country <obj> cause
"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",<triplet> filed <subj> nullify <obj> cause
He was addressing a dharna organised by the Joint Action Committee ( JAC ) of various Telangana outfits demanding scrapping of cases against the students .,<triplet> demanding scrapping of cases against the students <subj> a dharna organised by the Joint Action Committee ( JAC ) of various Telangana outfits <obj> cause
"Those attending the rally on Saturday said they were not there to make political demands , but to speak out against violence .",<triplet> to speak out against violence <subj> Those attending the rally on Saturday <obj> cause
"If you really believe a business issue is interesting, writing a letter to an editor of a newspaper and getting it published is a way of raising your profile.",<triplet> published <subj> raising <obj> cause
"But they failed to sell these stocks to client investors, who were cautious about the sharp gains these issues made this week, the Wako official said.    ",<triplet> cautious <subj> failed <obj> cause
The brief trip of 62 - year-old Ashraf to the 13th century shrine hit a sour note following a boycott by the Dargahs spiritual head in protest against the recent brutal killing and beheading of Indian soldiers by the Pakistani Army .,<triplet> a boycott by the Dargahs spiritual head <subj> The brief trip of 62 - year-old Ashraf to the 13th century shrine hit a sour note <obj> cause
The brief trip of 62 - year-old Ashraf to the 13th century shrine hit a sour note following a boycott by the Dargahs spiritual head in protest against the recent brutal killing and beheading of Indian soldiers by the Pakistani Army .,<triplet> in protest <subj> a boycott by the Dargahs spiritual head <obj> cause
The brief trip of 62 - year-old Ashraf to the 13th century shrine hit a sour note following a boycott by the Dargahs spiritual head in protest against the recent brutal killing and beheading of Indian soldiers by the Pakistani Army .,<triplet> against the recent brutal killing and beheading of Indian soldiers by the Pakistani Army <subj> in protest <obj> cause
"NAMAKKAL : Power loom workers ’ strike continues May 03 , 2015 00:00 IST With the third round of talks over wage hike failed to yield any results , power loom workers in Pallipalayam continued their indefinite strike for the sixth consecutive day here .",<triplet> the third round of talks over wage hike failed to yield any results <subj> power loom workers in Pallipalayam continued their indefinite strike for the sixth consecutive day here <obj> cause
""" Based on specific inputs , security forces cordoned off a house and that resulted in an encounter with the militant first opening fire on the security team , "" Kokrajhar police chief P.K. Dutta said .",<triplet> security forces cordoned off a house <subj> an encounter with the militant first opening fire on the security team <obj> cause
"Following the incident , the labourers went on a dharna and stopped work .",<triplet> the incident <subj> the labourers went on a dharna and stopped work <obj> cause
"The offer was automatically triggered by the recent sale of Control Data's Imprimis disk-drive business to Seagate Technology Inc.    Mr. Perlman, who is also acting chief financial officer and the odds-on favorite to become the next chief executive, said the company is achieving ""modest positive cash flow from operations, and we expect that to continue into 1990.""    ",<triplet> sale <subj> offer <obj> cause
"But this list was accompanied by new demands which France's fisheries ministry has said were not arranged or discussed with Paris, effectively creating new zoning rules for the waters near Jersey.",<triplet> demands <subj> rules <obj> enable
"” Meanwhile , more than 5,000 oil tanker lorries plying inside Chennai city have planned to support the strike and will stay off the roads from Thursday .","<triplet> more than 5,000 oil tanker lorries plying inside Chennai city have planned to support the strike <subj> will stay off the roads from Thursday <obj> cause"
The university had sought an injunction blocking Connaught's board from recommending or supporting an offer for the company by Merieux.,<triplet> sought <subj> blocking <obj> prevent
"Truckers put govt on notice 08th January 2009 03:57 AM CHENNAI : With the national-level truckers ’ strike called by the All-India Motor Transport Congress ( AIMTC ) demanding immediate reduction of diesel prices entering the third day on Wednesday , representatives of the striking truckers have issued an ultimatum to the government to act before Thursday midnight to resolve the issue or face severe consequences .",<triplet> demanding immediate reduction of diesel prices <subj> the national-level truckers ’ strike called by the All-India Motor Transport Congress ( AIMTC ) <obj> cause
"Truckers put govt on notice 08th January 2009 03:57 AM CHENNAI : With the national-level truckers ’ strike called by the All-India Motor Transport Congress ( AIMTC ) demanding immediate reduction of diesel prices entering the third day on Wednesday , representatives of the striking truckers have issued an ultimatum to the government to act before Thursday midnight to resolve the issue or face severe consequences .",<triplet> the national-level truckers ’ strike called by the All-India Motor Transport Congress ( AIMTC ) demanding immediate reduction of diesel prices entering the third day on Wednesday <subj> representatives of the striking truckers have issued an ultimatum to the government to act before Thursday midnight to resolve the issue or face severe consequences <obj> cause
"Other mass incidents , such as the widespread demonstrations by truck drivers in June , have been sparked by the fierce economic competition that now characterises life in China .","<triplet> the fierce economic competition that now characterises life in China <subj> Other mass incidents , such as the widespread demonstrations by truck drivers in June , have been sparked <obj> cause"
"A sudden deviation from it carries ominous implications , not least because the scale of the outbreak in the UP village was not large enough to warrant such a departure from the norm .",<triplet> the scale of the outbreak in the UP village was not large enough to warrant such a departure from the norm <subj> A sudden deviation from it carries ominous implications <obj> cause
Most of the men were said to be on the run following a crackdown by the police after the violence of October 14 .,<triplet> a crackdown by the police after the violence of October 14 <subj> Most of the men were said to be on the run <obj> cause
"Public officials , including Chris Patten , Hong Kong ’ s last governor when it was under British rule , rebuked the government for bringing charges so long after the event .","<triplet> bringing charges so long after the event <subj> Public officials , including Chris Patten , Hong Kong ’ s last governor when it was under British rule , rebuked the government <obj> cause"
"However , Nitish Kumar termed the shutdown opposed to development .",<triplet> opposed to development <subj> the shutdown <obj> cause
content Venkat Prasad launched a hunger strike along with the other aspirants,<triplet>content <subj> Venkat Prasad launched a hunger strike along with the other aspirants <obj> no_relation
Irked over this move oral health,<triplet> Irked over this move <subj>  oral health  <obj> no_relation
use Venkat Prasad launched a hunger strike along with the other aspirants,<triplet>use <subj> Venkat Prasad launched a hunger strike along with the other aspirants <obj> no_relation
Irked over this move help,<triplet> Irked over this move <subj>  help  <obj> no_relation
sweetened Venkat Prasad launched a hunger strike along with the other aspirants,<triplet>sweetened <subj> Venkat Prasad launched a hunger strike along with the other aspirants <obj> no_relation
Irked over this move tendering,<triplet> Irked over this move <subj>  tendering  <obj> no_relation
transition Venkat Prasad launched a hunger strike along with the other aspirants,<triplet>transition <subj> Venkat Prasad launched a hunger strike along with the other aspirants <obj> no_relation
Irked over this move exodus,<triplet> Irked over this move <subj>  exodus  <obj> no_relation
meeting Venkat Prasad launched a hunger strike along with the other aspirants,<triplet>meeting <subj> Venkat Prasad launched a hunger strike along with the other aspirants <obj> no_relation
