context,triplets
The Duke and Duchess of Sussex left the British Royal Family due to the family being Satan-worshipping child traffickers.,<triplet> satan-worshipping <subj> left <obj> cause
The entire world is in lockdown because of the COVID-19 pandemic.,<triplet> covid-19 <subj> pandemic the entire world is in lockdown <obj> cause
5G is being rolled out world wide at the same time the world is in lockdown because of the COVID-19 pandemic.,<triplet> lockdown <subj> rolled <obj> cause
"There are underground tunnel systems that have been used for decades to traffick people for sex slaves and organ harvesting, across the globe. There is currently a military operation happening, lead by the US President to uncover these children, arrest those involved, and stop this once and for all.",<triplet> tunnel <subj> traffick <obj> enable
"Hillary Clinton is on trial for the 2002 terror attack on Americans in Benghazi, Libya.","<triplet> the 2002 terror attack on americans in benghazi, <subj> libya hillary clinton is on trial <obj> cause"
Ultraviolet light could kill the coronavirus (SARS-CoV2),<triplet> ultraviolet light <subj> coronavirus <obj> prevent
A new executive order put in place by President Donald Trump to target social media companies is in violation of the First Amendment and free speech protections.,<triplet> executive order <subj> violation <obj> enable
"The social media executive order makes it easier for companies like Twitter, Facebook and Google to be held liable for the content posted on their platforms, according to a draft obtained by ABC News.",<triplet> executive order <subj> held liable <obj> enable
Wearing a mask for an extended time may lead to death.,<triplet> wearing a mask <subj> death <obj> cause
US House speaker Nancy Pelosi was removed from the house floor for drunkenly cursing at republican party members.,<triplet> drunkenly cursing at republican party <subj> members nancy pelosi was removed from the house floor <obj> cause
Hand sanitizer bottle can catch fire when left in a hot vehicle,<triplet> left <subj> catch <obj> cause
Coconut oil prevents dengue fever,<triplet> coconut oil <subj> dengue fever <obj> prevent
COVID-19 causes blood clotting.,<triplet> covid-19 <subj> blood clotting <obj> cause
"Pakistani cricketer Yasir Shah died in the Karachi Plane crash on May 22, 2020.",<triplet> the karachi plane crash <subj> pakistani cricketer yasir shah died <obj> cause
"Early studies into vitamin D suggests it may curb the severity of COVID-19 symptoms and reduce mortality rates. Further research is needed to examine the issue, and vitamin D is not a cure for the coronavirus. 

But Grothman did not say it was a cure, only that there was a correlation. One expert noted the correlation was ""significant""",<triplet> studies <subj> reduce <obj> intend
Voting by mail results in widespread fraud,<triplet> voting by mail <subj> widespread fraud <obj> cause
"Postal voting is open to fraud on an ""industrial scale"" and is ""unviable"" in its current form, a top judge has said.",<triplet> postal voting <subj> fraud <obj> cause
"Bill Gates admits that 700,000 people will be harmed or killed by his coronavirus vaccines","<triplet> coronavirus vaccines <subj> 700,000 people will be harmed or killed <obj> cause"
Hydroxychloroquine cures Covid-19.,<triplet> hydroxychloroquine <subj> covid-19 <obj> prevent
"Chinese are not taking any medicine or vaccine of coronavirus and are treating themselves at their homes with heat. They take hot steam, do hot gargles, and have hot tea four times a day each. This kills the virus in 4 days and they are free of coronavirus on 5th day.",<triplet> taking <subj> treating <obj> cause
"Journalists in China, Singapore and the UK and US, can only operate if they obtain government-issued press passes.",<triplet> obtain <subj> operate <obj> cause
Toni Gonzaga said she would leave the ABS-CBN network immediately if she got paid higher.,<triplet> paid <subj> leave <obj> cause
Dr Devi Shetty has published a series of 22 measures needed to be taken to avoid contracting coronavirus.,<triplet> measures <subj> coronavirus <obj> prevent
COVID-19 has created the highest level of unemployment in the US since the Great Depression.,<triplet> covid-19 <subj> created <obj> cause
"Joe Biden said voting by mail is a way to “fundamentally change this country,”.",<triplet> voting <subj> change <obj> enable
The Katyn plaques were removed because the mass executions of Polish POWs 30 years ago in Russia didn't happen.,<triplet> the <subj> mass executions of polish pows 30 years ago in russia didn't happen the katyn plaques were removed <obj> cause
Thrombosis is The Leading Cause Of COVID-19 Deaths,<triplet> thrombosis <subj> covid-19 deaths <obj> cause
"A mixture of aspirin, honey, and lemon juice attacks COVID-19 and cures coronavirus.","<triplet> a mixture of aspirin, honey, and lemon juice attacks covid-19 and cures <subj> coronavirus <obj> cause"
A PPE shipment was destroyed at the Port of Dover after illegal immigrants were found travelling alongside it,<triplet> illegal immigrants were found travelling alongside it <subj> a ppe shipment was destroyed at the port of dover <obj> cause
Face masks cause inadvertent harm?,<triplet> face masks <subj> harm <obj> cause
Billionaire philanthropist and Microsoft founder Bill Gates worked  specifically to end livestock production.,<triplet> worked <subj> end <obj> cause
"Bill Gates has backed many start up meat alternative projects in efforts to lower Carbon footprints,",<triplet> backed <subj> lower <obj> enable
5G plays a part in this ‘plandemic’” The cases of COVID-19 are “directly related to electromagnetic radiation exposure by 5G,<triplet> exposure <subj> cases <obj> cause
Seating arrangement in Sudarshan 35mm cinema has been rearranged to suit physical distancing norms,<triplet> rearranged <subj> physical distancing <obj> enable
The COVID-19 pandemic is a cover-up to allow for the deployment of dangerous 5G telecommunications towers.,<triplet> covid-19 pandemic <subj> deployment of dangerous 5g telecommunications towers <obj> cause
Central and state governments are paying for migrants to return to their homes.,<triplet> paying <subj> return <obj> enable
They were transported using special trains,<triplet> special trains <subj> transported <obj> enable
100 Indian nurses in Jhalawar resigned because Jamaatis spit at them,<triplet> jamaatis spit at them <subj> 100 indian nurses in jhalawar resigned <obj> cause
Over 100 nurses in Rajasthan’s Jhalawar (India) resigned because of misconduct by members of the Tablighi Jamaat (non-political organisation) and claim that they were spitting on them.,<triplet> misconduct by members of the tablighi jamaat (non-political organisation) <subj> over 100 nurses in rajasthan’s jhalawar (india) resigned <obj> cause
Probability of Coronavirus could reduce from 70% to 1.5% if the COVID-19 carrier and a healthy person are both wearing masks.,<triplet> wearing <subj> reduce <obj> cause
A photo of a billboard in the United States highlights advice from Islam’s prophet regarding guidelines during the pandemic.,<triplet> advice <subj> pandemic <obj> prevent
Do half an hour of meditation twice a day to stay away from COVID-19.,<triplet> meditation <subj> covid-19 <obj> prevent
Keep the room temperature at 30-40 degrees Celsius to prevent COVID-19.,<triplet> keep <subj> covid-19 <obj> prevent
If the patient has energy then s/he should run half an hour twice a day. This will burn the cough inside.,<triplet> run <subj> burn <obj> cause
"Drinking milk three times a day with Shilajit, and Licorice (Mulethi) for five days can help beat the virus.","<triplet> drinking milk three times a day with shilajit, and licorice (mulethi) for five days <subj> beat the virus <obj> cause"
"There are 360,000 deaths a year in the US from swimming pools. But we don’t shut the country down for that.",<triplet> swimming <subj> deaths <obj> cause
Alcohol plays a major role in killing the coronavirus because it is a “throat sanitizer”.,<triplet> alcohol <subj> coronavirus <obj> prevent
"Some 150 foreigners attended spiritual leader Jaggi Vasudev aka Sadhguru's event in March 2020, which has led to over 1,000 corona cases in Tamil Nadu. The foreigners are quarantined at Isha Yoga Center.","<triplet> some 150 foreigners attended spiritual leader jaggi vasudev aka sadhguru's event in march <subj> 2020 over 1,000 corona cases in tamil nadu <obj> cause"
The U.S. government is planning to force Americans to take vaccinations during the coronavirus pandemic with the help of Bill Gates.,<triplet> force <subj> take <obj> intend
