corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,event0,event1,label,triplets
AFPNEWS,train153,154,0,prevent_our_data_0_0154,"The exhibition, held at the private Crossroads of Civilisations Museum in Dubai, included stories of Arabs and Muslims who protected Jews during the Holocaust and saved them from death at the hands of the Nazis.","[""The exhibition, held at the private Crossroads of Civilisations Museum in Dubai, included stories of Arabs and Muslims who <ARG0>protected</ARG0> Jews during the Holocaust and <SIG0>save</SIG0>d them from <ARG1>death</ARG1> at the hands of the Nazis.""]",1,protected,death,prevent,<triplet> protected <subj> death <obj> prevent
AFPNEWS,train146,147,0,prevent_our_data_0_0147,"They exclude revisions made by other statistical organisations, which show that the number of deaths is much higher.","[""<ARG0>They</ARG0> <SIG0>exclude</SIG0> revisions made by other statistical organisations, which show that the number of <ARG1>deaths</ARG1> is much higher.""]",1,They,deaths,prevent,<triplet> They <subj> deaths <obj> prevent
AFPNEWS,train99,100,0,enable_our_data_0_0100,"Britain's largely foreign-owned automotive sector was a big winner from the final Brexit agreement, which allows for tariff-free trade with the continent.","[""Britains largely foreign-owned automotive sector was a big winner from the final <ARG0>Brexit</ARG0> agreement, which <SIG0>allow</SIG0>s for tariff-free <ARG1>trade</ARG1> with the continent.""]",1,Brexit,trade,enable,<triplet> Brexit <subj> trade <obj> enable
AFPNEWS,train135,136,0,prevent_our_data_0_0136,"Slovenian prosecutor Drago Sketa angrily dismissed such a suggestion, saying it would interfere with the prosecutors' independence.","[""Slovenian prosecutor Drago Sketa angrily dismissed such a <ARG0>suggestion</ARG0>, saying it would <SIG0>interfere</SIG0> with the prosecutors <ARG1>independence</ARG1>.""]",1,suggestion,independence,prevent,<triplet> suggestion <subj> independence <obj> prevent
NEWS,train4,5,0,0_our_data_0_05,"According to department policy, prosecutors must make a strong showing that lawyers' fees came from assets tainted by illegal profits before any attempts at seizure are made.    ",[],0,by,prosecutors,0,<triplet> by <subj> prosecutors <obj> 0
AFPNEWS,train65,66,0,enable_our_data_0_066,"The funding will support increased unit production, enhanced customer experience, and the ongoing development of Kymeta's next generation capabilities.","[""The <ARG0>funding</ARG0> will <SIG0>support</SIG0> increased unit production, enhanced customer experience, and the ongoing development of Kymetas next generation <ARG1>capabilities</ARG1>.""]",1,funding,capabilities,enable,<triplet> funding <subj> capabilities <obj> enable
NEWS,train36,37,0,intend_our_data_0_037,Hudson's Bay Co. announced terms of a previously proposed rights issue that is expected to raise about 396 million Canadian dollars (US$337 million) net of expenses.,"[""Hudsons Bay Co. <ARG1>announced</ARG1> terms of a previously proposed rights issue that is expected to <ARG0>raise</ARG0> about 396 million Canadian dollars (US$337 million) net of expenses.""]",1,raise,announced,intend,<triplet> raise <subj> announced <obj> intend
NEWS,train3,4,0,0_our_data_0_04,"---   Kellogg suspended work on a $1 billion cereal plant, indicating a pessimistic outlook by the cereal maker, which has been losing market share.    ",[],0,the,on,0,<triplet> the <subj> on <obj> 0
NEWS,train347,348,0,cause_our_data_0_0348,"The number of those hospitalized climbed from the 34 reported Saturday, because information has trickled in from area hospitals, Khan said.","[""The number of those hospitalized <ARG1>climbed</ARG1> from the 34 reported Saturday, because information has <ARG0>trickled</ARG0> in from area hospitals, Khan said.""]",1,trickled,climbed,cause,<triplet> trickled <subj> climbed <obj> cause
NEWS,train226,227,0,cause_our_data_0_0227,Intel said it had corrected the problems and would start producing bugless chips next week.,"[""Intel said it had <ARG0>corrected</ARG0> the problems and would start <ARG1>producing</ARG1> bugless chips next week.""]",1,corrected,producing,cause,<triplet> corrected <subj> producing <obj> cause
NEWS,train136,137,0,cause_our_data_0_0137,"Since KKR bought RJR in February for $25 billion of debt, it has agreed to sell nearly $5 billion of RJR assets. ","[""Since KKR <ARG0>bought</ARG0> RJR in February for $25 billion of debt, it has <ARG1>agreed</ARG1> to sell nearly $5 billion of RJR assets.""]",1,bought,agreed,cause,<triplet> bought <subj> agreed <obj> cause
NEWS,train27,28,0,intend_our_data_0_028,"The company said it expects to use the proceeds to repay certain bank debt and for general corporate purposes, including establishing new operating centers and possible acquisitions. ","[""The company said it expects to <ARG1>use</ARG1> the proceeds to repay certain bank debt and for general corporate purposes, including establishing new operating centers and possible <ARG0>acquisitions</ARG0>.""]",1,acquisitions,use,intend,<triplet> acquisitions <subj> use <obj> intend
NEWS,train57,58,0,intend_our_data_0_058,"Then yesterday, he tried to entice Arab leaders with his proposal for a diplomatic solution linking his occupation of Kuwait with Israel's occupation of the West Bank. ","[""Then yesterday, he tried to <ARG1>entice</ARG1> Arab leaders with his proposal for a diplomatic solution <ARG0>linking</ARG0> his occupation of Kuwait with Israels occupation of the West Bank.""]",1,linking,entice,intend,<triplet> linking <subj> entice <obj> intend
NEWS,train103,104,0,0_our_data_0_0104,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. ",[],0,hope,block,0,<triplet> hope <subj> block <obj> 0
NEWS,train5,6,0,prevent_our_data_0_06,The university had sought an injunction blocking Connaught's board from recommending or supporting an offer for the company by Merieux.,"[""The university had <ARG0>sought</ARG0> an injunction blocking Connaughts board from <ARG1>recommending</ARG1> or supporting an offer for the company by Merieux.""]",1,sought,recommending,prevent,<triplet> sought <subj> recommending <obj> prevent
AFPNEWS,train172,173,0,prevent_our_data_0_0173,"Google and HCA said that security will be in place to protect health data, which has strict protections under US law.","[""Google and HCA said that <ARG0>security</ARG0> will be in place to <SIG0>protect</SIG0> health <ARG1>data</ARG1>, which has strict <SIG0>protect</SIG0>ions under US law.""]",1,security,data,prevent,<triplet> security <subj> data <obj> prevent
AFPNEWS,train63,64,0,enable_our_data_0_064,"The oil giant announced that Gregory Goff and Kaisa Hietala had secured enough votes to join ExxonMobil's board, along with several incumbent directors who were reelected.","[""The <ARG0>oil giant</ARG0> announced that Gregory Goff and Kaisa Hietala had <SIG0>secure</SIG0>d enough votes to join ExxonMobils <ARG1>board</ARG1>, along with several incumbent directors who were reelected.""]",1,oil giant,board,enable,<triplet> oil giant <subj> board <obj> enable
NEWS,train171,172,0,cause_our_data_0_0172,The charges were offset in part by a gain from the sale of the company's construction division.,"[""The charges were <ARG1>offset</ARG1> in part by a <ARG0>gain</ARG0> from the sale of the companys construction division.""]",1,gain,offset,cause,<triplet> gain <subj> offset <obj> cause
AFPNEWS,train152,153,0,prevent_our_data_0_0153,The company's lawyers told the court that Thales never paid bribes to Zuma in order to prevent any investigation into the arms sale.,"[""The companys lawyers <ARG0>told</ARG0> the court that Thales never paid bribes to Zuma in order to <SIG0>prevent</SIG0> any <ARG1>investigation</ARG1> into the arms sale.""]",1,told,investigation,prevent,<triplet> told <subj> investigation <obj> prevent
NEWS,train121,122,0,cause_our_data_0_0122,"By acquiring the shares, Lawrence Group increased its stake in Lawrence Insurance to 93.2% from 91.2%. ","[""By <ARG0>acquiring</ARG0> the shares, Lawrence Group <ARG1>increased</ARG1> its stake in Lawrence Insurance to 93.2% from 91.2%.""]",1,acquiring,increased,cause,<triplet> acquiring <subj> increased <obj> cause
AFPNEWS,train9,10,0,enable_our_data_0_010,"This is the second time the fragmented centre-left opposition has failed to pass a no-confidence motion against him, their first attempt having fallen in February.","[""This is the second time the fragmented centre-left <ARG0>opposition</ARG0> has failed to <SIG0>pass</SIG0> a no-confidence <ARG1>motion</ARG1> against him, their first attempt having fallen in February.""]",1,opposition,motion,enable,<triplet> opposition <subj> motion <obj> enable
NEWS,train75,76,0,0_our_data_0_076,"I do not agree with these opinions, and I think that until such time that the needed reforms... can be extricated from the constitution... what has been lost will not be restored, "" he added.""",[],0,until,reforms...,0,<triplet> until <subj> reforms... <obj> 0
NEWS,train84,85,0,0_our_data_0_085,"But unless the military situation changes drastically, military officials say, the most likely plan will be for the Kennedy to eventually replace the carrier Dwight D. Eisenhower, which has been on patrol since March and was scheduled to return to port before hostilities erupted in Kuwait.   ",[],0,since,the,0,<triplet> since <subj> the <obj> 0
NEWS,train334,335,0,cause_our_data_0_0335,The protests -- on the Shiite Muslim holy day Ashura -- were the deadliest since opposition Iranians took to the streets after the disputed June 12 presidential election.,"[""The protests -- on the Shiite Muslim holy day Ashura -- were the deadliest since opposition Iranians <ARG1>took</ARG1> to the streets after the <ARG0>disputed</ARG0> June 12 presidential election.""]",1,disputed,took,cause,<triplet> disputed <subj> took <obj> cause
NEWS,train23,24,0,intend_our_data_0_024,"Upjohn Co. said it will offer an early retirement package to as many as 1,100 employees in a cost-cutting move expected to result in a fourth-quarter charge.    ","[""Upjohn Co. said it will <ARG0>offer</ARG0> an early retirement package to as many as 1,100 employees in a cost-cutting move expected to result in a fourth-quarter <ARG1>charge</ARG1>.""]",1,offer,charge,intend,<triplet> offer <subj> charge <obj> intend
NEWS,train148,149,0,0_our_data_0_0149,"Because of program trading it is more difficult to trade many OTC stocks without sharp price moves, a condition known as illiquidity. ",[],0,OTC,known,0,<triplet> OTC <subj> known <obj> 0
AFPNEWS,train168,169,0,prevent_our_data_0_0169,Authoritarian China regards democratic and self-ruled Taiwan as its own territory and works to keep the island from becoming diplomatically isolated.,"[""Authoritarian China regards democratic and self-ruled Taiwan as its own territory and <ARG0>works</ARG0> to <SIG0>keep</SIG0> the island from <ARG1>becoming</ARG1> diplomatically isolated.""]",1,works,becoming,prevent,<triplet> works <subj> becoming <obj> prevent
NEWS,train276,277,0,cause_our_data_0_0277,"And to protect their reduced capital investment from eroding further, market makers became quicker to lower price quotes when sell programs are in progress. ","[""And to <ARG1>protect</ARG1> their reduced capital investment from eroding further, market makers became quicker to <ARG0>lower</ARG0> price quotes when sell programs are in progress.""]",1,lower,protect,cause,<triplet> lower <subj> protect <obj> cause
NEWS,train144,145,0,cause_our_data_0_0145,"The supplement contains various information that has been filed with the Securities and Exchange Commission since Dow Jones launched the offer on Sept. 26, but it does n't change the terms and conditions of the offer except to extend its expiration date.    ","[""The supplement contains various information that has been <ARG1>filed</ARG1> with the Securities and Exchange Commission since Dow Jones <ARG0>launched</ARG0> the offer on Sept. 26, but it does nt change the terms and conditions of the offer except to extend its expiration date.""]",1,launched,filed,cause,<triplet> launched <subj> filed <obj> cause
AFPNEWS,train106,107,0,prevent_our_data_0_0107,"The EU banned Belarusian planes from the bloc's airspace to avoid flying over the ex-Soviet country ruled by Alexander Lukashenko, often dubbed ""Europe's last dictator"".","[""The EU <ARG0>banned</ARG0> Belarusian planes from the blocs airspace to <SIG0>avoid</SIG0> <ARG1>flying</ARG1> over the ex-Soviet country ruled by Alexander Lukashenko, often dubbed Europes last dictator.""]",1,banned,flying,prevent,<triplet> banned <subj> flying <obj> prevent
NEWS,train233,234,0,cause_our_data_0_0234,"In the fibers segment, profit rose to $180 million from $155 million, a gain Du Pont attributed to higher demand in the U.S. for most textile products.    ","[""In the fibers segment, profit <ARG1>rose</ARG1> to $180 million from $155 million, a gain Du Pont attributed to higher <ARG0>demand</ARG0> in the U.S. for most textile products.""]",1,demand,rose,cause,<triplet> demand <subj> rose <obj> cause
NEWS,train267,268,0,cause_our_data_0_0268,The Nikkei index was pressured down by profit-taking triggered by sharp advances made through this week and fell 151.20 points to 35527.29.,"[""The Nikkei index was <ARG1>pressured</ARG1> down by <ARG0>profit-taking</ARG0> triggered by sharp advances made through this week and fell 151.20 points to 35527.29.""]",1,profit-taking,pressured,cause,<triplet> profit-taking <subj> pressured <obj> cause
NEWS,train82,83,0,cause_our_data_0_083,"Ocean Drilling amp Exploration Co. will sell its contract-drilling business, and took a $50.9 million loss from discontinued operations in the third quarter because of the planned sale.    ","[""Ocean Drilling amp Exploration Co. will sell its contract-drilling business, and <ARG1>took</ARG1> a $50.9 million loss from discontinued operations in the third quarter because of the <ARG0>planned</ARG0> sale.""]",1,planned,took,cause,<triplet> planned <subj> took <obj> cause
AFPNEWS,train27,28,0,enable_our_data_0_028,"Facebook and Instagram on Wednesday announced plans to let users stop displaying ""like"" tallies racked up by posts, letting people opt out of seeking status through the approval of others.","[""Facebook and Instagram on Wednesday announced <ARG0>plans</ARG0> to <SIG0>let</SIG0> users stop displaying like tallies racked up by posts, <SIG0>let</SIG0>ting people opt out of seeking <ARG1>status</ARG1> through the approval of others.""]",1,plans,status,enable,<triplet> plans <subj> status <obj> enable
NEWS,train90,91,0,0_our_data_0_091,"He adds : "" The last six months have seen a huge increase of censorship on domestic sites and a noticeable attitude by the Chinese government saying they do n't really care what foreigners think.""",[],0,what,last,0,<triplet> what <subj> last <obj> 0
NEWS,train38,39,0,0_our_data_0_039,"The Americans say their battle planscall for operating against forces inside Iraq as far north asthe city of Basra, about 30 miles north of Kuwait, but saythere is n't  any plan to drive beyond that.   ",[],0,about,to,0,<triplet> about <subj> to <obj> 0
NEWS,train352,353,0,cause_our_data_0_0353,"The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls.","[""The Google.cn filter, which returns censored search results, was <ARG1>created</ARG1> after the original form of the U.S. - based search engine was routinely slowed or <ARG0>blocked</ARG0> by Chinas Internet controls.""]",1,blocked,created,cause,<triplet> blocked <subj> created <obj> cause
AFPNEWS,train4,5,0,enable_our_data_0_05,"With The Temenos Banking Cloud, we empower banks to digitally transform and massively scale faster than ever.""","[""With The Temenos Banking <ARG0>cloud</ARG0>, we <SIG0>empower</SIG0> banks to digitally transform and massively <ARG1>scale</ARG1> faster than ever.""]",1,cloud,scale,enable,<triplet> cloud <subj> scale <obj> enable
NEWS,train149,150,0,cause_our_data_0_0150,"In the past two months the nation's 88 junk funds have lost a total of about $6 billion -- more than 15% of assets -- through sales or transfers of junk-fund shares, Dalbar says. ","[""In the past two months the nations 88 junk funds have <ARG1>lost</ARG1> a total of about $6 billion -- more than 15% of assets -- through sales or <ARG0>transfers</ARG0> of junk-fund shares, Dalbar says.""]",1,transfers,lost,cause,<triplet> transfers <subj> lost <obj> cause
NEWS,train181,182,0,cause_our_data_0_0182,Iraq said the roundup was  to protect them from unspecifiedthreats; British Foreign Office minister William Waldegrave calledthe order ``grave and sinister.'',"[""Iraq said the <ARG0>roundup</ARG0> was  to <ARG1>protect</ARG1> them from unspecifiedthreats; British Foreign Office minister William Waldegrave calledthe order ``grave and sinister.""]",1,roundup,protect,cause,<triplet> roundup <subj> protect <obj> cause
AFPNEWS,train0,1,0,enable_our_data_0_01,"""But the minute there's a new international arrest warrant from Italy, which was approved by the Supreme Federal Court of Brazil, the Brazilian federal police can no longer order the expulsion"" he explained.","[""But the minute theres a new international <ARG0>arrest</ARG0> warrant from Italy, which was <SIG0>approve</SIG0>d by the Supreme Federal Court of Brazil, the Brazilian federal police can no longer order the <ARG1>expulsion</ARG1> he explained.""]",1,arrest,expulsion,enable,<triplet> arrest <subj> expulsion <obj> enable
NEWS,train257,258,0,cause_our_data_0_0258,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,"[""---   Unisys posted a $648.2 million <ARG1>loss</ARG1> for the third quarter as it <ARG0>moved</ARG0> quickly to take write-offs for various problems and prepare for a turnaround.""]",1,moved,loss,cause,<triplet> moved <subj> loss <obj> cause
NEWS,train179,180,0,cause_our_data_0_0180,"Last month, Canadian Bond Rating Service downgraded Provigo's commercial paper and debentures because of its lackluster performance.    ","[""Last month, Canadian Bond Rating Service <ARG1>downgraded</ARG1> Provigos commercial paper and debentures because of its lackluster <ARG0>performance</ARG0>.""]",1,performance,downgraded,cause,<triplet> performance <subj> downgraded <obj> cause
AFPNEWS,train126,127,0,prevent_our_data_0_0127,Thousands of Australian Rules football fans were told to self-isolate and get tested for coronavirus Wednesday after an infected spectator attended a match in Melbourne and the city raced to avoid another lockdown.,"[""Thousands of Australian Rules football fans were told to <ARG0>self-isolate</ARG0> and get tested for coronavirus Wednesday after an infected spectator attended a match in Melbourne and the city raced to <SIG0>avoid</SIG0> another <ARG1>lockdown</ARG1>.""]",1,self-isolate,lockdown,prevent,<triplet> self-isolate <subj> lockdown <obj> prevent
NEWS,train213,214,0,cause_our_data_0_0214,"Despite these early successes, the mere fact that a groundcampaign has begun almost guarantees that the Bushadministration will face fresh problems growing out of themilitary situation. ","[""Despite these early successes, the mere fact that a groundcampaign has begun almost guarantees that the Bushadministration will face fresh <ARG1>problems</ARG1> growing out of themilitary <ARG0>situation</ARG0>.""]",1,situation,problems,cause,<triplet> situation <subj> problems <obj> cause
AFPNEWS,train124,125,0,prevent_our_data_0_0125,The move has been seen as part of efforts to shield the increasingly unpopular ruling United Russia party from real competition ahead of parliamentary elections in September.,"[""The <ARG0>move</ARG0> has been seen as part of efforts to <SIG0>shield</SIG0> the increasingly unpopular ruling United Russia party from real <ARG1>competition</ARG1> ahead of parliamentary elections in September.""]",1,move,competition,prevent,<triplet> move <subj> competition <obj> prevent
NEWS,train258,259,0,cause_our_data_0_0259,The company said it was delaying construction because of current market conditions.,"[""The company said it was <ARG1>delaying</ARG1> construction because of current market <ARG0>conditions</ARG0>.""]",1,conditions,delaying,cause,<triplet> conditions <subj> delaying <obj> cause
NEWS,train219,220,0,cause_our_data_0_0220,And the U.S. now will face sharper questionsin the Arab world since it did n't  back  the peace proposalsworked out in Moscow.,"[""And the U.S. now will <ARG1>face</ARG1> sharper questionsin the Arab world since it did nt  <ARG0>back</ARG0>  the peace proposalsworked out in Moscow.""]",1,back,face,cause,<triplet> back <subj> face <obj> cause
AFPNEWS,train79,80,0,enable_our_data_0_080,The country has lifted nearly all virus-related restrictions and many Russians are refusing to wear masks on public transport and in other public places.,"[""The <ARG0>country</ARG0> has <SIG0>lift</SIG0>ed nearly all virus-related restrictions and many Russians are refusing to <ARG1>wear</ARG1> masks on public transport and in other public places.""]",1,country,wear,enable,<triplet> country <subj> wear <obj> enable
NEWS,train205,206,0,cause_our_data_0_0206,"Taken together, the worries prompted a broad sell-off of stocks. ","[""Taken together, the <ARG0>worries</ARG0> prompted a broad <ARG1>sell-off</ARG1> of stocks.""]",1,worries,sell-off,cause,<triplet> worries <subj> sell-off <obj> cause
NEWS,train53,54,0,0_our_data_0_054,"Nashua Corp., rumored a potential takeover target for six months, said that a Dutch company has sought U.S. approval to buy up to 25% of Nashua's shares.    ",[],0,buy,approval,0,<triplet> buy <subj> approval <obj> 0
NEWS,train16,17,0,prevent_our_data_0_017,LIN Broadcasting surged 4 5/8 to 112 5/8; LIN and BellSouth sweetened their merger agreement in an attempt to keep shareholders from tendering their shares to McCaw Cellular Communications.,"[""LIN Broadcasting surged 4 5/8 to 112 5/8; LIN and BellSouth <ARG0>sweetened</ARG0> their merger agreement in an attempt to keep shareholders from <ARG1>tendering</ARG1> their shares to McCaw Cellular Communications.""]",1,sweetened,tendering,prevent,<triplet> sweetened <subj> tendering <obj> prevent
NEWS,train172,173,0,cause_our_data_0_0173,The earnings growth also was fueled by the company's ability to cut net financing spending by half to around 15 million guilders.,"[""The earnings <ARG1>growth</ARG1> also was fueled by the companys ability to <ARG0>cut</ARG0> net financing spending by half to around 15 million guilders.""]",1,cut,growth,cause,<triplet> cut <subj> growth <obj> cause
NEWS,train289,290,0,enable_our_data_0_0290,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ","[""The White House yesterday disclosed that Kuwaits ousted government has formally asked the U.S. to <ARG0>enforce</ARG0> the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately <ARG1>begin</ARG1> stopping ships carrying Iraqi goods.""]",1,enforce,begin,enable,<triplet> enforce <subj> begin <obj> enable
AFPNEWS,train116,117,0,prevent_our_data_0_0117,"The leopards escaped on April 19 -- with careless cage-cleaners blamed for letting them out -- but the Hangzhou Safari Park hid the breakout for nearly three weeks to avoid bad publicity, police in the city have said.","[""The leopards escaped on April 19 -- with careless cage-cleaners blamed for letting them out -- but the Hangzhou Safari Park hid the <ARG0>breakout</ARG0> for nearly three weeks to avoid bad <ARG1>publicity</ARG1>, police in the city have said.""]",1,breakout,publicity,prevent,<triplet> breakout <subj> publicity <obj> prevent
NEWS,train185,186,0,cause_our_data_0_0186,The president also has offered  to help offsetJordan's costs because 40 percent of its exports go to Iraq and 90percent of its oil comes from there.,"[""The president also has <ARG1>offered</ARG1>  to help offsetJordans costs because 40 percent of its exports go to Iraq and 90percent of its oil <ARG0>comes</ARG0> from there.""]",1,comes,offered,cause,<triplet> comes <subj> offered <obj> cause
NEWS,train30,31,0,0_our_data_0_031,"When asked about Tuesday's meeting between Israeli Ambassador Gabby Levy and Turkish officials, the Israeli Foreign Ministry said it was pre-planned.",[],0,When,was,0,<triplet> When <subj> was <obj> 0
NEWS,train93,94,0,0_our_data_0_094,"He adds : "" The last six months have seen a huge increase of censorship on domestic sites and a noticeable attitude by the Chinese government saying they do n't really care what foreigners think.""",[],0,Chinese,the,0,<triplet> Chinese <subj> the <obj> 0
NEWS,train97,98,0,0_our_data_0_098,"Indeed, French President Francois Mitterrand saidyesterday that some allied forces are crossing Iraqiterritory as part of a ""pincer"" movement to trap the soldiersoccupying Kuwait, but insisted, ""The purpose isn't to invadeIraqi territory, that's not the aim, that isn't the mandate.""   ",[],0,Francois,"mandate.""",0,"<triplet> Francois <subj> mandate."" <obj> 0"
NEWS,train305,306,0,cause_our_data_0_0306,"""The claims that Maria made were so serious that she was asked by the Department of Homeland Security to come to the U.S. to tell her story.","[""The claims that Maria <ARG0>made</ARG0> were so serious that she was <ARG1>asked</ARG1> by the Department of Homeland Security to come to the U.S. to tell her story.""]",1,made,asked,cause,<triplet> made <subj> asked <obj> cause
NEWS,train243,244,0,cause_our_data_0_0244,And the U.S. is taking similar steps to ensure that its naval force is adequate to carry out a blockade of Iraq and support a war if necessary.,"[""And the U.S. is <ARG0>taking</ARG0> similar steps to <ARG1>ensure</ARG1> that its naval force is adequate to carry out a blockade of Iraq and support a war if necessary.""]",1,taking,ensure,cause,<triplet> taking <subj> ensure <obj> cause
NEWS,train107,108,0,0_our_data_0_0108,"""As we regain our leadership level where we have been, and as we continue to put new products into the marketplace and need additional capacity, we will look at resuming our involvement with our plan,"" he said.    ",[],0,additional,at,0,<triplet> additional <subj> at <obj> 0
NEWS,train189,190,0,cause_our_data_0_0190,"In the year-ago period, Bethlehem earned $101.4 million, or $1.27 a share, including a $3.8 million gain from early retirement of debt.    ","[""In the year-ago period, Bethlehem earned $101.4 million, or $1.27 a share, including a $3.8 million <ARG1>gain</ARG1> from early <ARG0>retirement</ARG0> of debt.""]",1,retirement,gain,cause,<triplet> retirement <subj> gain <obj> cause
NEWS,train161,162,0,cause_our_data_0_0162,"Ralston Purina Co. reported a 47% decline in fourth-quarter earnings, reflecting restructuring costs as well as a more difficult pet food market.    ","[""Ralston Purina Co. reported a 47% <ARG1>decline</ARG1> in fourth-quarter earnings, reflecting restructuring <ARG0>costs</ARG0> as well as a more difficult pet food market.""]",1,costs,decline,cause,<triplet> costs <subj> decline <obj> cause
AFPNEWS,train174,175,0,prevent_our_data_0_0175,"Traditional pumps may contain different materials, including metal components that can in some cases complicate the recycling process.","[""Traditional <ARG0>pumps</ARG0> may <SIG0>contain</SIG0> different materials, including metal components that can in some cases complicate the <ARG1>recycling</ARG1> process.""]",1,pumps,recycling,prevent,<triplet> pumps <subj> recycling <obj> prevent
NEWS,train99,100,0,0_our_data_0_0100,"That's largely because of defensive measures they adopted after the 1987 crash, when individual investors fled the market and trading activity dwindled. ",[],0,individual,largely,0,<triplet> individual <subj> largely <obj> 0
NEWS,train283,284,0,enable_our_data_0_0284,Dow Jones said it extended the offer to allow shareholders time to review a supplement to the Dow Jones tender offer circular that it mailed last Friday.,"[""Dow Jones said it <ARG0>extended</ARG0> the offer to allow shareholders time to <ARG1>review</ARG1> a supplement to the Dow Jones tender offer circular that it mailed last Friday.""]",1,extended,review,enable,<triplet> extended <subj> review <obj> enable
NEWS,train76,77,0,0_our_data_0_077,"Of course, it is still far too early to assume that themilitary situation on the ground will stay as smooth forallied forces as it appears to have been so far. ",[],0,been,forces,0,<triplet> been <subj> forces <obj> 0
NEWS,train64,65,0,0_our_data_0_065,"Although many of the transactions related to those securities have n't been completed, Columbia said the ultimate gain on the sale of those assets will range from $200 million to $300 million. ",[],0,range,Although,0,<triplet> range <subj> Although <obj> 0
AFPNEWS,train93,94,0,enable_our_data_0_094,This provides the perfect conditions for the bacteria to thrive and cause inflammation-causing toxins that are known to spread throughout the rest of the body.,"[""<ARG0>This</ARG0> <SIG0>provide</SIG0>s the perfect conditions for the bacteria to thrive and cause inflammation-causing <ARG1>toxins</ARG1> that are known to spread throughout the rest of the body.""]",1,This,toxins,enable,<triplet> This <subj> toxins <obj> enable
NEWS,train122,123,0,0_our_data_0_0123,The Nikkei index was pressured down by profit-taking triggered by sharp advances made through this week and fell 151.20 points to 35527.29.,[],0,through,sharp,0,<triplet> through <subj> sharp <obj> 0
NEWS,train28,29,0,0_our_data_0_029,Integra-A Hotel amp Restaurant Co. said its planned rights offering  to raise about $9 million  was declared effective and the company  will begin mailing materials to shareholders at the end of this week.,[],0,amp,begin,0,<triplet> amp <subj> begin <obj> 0
NEWS,train321,322,0,cause_our_data_0_0322,The company has acknowledged a software glitch that is causing problems with its braking.,"[""The company has <ARG1>acknowledged</ARG1> a software glitch that is <ARG0>causing</ARG0> problems with its braking.""]",1,causing,acknowledged,cause,<triplet> causing <subj> acknowledged <obj> cause
NEWS,train100,101,0,cause_our_data_0_0101,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern.,"[""The <ARG0>move</ARG0> <ARG1>boosts</ARG1> Intelogic Chairman Asher Edelmans stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern.""]",1,move,boosts,cause,<triplet> move <subj> boosts <obj> cause
NEWS,train39,40,0,0_our_data_0_040,"A few days later, American Medical announced sharply lower earnings, taking charges of $24 million for insurance reserves and canceled real estate leases.    ",[],0,American,announced,0,<triplet> American <subj> announced <obj> 0
NEWS,train315,316,0,cause_our_data_0_0316,"The debate over how to alleviate those shortages has intensified in recent years, pitching advocates of privatization programs against those who say water is a public good and that its collection and distribution should remain in the public sector.","[""The debate over how to alleviate those shortages has <ARG0>intensified</ARG0> in recent years, <ARG1>pitching</ARG1> advocates of privatization programs against those who say water is a public good and that its collection and distribution should remain in the public sector.""]",1,intensified,pitching,cause,<triplet> intensified <subj> pitching <obj> cause
AFPNEWS,train49,50,0,enable_our_data_0_050,"In developing the concept for Future, Aptar's experts turned to recognized eco-design principles, which call for plastic dispensing products to be made from a mono-material to facilitate the recycling process.","[""In developing the concept for Future, Aptars experts turned to recognized eco-design principles, which call for plastic dispensing products to be made from a <ARG0>mono-material</ARG0> to <SIG0>facilitate</SIG0> the <ARG1>recycling</ARG1> process.""]",1,mono-material,recycling,enable,<triplet> mono-material <subj> recycling <obj> enable
NEWS,train1,2,0,0_our_data_0_02,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.,[],0,news,stemmed,0,<triplet> news <subj> stemmed <obj> 0
NEWS,train237,238,0,cause_our_data_0_0238,"Even as Saddam Hussein was searching for a ploy to ease his isolation, though, the international pressure against him clicked up another notch. ","[""Even as Saddam Hussein was searching for a ploy to ease his <ARG0>isolation</ARG0>, though, the international pressure against him <ARG1>clicked</ARG1> up another notch.""]",1,isolation,clicked,cause,<triplet> isolation <subj> clicked <obj> cause
