context,triplets
The United Nations has imposed a travel ban on Sudan in an effort to prevent the country from committing war crimes.,<triplet> Travel ban <subj> committing <obj> prevent
The Canadian government has announced a new program to help seniors access transportation and recreational activities.,<triplet> program <subj> transportation <obj> enable
"In addition, Unisys set up an unspecified reserve -- apparently $60 million to $70 million -- to cover the minimum amount it will have to pay the government because of its involvement in the defense-procurement scandal. ",<triplet> involvement <subj> set <obj> cause
"These clumps of amyloid are deposited in tissues and vital organs and interfere with normal organ function, eventually causing organ deterioration.16,17 AL amyloidosis is the most common type of systemic amyloidosis.18 It frequently affects the heart, kidneys, digestive tract, liver and nervous system.16,17 Diagnosis is often delayed, and prognosis is poor due to advanced, multi-organ, particularly cardiac, involvement.",<triplet> clumps <subj> function <obj> prevent
The government introduced a new program to provide incentives for businesses to invest in renewable energy sources.,<triplet> introduced <subj> invest <obj> intend
"The government passed a law to increase funding for research and development, in an effort to promote innovation.",<triplet> passed <subj> promote <obj> intend
"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. ",<triplet> demand <subj> declined <obj> cause
"The government is introducing a new law to protect consumers, in an effort to ensure fair prices and quality products.",<triplet> introducing <subj> ensure <obj> intend
"""As we regain our leadership level where we have been, and as we continue to put new products into the marketplace and need additional capacity, we will look at resuming our involvement with our plan,"" he said.    ",<triplet> involvement <subj> resuming <obj> 0
"Ocean Drilling amp Exploration Co. will sell its contract-drilling business, and took a $50.9 million loss from discontinued operations in the third quarter because of the planned sale.    ",<triplet> sale <subj> loss <obj> cause
"The government has implemented a new policy to provide tax credits to businesses that hire veterans, in an effort to reduce veteran unemployment.",<triplet> implemented <subj> reduce <obj> intend
The International Monetary Fund has approved a loan package to help stabilize the economy of a developing nation.,<triplet> approved <subj> stabilize <obj> intend
The government launched a campaign to raise awareness of climate change.,<triplet> launched <subj> raise <obj> intend
"The European Union has sought to create a unified foreign policy, with the goal of creating a single set of diplomatic relations.",<triplet> policy <subj> create <obj> enable
The United Nations has adopted a resolution calling for an end to the use of child soldiers in armed conflicts.,<triplet> resolution <subj> end <obj> enable
",The government passed a law to increase funding for small business loans, in an effort to promote entrepreneurship.",<triplet> passed <subj> promote <obj> intend
"My first and only guest this week : Secretary of State Hillary Clinton on the biggest threats to Americans, and whether she really thinks the current Afghan government can pull it together so U.S. troops can come home.",<triplet> pull <subj> come <obj> cause
"Elected in 1810, he signed an obscure redistricting bill that enabled greater and perhaps disproportionate Republican representation in the Massachusetts legislature.",<triplet> signed <subj> enabled <obj> enable
"The latest results include some unusual write-downs, which had an after-tax impact of $4.9 million. ",<triplet> write-downs <subj> results <obj> cause
Bush's chief objective in his meeting with Hussein was to pressthe king  to shut down Iraq's food and oil supply route from Aqabaon the Red Sea.,<triplet> meeting <subj> shut <obj> intend
"The pass, which can be downloaded on a person's mobile phone two weeks after receiving their second shot, gives the bearer permission to move about freely in cities under lockdown to go to the supermarket, pharmacy, or for open air exercise.",<triplet> pass <subj> permission <obj> enable
"The government passed a law to increase funding for infrastructure projects, in an effort to create jobs and stimulate economic growth.",<triplet> passed <subj> create <obj> intend
The government passed a law to protect the rights of consumers and ensure their access to accurate information about products and services.,<triplet> passed <subj> ensure <obj> intend
The government has implemented a series of measures to prevent the spread of disease and pandemics.,<triplet> measures <subj> disease <obj> prevent
President Bush's political argument for going to a groundwar has been strengthened by the growing stream of reports ofwanton Iraqi destruction inside Kuwait.,<triplet> destruction <subj> argument <obj> cause
The government has passed legislation to prevent companies from exploiting consumers by using deceptive marketing practices.,<triplet> legislation <subj> exploiting <obj> prevent
"Tokyo claims the islands, which it calls the Northern Territories, and the dispute has prevented the two countries from signing a formal peace treaty since World War II.",<triplet> dispute <subj> treaty <obj> prevent
"Many funds in recent weeks and months have been selling their highest-quality junk issues, such as RJR Nabisco, to raise cash to meet expected redemptions.    ",<triplet> selling <subj> meet <obj> cause
The United Nations has also adopted a resolution to promote gender equality and empower women and girls.,<triplet> resolution <subj> equality <obj> enable
The United States has imposed tariffs on Chinese imports in an effort to protect American businesses from unfair competition.,<triplet> tariffs <subj> protect <obj> enable
"Migrant workers in Lebanon have been hit hard by its multiple crises and half of them left jobless, the UN warned Wednesday, calling for voluntary returns to be scaled up.",<triplet> crises <subj> jobless <obj> enable
The United Nations has imposed a travel ban on certain individuals in an effort to prevent the spread of human trafficking.,<triplet> Ban <subj> Trafficking <obj> prevent
"The government is introducing a new tax to help fund the national health service, in an effort to reduce the burden on taxpayers.",<triplet> introducing <subj> reduce <obj> intend
The government passed a law to increase access to legal aid in an effort to reduce crime.,<triplet> passed <subj> reduce <obj> intend
"Earlier staff-reduction moves have trimmed about 300 jobs, the spokesman said. ",<triplet> trimmed <subj> said <obj> cause
The United Kingdom has launched a new initiative to help reduce greenhouse gas emissions and combat climate change.,<triplet> initiative <subj> reduce <obj> enable
"But unless the military situation changes drastically, military officials say, the most likely plan will be for the Kennedy to eventually replace the carrier Dwight D. Eisenhower, which has been on patrol since March and was scheduled to return to port before hostilities erupted in Kuwait.   ",<triplet> before <subj> likely <obj> 0
"Jerry Steinman, publisher of Beer Marketers Insights, a trade newsletter, said Anheuser's announcement means ""everybody else in the industry is going to have a difficult time reaching their profit objectives.""    ",<triplet> Marketers <subj> a <obj> 0
"The European Union has adopted a new set of regulations on the importation of goods, aimed at protecting domestic industries.",<triplet> regulations <subj> protecting <obj> enable
"The European Union has adopted a new policy to combat climate change, which includes a commitment to reduce greenhouse gas emissions by 40% by",<triplet> policy <subj> reduce <obj> enable
The Canadian government has announced a new policy to increase the minimum wage for workers in the hospitality industry.,<triplet> policy <subj> increase <obj> enable
"The company said it expects to use the proceeds to repay certain bank debt and for general corporate purposes, including establishing new operating centers and possible acquisitions. ",<triplet> use <subj> establishing <obj> intend
"The government has implemented a new policy to provide free education to all children, in an effort to reduce poverty and inequality.",<triplet> implemented <subj> reduce <obj> intend
The government passed a law to increase access to job training programs in an effort to reduce unemployment.,<triplet> passed <subj> reduce <obj> intend
",The government passed a law to increase taxes on the wealthy, in an effort to reduce income inequality.",<triplet> passed <subj> reduce <obj> intend
"The Canadian government has announced a new program to help low-income families with the cost of transportation, providing up to $200 per month in assistance for those who qualify.",<triplet> program <subj> help <obj> enable
"Ogden Projects, which has interests in solid-waste recovery and hazardous-waste cleanup, said it has 13 facilities in operation, up from seven a year ago.    ",<triplet> ago. <subj> facilities <obj> 0
"Mr. Lortie's departure, while sudden, was seen as inevitable in light of the shift in strategy. ",<triplet> departure <subj> shift <obj> intend
The United Nations has established a new international court to prosecute war crimes and crimes against humanity.,<triplet> court <subj> prosecute <obj> enable
The United Nations has imposed an arms embargo on Syria in an effort to prevent the government from committing war crimes.,<triplet> Embargo <subj> War crimes <obj> prevent
The United Nations has imposed an embargo on certain countries in an effort to prevent the spread of organized crime.,<triplet> Embargo <subj> Crime <obj> prevent
" ,The government has implemented a series of reforms to improve corporate governance and reduce corporate fraud.",<triplet> implemented <subj> improve <obj> intend
The government has implemented a series of measures to prevent the spread of environmental pollution.,<triplet> measures <subj> environmental pollution <obj> prevent
"The portion of OTC volume attributable to program trading isn't known, as it is on the New York Stock Exchange, where it amounted to more than 13% in September. ","<triplet> program <subj> Exchange, <obj> 0"
The United Nations has imposed a travel ban on certain countries in an effort to prevent the spread of extremist ideologies.,<triplet> Travel ban <subj> Spread <obj> prevent
The government passed a law to increase the availability of affordable housing and reduce homelessness.,<triplet> passed <subj> increase <obj> intend
"The government has implemented a series of measures to prevent the spread of terrorism, including increased surveillance and intelligence gathering.",<triplet> Surveillance <subj> Terrorism <obj> prevent
The United Nations has passed a resolution calling for an end to the use of child soldiers in armed conflicts.,<triplet> resolution <subj> end <obj> enable
The Canadian government has announced a new policy to increase the minimum wage in all provinces and territories.,<triplet> policy <subj> increase <obj> enable
The government has implemented a series of measures to prevent the spread of fake news.,<triplet> measures <subj> spread <obj> prevent
The United Nations has passed a resolution calling for an end to the use of cluster munitions in armed conflicts.,<triplet> resolution <subj> end <obj> enable
"""If they can ban president Trump, all conservative voices could be next,"" House Minority Leader Kevin McCarthy tweeted.",<triplet> they <subj> voices <obj> prevent
"A few people do think he is a real character, particularly with the tour of his house on'Baker Street' adding fuel to the fire so to speak, "" Mark Di-Toro from Visit Britain said.""",<triplet> adding <subj> think <obj> cause
"The government has implemented a series of measures to prevent the illegal trafficking of weapons, including increased border security and increased penalties.",<triplet> Security <subj> Trafficking <obj> prevent
"The government passed a law to increase access to voting rights, in an effort to ensure equal representation.",<triplet> passed <subj> ensure <obj> intend
The United Nations has imposed a travel ban on Sudan in an effort to prevent the country from destabilizing the region.,<triplet> Travel ban <subj> Destabilizing <obj> prevent
The government passed a law to protect the rights of immigrants and ensure their access to services.,<triplet> passed <subj> ensure <obj> intend
"The government has passed a law to protect the rights of victims of hate crimes, in an effort to ensure justice and accountability.",<triplet> passed <subj> ensure <obj> intend
The United States has imposed economic sanctions on Russia in an effort to prevent the country from interfering in other countries' affairs.,<triplet> Sanctions <subj> Interfering <obj> prevent
"The president has proposed a new law to increase the minimum wage, in an effort to reduce poverty and improve living standards.",<triplet> proposed <subj> reduce <obj> intend
The European Union has passed a new law that requires companies to provide more information about their environmental impact.,<triplet> law <subj> provide <obj> enable
"The government has passed a law to increase access to clean air, in an effort to reduce air pollution and improve public health.",<triplet> passed <subj> reduce <obj> intend
" ,The government passed a law to increase funding for education, in an effort to improve educational outcomes.",<triplet> passed <subj> increase <obj> intend
What makes Maria's story so special is that she was one of the lucky ones who were able to escape.,<triplet> escape <subj> makes <obj> cause
The United States has imposed economic sanctions on Syria in an effort to prevent the government from committing human rights abuses.,<triplet> Sanctions <subj> Abuses <obj> prevent
"The government is introducing a new law to protect the rights of immigrants, in an effort to ensure equal access to services and opportunities.",<triplet> introducing <subj> ensure <obj> intend
The United Nations has imposed an arms embargo on a country in an effort to prevent it from becoming a base for terrorism.,<triplet> embargo <subj> terrorism <obj> prevent
Dow Jones said it extended the offer to allow shareholders time to review a supplement to the Dow Jones tender offer circular that it mailed last Friday.,<triplet> extended <subj> review <obj> enable
"   
The Exhibition will be held both online and on-site, as a hybrid format, which will showcase the cutting-edge technologies and products of exhibitors in various ways.",<triplet> hybrid format <subj> showcase <obj> prevent
The United States has imposed economic sanctions on Sudan in an effort to prevent the country from destabilizing the region.,<triplet> Economic sanctions <subj> Destabilizing <obj> prevent
"A senior UN official has warned the Security Council that urgent measures are needed to avoid famine in the war-torn region of Tigray in Ethiopia, in a briefing seen by AFP.",<triplet> measures <subj> famine <obj> prevent
The government has also announced plans to invest in public health initiatives to improve the health and wellbeing of citizens.,<triplet> invest <subj> improve <obj> enable
"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """,<triplet> falling <subj> blocked <obj> cause
The United States has imposed economic sanctions on Iran in an effort to prevent the government from developing nuclear weapons.,<triplet> sanctions <subj> developing <obj> prevent
The United Nations has imposed an embargo on certain countries in an effort to prevent the spread of human trafficking.,<triplet> Embargo <subj> Trafficking <obj> prevent
The government passed a law to increase access to financial literacy programs in an effort to promote economic stability.,<triplet> passed <subj> promote <obj> intend
"With The Temenos Banking Cloud, we empower banks to digitally transform and massively scale faster than ever.""",<triplet> cloud <subj> scale <obj> enable
The government passed a law to protect the rights of religious minorities and promote religious tolerance.,<triplet> passed <subj> promote <obj> intend
The United Nations has passed a resolution calling for an end to the use of chemical weapons in Syria.,<triplet> passed <subj> end <obj> enable
The United States and China have agreed to a new trade agreement that will reduce tariffs on a range of goods and services between the two countries.,<triplet> trade agreement <subj> reduce <obj> enable
The company has also announced that it will be investing in new educational programs to help its employees develop their skills and knowledge.,<triplet> investing <subj> develop <obj> enable
"The European Union has announced a new program to provide financial assistance to small businesses in developing countries, providing up to $1,000 per month in assistance for those who qualify.",<triplet> announced <subj> provide <obj> enable
"Mr. Fournier said the large institutions that hold nearly 50% of Navigation Mixte's capital all strongly support him, but some analysts said they aren't so sure. ",<triplet> 50% <subj> nearly <obj> 0
The government passed a law to increase access to affordable housing in an effort to reduce homelessness.,<triplet> passed <subj> reduce <obj> intend
The European Union has adopted a directive to ensure the free movement of people across its member states.,<triplet> directive <subj> movement <obj> enable
"Ralston Purina Co. reported a 47% decline in fourth-quarter earnings, reflecting restructuring costs as well as a more difficult pet food market.    ",<triplet> costs <subj> decline <obj> cause
"The government passed a law to increase access to financial services, in an effort to reduce economic inequality.",<triplet> passed <subj> reduce <obj> intend
The United Nations has imposed an arms embargo on Sudan in an effort to prevent the country from destabilizing the region.,<triplet> Arms embargo <subj> Destabilizing <obj> prevent
The government has implemented a series of laws to prevent the exploitation of minority groups.,<triplet> Laws <subj> exploitation <obj> prevent
The government passed a law to increase access to public parks and reduce environmental degradation.,<triplet> passed <subj> reduce <obj> intend
"""As we regain our leadership level where we have been, and as we continue to put new products into the marketplace and need additional capacity, we will look at resuming our involvement with our plan,"" he said.    ",<triplet> regain <subj> look <obj> cause
"The African Union has committed to the implementation of the African Continental Free Trade Area, which will create a single market for goods and services across the continent.",<triplet> committed <subj> create <obj> enable
"India has sought to increase its presence in the region, and has been involved in a number of trade agreements.",<triplet> presence <subj> involved <obj> enable
"The government has passed a law to protect the rights of the disabled, in an effort to ensure access to services and equal opportunities.",<triplet> passed <subj> ensure <obj> intend
"A spokesman said the savings bank may not qualify for the capital requirements because, under the proposed guidelines, its $380 million of preferred stock does n't meet the ""core capital"" criteria outlined under the new Financial Institutions Reform, Recovery and Enforcement Act of 1989. ",<triplet> meet <subj> qualify <obj> cause
"The government passed a law to increase access to sanitation services, in an effort to reduce water-borne diseases and improve public health.",<triplet> passed <subj> reduce <obj> intend
The government has implemented a series of measures to prevent the illegal trade of wildlife.,<triplet> measures <subj> trade <obj> prevent
"The government is introducing a new law to protect the rights of women, in an effort to ensure gender equality and access to justice.",<triplet> introducing <subj> ensure <obj> intend
The United States and China agreed to a trade deal that would reduce tariffs and increase access to Chinese markets for American companies.,<triplet> agreed <subj> increase <obj> intend
"The United Nations Security Council yesterday unanimously approved a resolution that would impose a total trade embargo on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.",<triplet> embargo <subj> stopping <obj> enable
",The government has implemented a series of reforms to promote foreign investment and attract foreign capital.",<triplet> promote <subj> attract <obj> intend
"The government has implemented a series of measures to prevent the spread of terrorism, including increased surveillance and increased penalties for those who engage in terrorist activities.",<triplet> Surveillance <subj> Terrorism <obj> prevent
The United Nations has imposed sanctions on Russia in an effort to prevent the country from interfering in the internal affairs of other nations.,<triplet> Sanctions <subj> Interfering <obj> prevent
The United Nations has imposed a travel ban on North Korea in an effort to prevent the country from developing nuclear weapons.,<triplet> Travel ban <subj> Nuclear weapons <obj> prevent
The company has acknowledged a software glitch that is causing problems with its braking.,<triplet> causing <subj> acknowledged <obj> cause
The charges were offset in part by a gain from the sale of the company's construction division.,<triplet> gain <subj> offset <obj> cause
The United Nations has also passed a resolution calling for an end to the use of child soldiers in armed conflicts.,<triplet> resolution <subj> end <obj> enable
The United Nations has imposed an arms embargo on Libya in an effort to prevent the country from destabilizing the region.,<triplet> Arms embargo <subj> Destabilizing <obj> prevent
The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from developing weapons of mass destruction.,<triplet> Arms embargo <subj> Developing <obj> prevent
The United Nations has launched a new campaign to combat poverty and inequality.,<triplet> Campaign <subj> Combat <obj> intend
The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from developing nuclear weapons.,<triplet> Embargo <subj> developing <obj> prevent
"Then yesterday, he tried to entice Arab leaders with his proposal for a diplomatic solution linking his occupation of Kuwait with Israel's occupation of the West Bank. ",<triplet> linking <subj> entice <obj> intend
"Merieux, a vaccine and bioresearch firm based in Lyon, France, is controlled 50.1% by state-owned Rhone Poulenc S.A.    The Canadian government previously said Merieux's bid did n't offer enough ""net benefit"" to Canada to be approved, and gave Merieux an until mid-November to submit additional information.    ",<triplet> Canadian <subj> The <obj> 0
The United Nations has imposed an arms embargo on Syria in an effort to prevent further violence and human rights abuses.,<triplet> embargo <subj> Violence <obj> prevent
"The government is introducing a new law to increase access to renewable energy sources, in an effort to reduce dependence on fossil fuels.",<triplet> increase <subj> reduce <obj> intend
"A spokesman said herbicide use in some areas of the U.S. was delayed earlier in the year by heavy rains, thus increasing sales in the third quarter.    ",<triplet> rains <subj> delayed <obj> cause
The government has implemented a series of laws to protect the public from the spread of organized crime.,<triplet> Laws <subj> Spread of Organized Crime <obj> prevent
The company said that because of softening sales it isn't in compliance with requirements that it maintain $3 million in working capital.,<triplet> it <subj> softening <obj> 0
The United Nations has imposed an arms embargo on Pakistan in an effort to prevent the spread of terrorism.,<triplet> Arms embargo <subj> Spread of terrorism <obj> prevent
"Earlier this year, DPC Acquisition made a $15-a-share offer for Dataproducts, which the Dataproducts board said it rejected because the $283.7 million offer was not fully financed. ",<triplet> financed <subj> rejected <obj> cause
",The government passed a law to increase the number of job search assistance programs, in an effort to increase employment opportunities.",<triplet> search <subj> employment <obj> intend
The government has also announced that it will be investing in research and development to create new technologies and products.,<triplet> investing <subj> create <obj> enable
"The United Nations has also taken a leading role in promoting sustainable development, and has sought to reduce poverty and inequality through economic and social initiatives.",<triplet> sustainable <subj> reduce <obj> enable
"The government has implemented a series of measures to prevent the exploitation of workers, including minimum wage laws and the enforcement of labor rights.",<triplet> laws <subj> Exploitation <obj> prevent
The United Nations has called for an end to the violence in Syria and for all parties to the conflict to engage in dialogue.,<triplet> end <subj> dialogue <obj> enable
The United States has imposed economic sanctions on Russia in an effort to prevent the country from interfering in other countries' affairs.,<triplet> sanctions <subj> interfering <obj> prevent
The Canadian government has announced a new program to help refugees access housing and healthcare services.,<triplet> program <subj> access <obj> enable
The United Nations has imposed an arms embargo on certain countries in an effort to prevent the spread of illicit arms.,<triplet> Arms embargo <subj> Illicit arms <obj> prevent
The United Nations has passed a resolution to prevent the exploitation of natural resources.,<triplet> resolution <subj> exploitation <obj> prevent
"Reuters Holdings PLC said Michael Reupke resigned as general manager  to pursue unspecified interests, a move the news organization termed an ""amicable separation.""    ",<triplet> resigned <subj> move <obj> cause
The government has implemented a series of measures to prevent the illegal dumping of hazardous waste.,<triplet> measures <subj> dumping <obj> prevent
"The government has implemented a series of measures to prevent the exploitation of workers, including increased minimum wages and improved working conditions.",<triplet> measures <subj> exploitation <obj> prevent
"The government has implemented a series of measures to prevent the spread of corruption, including increased transparency in government operations.",<triplet> Transparency <subj> Corruption <obj> prevent
",The government passed a law to increase funding for public safety initiatives, in an effort to reduce crime.",<triplet> passed <subj> reduce <obj> intend
LIN Broadcasting surged 4 5/8 to 112 5/8; LIN and BellSouth sweetened their merger agreement in an attempt to keep shareholders from tendering their shares to McCaw Cellular Communications.,<triplet> sweetened <subj> keep <obj> intend
"The European Commission has also proposed that the European Union should impose a ban on the import of products from Iraq, in order to enforce the UN embargo.",<triplet> ban <subj> enforce  <obj> enable
---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,<triplet> moved <subj> loss <obj> cause
The United Nations has declared a new resolution to end the use of chemical weapons in any form.,<triplet> resolution <subj> end <obj> enable
"The EMA is continuing to evaluate the safety of all four vaccines it has approved for use in the EU, which also includes the ones from BioNTech/Pfizer and Moderna.",<triplet> safety <subj> use <obj> enable
The European Union has agreed to a new trade agreement that will reduce tariffs and other barriers to trade between member countries.,<triplet> agreement <subj> reduce <obj> enable
"The government has implemented a series of measures to prevent the illegal exploitation of natural resources, including increased monitoring of extractive industries and increased penalties for those who violate the law.",<triplet> measures <subj> exploitation <obj> prevent
"The United Nations has also adopted a resolution calling for the protection of human rights in all countries, regardless of their political or economic status.",<triplet> resolution <subj> protection <obj> enable
The government passed a law to increase access to financial services and reduce the cost of borrowing.,<triplet> passed <subj> reduce <obj> intend
"The Canadian government has announced a new program to help low-income families with the cost of childcare, providing up to $1000 per year in assistance for those who qualify.",<triplet> program <subj> help <obj> enable
"The government has passed a new law to increase the availability of affordable childcare, in an effort to reduce the burden on working families.",<triplet> passed <subj> reduce <obj> intend
"Other dealers added that the blue-chip stocks in general were hit by profit-taking over concerns that London shares will continue posting declines and the uncertainty over sterling given that Mr. Lawson's successor, John Major, had only been in the job one day.    ",<triplet> over <subj> the <obj> 0
The United Nations has adopted a new resolution that calls for all member states to take steps to protect the rights of refugees and migrants.,<triplet> resolution <subj> protect <obj> enable
He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.,<triplet> also <subj> reports <obj> 0
"The Canadian government has announced a new program to help low-income families with the cost of childcare, providing up to $500 per month in assistance for those who qualify.",<triplet> program <subj> help <obj> enable
"Some analysts have said Courtaulds' moves could boost the company's value by 5% to 10%, because the two entities separately will carry a higher price earnings multiple than they did combined. ",<triplet> carry <subj> boost <obj> cause
",The government has implemented a series of reforms to promote environmental protection and reduce pollution.",<triplet> promote <subj> reduce <obj> intend
The United Nations has adopted a new resolution to promote the protection of human rights and the rule of law in conflict zones.,<triplet> resolution <subj> protection <obj> enable
"Benjamin Franklin Federal Savings amp Loan Association said it plans to restructure in the wake of a third-quarter loss of $7.7 million, or $1.01 a share, reflecting an $11 million addition to loan-loss reserves.    ",<triplet> amp <subj> to <obj> 0
"The government has implemented a new policy to provide financial assistance to small businesses, in an effort to stimulate economic growth.",<triplet> implemented <subj> stimulate <obj> intend
"The government is introducing a new law to protect the rights of the elderly, in an effort to ensure their access to quality care and services.",<triplet> protect <subj> ensure <obj> intend
"Thomas Spiegel, Columbia's chairman, said in a statement that the thrift was "" disappointed"" by the effects of the accounting changes. ",<triplet> changes <subj> disappointed <obj> cause
"Instead, Sununusought to prove to the president that his supporters outnumber his critics andthat he should remain in his post.;   One senior official Monday described theWhite House as ""a collection of small groups of aides holding their breaths,""waiting to see whether Sununu survives. ",<triplet> sought <subj> holding <obj> cause
The World Trade Organization has adopted a new agreement to reduce tariffs and other barriers to trade.,<triplet> adopted <subj> reduce <obj> enable
"The government has implemented a new policy to provide subsidies to farmers, in an effort to increase agricultural production and reduce food prices.",<triplet> implemented <subj> increase <obj> intend
The combined operations  are designed  to isolate and strangleIraq until it retreats from Kuwait.,<triplet> operations <subj> retreats <obj> intend
"Even if the solution ends up being a relatively simple and inexpensive software adjustment, the Prius braking problems come at a bad time for Toyota, which has seen its prized reputation for quality and safety badly damaged by the recalls and the news attention given to them.",<triplet> given <subj> damaged <obj> cause
"In the past two months the nation's 88 junk funds have lost a total of about $6 billion -- more than 15% of assets -- through sales or transfers of junk-fund shares, Dalbar says. ",<triplet> transfers <subj> lost <obj> cause
The United Nations has imposed a no-fly zone over Iraq in an effort to prevent further violence against civilians.,<triplet> No-fly <subj> Violence <obj> prevent
The government has implemented a series of measures to prevent the spread of poverty.,<triplet> measures <subj> poverty <obj> prevent
The United Nations Security Council has passed a resolution condemning the use of chemical weapons in Syria.,<triplet> resolution <subj> condemning <obj> enable
The United Nations has imposed an arms embargo on Sudan in an effort to prevent the country from committing human rights abuses.,<triplet> Embargo <subj> Abuses <obj> prevent
The government passed a law to increase access to healthy food and reduce food insecurity.,<triplet> passed <subj> reduce <obj> intend
The Canadian government has announced a new program to provide free tuition for low-income students.,<triplet> program <subj> tuition <obj> enable
"Tensions have eased between France and Rwanda since a March report acknowledged Paris was ""blind"" to the 1994 genocide in the east African nation, and bears overwhelming responsibility for the bloodshed.",<triplet> report <subj> bloodshed <obj> enable
"The government has passed a law to increase access to public transportation, in an effort to reduce traffic congestion.",<triplet> increase <subj> reduce <obj> intend
The Canadian government has announced a new program to provide free childcare for low-income families.,<triplet> program <subj> provide <obj> enable
The United Kingdom has created a new fund to help small businesses access capital and resources.,<triplet> fund <subj> access <obj> enable
"Police are authorised to carry out random spot checks to ensure that quarantine rules are respected, with non-compliance punished with fines of up to 1,500 euros ($1,800).",<triplet> checks <subj> quarantine <obj> enable
"In developing the concept for Future, Aptar's experts turned to recognized eco-design principles, which call for plastic dispensing products to be made from a mono-material to facilitate the recycling process.",<triplet> mono-material <subj> recycling <obj> enable
The United Nations has adopted a resolution to combat climate change and reduce global emissions.,<triplet> resolution <subj> combat <obj> enable
"The United Nations has passed a resolution to increase international cooperation, in order to combat terrorism.",<triplet> passed <subj> combat <obj> intend
The United Nations has imposed an arms embargo on Sudan in an effort to prevent further violence and human rights abuses.,<triplet> Embargo <subj> Violence <obj> prevent
Travelers estimated that the California earthquake last month will result in a fourth-quarter pre-tax charge of less than $10 million.,<triplet> Travelers <subj> a <obj> 0
The United Nations has imposed an arms embargo on Iraq to prevent Saddam Hussein from acquiring weapons of mass destruction.,<triplet> embargo <subj> acquiring <obj> prevent
These regulations are designed to protect the environment from pollution and to ensure that natural resources are used responsibly.,<triplet> regulations <subj> pollution <obj> prevent
The United States and its allies have imposed a trade embargo on Iraq to prevent Saddam Hussein from acquiring weapons of mass destruction.,<triplet> trade <subj> acquiring <obj> prevent
The government has also announced that it will be investing in new security initiatives to protect citizens from crime and terrorism.,<triplet> investing <subj> protect <obj> enable
The government has implemented a series of measures to prevent the spread of corruption.,<triplet> Measures <subj> Corruption <obj> prevent
The United Nations has imposed an arms embargo on Syria in an effort to prevent further violence and human rights abuses.,<triplet> Embargo <subj> Violence <obj> prevent
The European Union has imposed sanctions on Russia in an effort to prevent the government from further undermining democracy.,<triplet> sanctions <subj> undermining <obj> prevent
"""I want to make it clear on the floor of the house... that Pakistan, under the leadership of Imran Khan, will never allow any American base on its soil.""",<triplet> Pakistan <subj> American <obj> enable
The government has implemented a new policy to provide tax incentives to businesses that create jobs in disadvantaged communities.,<triplet> implemented <subj> provide <obj> intend
"At the same time the EASA said it did not believe the safety concern relating to the incident comprised an ""unsafe condition"" that would warrant a safety directive which would force airlines to comply.",<triplet> directive <subj> comply <obj> enable
"The government is introducing a new law to protect the rights of victims of domestic violence, in an effort to ensure justice and accountability.",<triplet> introducing <subj> ensure <obj> intend
The company's lawyers told the court that Thales never paid bribes to Zuma in order to prevent any investigation into the arms sale.,<triplet> told <subj> investigation <obj> prevent
"After a severe earthquake centered in Pakistan's Kashmir province killed more than 70,000 people in 2005, teams from a nonprofit architecture group based in London, England, helped the region start to rebuild.",<triplet> killed <subj> helped <obj> cause
The World Trade Organization has recently adopted a new set of rules that will allow countries to impose tariffs on imports from certain countries in order to protect their domestic industries.,<triplet> rules <subj> impose <obj> enable
The United States has imposed sanctions on Syria in an effort to prevent the country from committing human rights abuses.,<triplet> Sanctions <subj> Human rights abuses <obj> prevent
The European Union has passed a new set of regulations to protect the environment from the effects of climate change.,<triplet> regulations <subj> protect <obj> enable
The United Nations has imposed a travel ban on Syria in an effort to prevent the country from destabilizing the region.,<triplet> Travel ban <subj> destabilizing <obj> prevent
"While Westinghouse hasn't had a nuclear power plant order from a U.S. utility in about a decade, excess capacity is beginning to shrink. ",<triplet> hasn't <subj> from <obj> 0
The United States has imposed economic sanctions on North Korea in an effort to prevent the country from developing nuclear weapons.,<triplet> sanctions <subj> developing <obj> prevent
The Federal Reserve Board raised interest rates in an effort to prevent the economy from overheating.,<triplet> raised <subj> overheating <obj> prevent
The European Union has adopted a directive to ensure the free movement of goods and services across its member states.,<triplet> directive <subj> movement <obj> enable
"Canada's largest department store operator said the rights offering will entitle holders of its ordinary shares, except residents in the U.S. and Britain, to subscribe for two additional shares for every five shares held at a price of C$31.25 a share. ",<triplet> offering <subj> subscribe <obj> enable
",The government has implemented a series of reforms to promote economic growth and reduce unemployment.",<triplet> promote <subj> reduce <obj> intend
The European Union has imposed travel restrictions on citizens of certain countries in an effort to prevent the spread of terrorism.,<triplet> restrictions <subj> Terrorism <obj> prevent
The president signed an executive order to protect the environment from pollution.,<triplet> Order <subj> Protect <obj> intend
